Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDH_M_R
336,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
337,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
338,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
339,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
340,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
341,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
342,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
343,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
344,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
345,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
346,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
347,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
348,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
349,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
350,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
351,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
352,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
355,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
356,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
357,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
358,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
359,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
360,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
361,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
362,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
363,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
364,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
365,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
366,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
367,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Bareland
368,NULL,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
369,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
370,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
371,NULL,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
372,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
373,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
374,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
375,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
377,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
378,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
379,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
380,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
381,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
383,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
384,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
385,NULL,Cropland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
386,NULL,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
388,NULL,Cropland,Water,NULL,Water,NULL,NULL,Cropland
389,NULL,Cropland,Water,NULL,Water,Water,NULL,Grassland
390,NULL,Cropland,Water,NULL,Water,Water,Grassland,Grassland
391,NULL,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
392,NULL,Cropland,Water,Water,Water,NULL,NULL,Forest
393,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
394,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
395,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
396,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
402,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
403,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
404,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
405,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
408,NULL,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Water
409,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
410,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
411,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
412,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
413,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
414,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
415,NULL,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
416,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
417,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
418,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
419,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
420,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
422,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
423,NULL,Bareland,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
424,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
425,NULL,Bareland,Water,NULL,Water,Water,Water,Water
426,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
427,NULL,Bareland,Water,Water,Water,Water,NULL,Grassland
428,NULL,Bareland,Forest,NULL,Non_Wetland,Water,NULL,Water
429,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Water
430,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
431,NULL,Bareland,Forest,Non_Water,Non_Wetland,Bareland,NULL,Forest
432,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
433,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
434,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
435,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
437,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
438,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
439,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
442,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
443,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
444,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
445,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
446,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Forest
447,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
448,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
449,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Built-up
450,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
452,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
460,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
461,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
462,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
463,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
464,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
465,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
466,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
467,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
468,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
470,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
471,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
472,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
473,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
474,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
475,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
476,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
477,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
478,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
479,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
480,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
481,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
482,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
485,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
486,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
487,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Bareland
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Built-up
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,NULL,Forest
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Built-up
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
509,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
510,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
511,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
512,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
513,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
514,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
515,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
516,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
517,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
518,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
519,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
520,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
521,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
522,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
523,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
524,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
525,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
526,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
527,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
528,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
529,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
530,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
531,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
532,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
534,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
535,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
537,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
538,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
539,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
540,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
541,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
542,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
543,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
544,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
545,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
546,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
547,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
548,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Built-up
549,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Forest
550,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
551,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
552,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
553,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
554,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Grassland
555,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
556,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
557,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
558,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
559,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
560,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
561,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
562,NULL,Built-up,Bareland,NULL,Non_Wetland,Built-up,Built-up,Forest
563,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
564,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
565,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
566,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
567,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
568,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
570,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
571,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
600,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
601,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Bareland
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Built-up
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,NULL,Forest
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
612,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
613,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
614,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
615,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
616,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
617,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
618,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
619,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
620,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
621,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
623,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
624,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
625,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
626,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
627,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
628,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
630,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
631,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
632,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
633,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
634,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
635,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
636,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
637,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
638,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
639,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
640,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
641,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
642,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
643,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
644,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
645,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
646,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
647,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Grassland
648,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Bareland
649,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Built-up
650,NULL,Built-up,Forest,NULL,Non_Wetland,Water,NULL,Forest
651,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
652,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
653,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
654,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
655,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
656,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
657,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
658,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
659,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
660,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
661,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
662,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
663,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
664,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
665,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
666,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
667,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
668,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
669,NULL,Water,NULL,Water,Non_Wetland,Bareland,NULL,Water
