Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCM_M_R
1307,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1308,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
1309,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1310,Bareland,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1311,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1312,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1313,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1314,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1315,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1316,Bareland,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
1317,Bareland,Water,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
1318,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1319,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1320,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1321,Bareland,Water,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1322,Bareland,Water,Water,NULL,Water,Bareland,Bareland,Grassland
1323,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Bareland
1324,Bareland,Water,Water,Water,NULL,Bareland,Bareland,Water
1325,Bareland,Water,Water,Water,NULL,Bareland,Built-up,Bareland
1326,Bareland,Water,Water,Water,Water,Bareland,Water,Water
1327,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1328,Bareland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1329,Bareland,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1330,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1331,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1332,Bareland,Forest,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
1333,Bareland,Forest,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1334,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1335,Bareland,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1336,Bareland,Forest,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1337,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1338,Bareland,Forest,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1339,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1340,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1341,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Water,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1343,Water,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1344,Water,NULL,Wetland,NULL,NULL,NULL,NULL,NULL
1345,Water,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1346,Water,NULL,Wetland,Water,NULL,NULL,NULL,Water
1347,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1348,Water,NULL,Water,NULL,NULL,NULL,NULL,NULL
1349,Water,NULL,Water,NULL,NULL,NULL,NULL,Water
1350,Water,NULL,Water,Water,NULL,NULL,NULL,Water
1351,Water,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1352,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1353,Water,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1354,Water,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1355,Water,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1356,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1357,Water,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1358,Water,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1359,Water,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1360,Water,Wetland,Wetland,Water,Wetland,Water,Water,Water
1361,Water,Wetland,Water,Non_Water,Water,Water,Water,Water
1362,Water,Wetland,Water,Water,Water,Water,Water,Water
1363,Water,Bareland,NULL,Water,Non_Wetland,Water,Bareland,Bareland
1364,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1365,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1366,Water,Bareland,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1367,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1368,Water,Bareland,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1369,Water,Bareland,Cropland,Water,Non_Wetland,Water,Bareland,Water
1370,Water,Bareland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1371,Water,Bareland,Wetland,NULL,Wetland,Water,Bareland,Bareland
1372,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1373,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1374,Water,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1375,Water,Bareland,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1376,Water,Bareland,Wetland,Water,NULL,Bareland,Bareland,Bareland
1377,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland,Bareland
1378,Water,Bareland,Wetland,Water,Wetland,NULL,Bareland,Water
1379,Water,Bareland,Wetland,Water,Wetland,NULL,Water,Water
1380,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1381,Water,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
1382,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
1383,Water,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
1384,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Bareland
1385,Water,Bareland,Wetland,Water,Wetland,Water,Bareland,Water
1386,Water,Bareland,Wetland,Water,Wetland,Water,Built-up,Bareland
1387,Water,Bareland,Wetland,Water,Wetland,Water,Built-up,Water
1388,Water,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
1389,Water,Bareland,Wetland,Water,Wetland,Water,Water,Water
1390,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Water
1391,Water,Bareland,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1392,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
1393,Water,Bareland,Bareland,Water,Non_Wetland,NULL,Bareland,Water
1394,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1395,Water,Bareland,Bareland,Water,Non_Wetland,Bareland,Built-up,Bareland
1396,Water,Bareland,Bareland,Water,Non_Wetland,Water,Built-up,Bareland
1397,Water,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1398,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1399,Water,Bareland,Built-up,Water,Non_Wetland,NULL,Bareland,Bareland
1400,Water,Bareland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1401,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Bareland
1402,Water,Bareland,Built-up,Water,Non_Wetland,Water,Bareland,Water
1403,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Bareland
1404,Water,Bareland,Water,Water,NULL,Bareland,Bareland,Water
1405,Water,Bareland,Water,Water,NULL,Bareland,Built-up,Water
1406,Water,Bareland,Water,Water,NULL,Water,Water,Water
1407,Water,Bareland,Water,Water,Water,Bareland,Built-up,Bareland
1408,Water,Bareland,Water,Water,Water,Water,Bareland,Water
1409,Water,Bareland,Water,Water,Water,Water,Water,Water
1410,Water,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Water
1411,Water,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1412,Water,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1413,Water,Built-up,NULL,NULL,Non_Wetland,Water,NULL,Forest
1414,Water,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1415,Water,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
1416,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Water
1417,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
1418,Water,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1419,Water,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1420,Water,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
1421,Water,Built-up,NULL,Water,Non_Wetland,Water,Water,Wetland
1422,Water,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
1423,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
1424,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1425,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1426,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1427,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1428,Water,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Water
1429,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1430,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
1431,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1432,Water,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1433,Water,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1435,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1436,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
1437,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
1438,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Water
1439,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
1440,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1441,Water,Built-up,Cropland,Water,Non_Wetland,NULL,Water,Water
1442,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1443,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1444,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
1445,Water,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Water
1446,Water,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1447,Water,Built-up,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
1448,Water,Built-up,Cropland,Water,Non_Wetland,Water,Built-up,Water
1449,Water,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Water
1450,Water,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Water
1451,Water,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
1452,Water,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
1453,Water,Built-up,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1454,Water,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Water
1455,Water,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
1456,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Wetland
1457,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Bareland
1458,Water,Built-up,Wetland,NULL,Wetland,Water,Built-up,Water
1459,Water,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1460,Water,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
1461,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Water
1462,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Wetland
1463,Water,Built-up,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1464,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1465,Water,Built-up,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1466,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1467,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1468,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1469,Water,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1470,Water,Built-up,Wetland,Non_Water,Wetland,Forest,Built-up,Water
1471,Water,Built-up,Wetland,Water,Wetland,NULL,Bareland,Water
1472,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Wetland
1473,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Bareland
1474,Water,Built-up,Wetland,Water,Wetland,NULL,Built-up,Water
1475,Water,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Forest
1476,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
1477,Water,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
1478,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Wetland
1479,Water,Built-up,Wetland,Water,Wetland,Water,Wetland,Forest
1480,Water,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
1481,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
1482,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Water
1483,Water,Built-up,Wetland,Water,Wetland,Water,Built-up,Forest
1484,Water,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Built-up,Water
1485,Water,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1486,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,NULL,Built-up,Water
1487,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
1488,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
1489,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Built-up,Bareland
1490,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
1491,Water,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1492,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
1494,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1495,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1496,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1497,Water,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Bareland
1498,Water,Built-up,Bareland,Water,Non_Wetland,Water,Built-up,Bareland
1499,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1500,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
1501,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
1502,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
1503,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1504,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1505,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1506,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1507,Water,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
1508,Water,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Wetland
1509,Water,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
1510,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1511,Water,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Water
1512,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1513,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1514,Water,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
1515,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Bareland
1516,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Water
1517,Water,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up,Forest
1518,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1519,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Bareland
1520,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
1521,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
1522,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
1523,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Bareland
1524,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Water
1525,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1526,Water,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Water
1527,Water,Built-up,Built-up,Water,Non_Wetland,Water,Water,Bareland
1528,Water,Built-up,Water,Water,Water,NULL,Built-up,Water
1529,Water,Built-up,Water,Water,Water,Bareland,Built-up,Bareland
1530,Water,Built-up,Water,Water,Water,Bareland,Built-up,Water
1531,Water,Built-up,Water,Water,Water,Water,Built-up,Bareland
1532,Water,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1533,Water,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1534,Water,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Wetland
1535,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
1536,Water,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1537,Water,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1538,Water,Water,NULL,NULL,Non_Wetland,Wetland,Built-up,Water
1539,Water,Water,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
1540,Water,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1541,Water,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1542,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1543,Water,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1544,Water,Water,NULL,Non_Water,Non_Wetland,Water,Built-up,Forest
1545,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1546,Water,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1547,Water,Water,NULL,Water,Non_Wetland,NULL,Bareland,Grassland
1548,Water,Water,NULL,Water,Non_Wetland,Bareland,Built-up,Water
1549,Water,Water,NULL,Water,Non_Wetland,Bareland,Water,Bareland
1550,Water,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
1551,Water,Water,NULL,Water,Non_Wetland,Water,Water,Bareland
1552,Water,Water,NULL,Water,Non_Wetland,Water,Water,Water
1553,Water,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1554,Water,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1555,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1556,Water,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1557,Water,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
1558,Water,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1559,Water,Water,Grassland,Non_Water,Non_Wetland,Wetland,Built-up,Water
1560,Water,Water,Grassland,Non_Water,Non_Wetland,Water,NULL,Wetland
1561,Water,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Water
1562,Water,Water,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1563,Water,Water,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
1564,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1565,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
1566,Water,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
1567,Water,Water,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
1568,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1569,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1570,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1571,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1572,Water,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1573,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1574,Water,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Water
1575,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1576,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1577,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Built-up
1578,Water,Water,Cropland,NULL,Non_Wetland,Water,Water,Water
1579,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1580,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1581,Water,Water,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
1582,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1583,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1584,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1585,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1586,Water,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1587,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1588,Water,Water,Cropland,Water,Non_Wetland,NULL,Bareland,Bareland
1589,Water,Water,Cropland,Water,Non_Wetland,NULL,Built-up,Bareland
1590,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1591,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1592,Water,Water,Cropland,Water,Non_Wetland,NULL,Water,Water
1593,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1594,Water,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
1595,Water,Water,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
1596,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Grassland
1597,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Bareland
1598,Water,Water,Cropland,Water,Non_Wetland,Water,Bareland,Water
1599,Water,Water,Cropland,Water,Non_Wetland,Water,Built-up,Water
1600,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Bareland
1601,Water,Water,Cropland,Water,Non_Wetland,Water,Water,Water
1602,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1603,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1604,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1605,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
1606,Water,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1607,Water,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
1608,Water,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
1609,Water,Water,Wetland,NULL,Wetland,NULL,Water,Bareland
1610,Water,Water,Wetland,NULL,Wetland,NULL,Water,Water
1611,Water,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1612,Water,Water,Wetland,NULL,Wetland,NULL,Forest,Wetland
1613,Water,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1614,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1615,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1616,Water,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1617,Water,Water,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
1618,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1619,Water,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1620,Water,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1621,Water,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1622,Water,Water,Wetland,NULL,Wetland,Bareland,Built-up,Water
1623,Water,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1624,Water,Water,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
1625,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1626,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1627,Water,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1628,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
1629,Water,Water,Wetland,NULL,Wetland,Water,Bareland,Water
1630,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Wetland
1631,Water,Water,Wetland,NULL,Wetland,Water,Built-up,Water
1632,Water,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1633,Water,Water,Wetland,NULL,Wetland,Water,Water,Wetland
1634,Water,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1635,Water,Water,Wetland,NULL,Wetland,Water,Water,Water
1636,Water,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
1637,Water,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
1638,Water,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
1639,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1640,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1641,Water,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1642,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1643,Water,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1644,Water,Water,Wetland,Non_Water,Wetland,Wetland,Built-up,Wetland
1645,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1646,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1647,Water,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1648,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
1649,Water,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1650,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
1651,Water,Water,Wetland,Non_Water,Wetland,Bareland,Built-up,Water
1652,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1653,Water,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1654,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1655,Water,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1656,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
1657,Water,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
