Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUA_M_R
331,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
332,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
333,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
334,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
335,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
336,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
337,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
338,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
339,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
340,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
341,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
342,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
343,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
344,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
345,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
346,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
347,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
348,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
349,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
350,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
351,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
352,NULL,NULL,Water,NULL,Water,Wetland,NULL,Wetland
353,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
354,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
355,NULL,NULL,Water,NULL,Water,Water,NULL,Wetland
356,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
357,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
358,NULL,NULL,Water,NULL,Water,Forest,Grassland,Wetland
359,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
360,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
361,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
362,NULL,NULL,Water,Non_Water,Water,Shrubland,Grassland,Wetland
363,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
364,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Forest
365,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
366,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
367,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
368,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
369,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Grassland
370,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Wetland
371,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,Forest
372,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
373,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
374,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Forest
375,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
376,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
377,NULL,NULL,Water,Non_Water,Water,Water,NULL,Wetland
378,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Wetland
379,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
380,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
381,NULL,NULL,Water,Non_Water,Water,Forest,Grassland,Forest
382,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
383,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
384,NULL,NULL,Water,Water,Water,NULL,NULL,Water
385,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
386,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
387,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
388,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
389,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
390,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
391,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
392,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
393,NULL,NULL,Water,Water,Water,Water,Water,Wetland
394,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
395,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
397,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
398,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
399,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
400,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
401,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
404,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
405,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
407,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
408,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
418,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
420,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
421,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
423,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
424,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
425,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
427,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
429,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
431,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
433,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
434,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
436,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Wetland
438,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
439,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
440,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
441,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
442,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
443,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
444,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
445,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
446,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
447,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
448,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
449,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
450,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
451,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
452,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
453,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
455,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
456,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
457,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
458,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
459,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Wetland
460,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
461,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
462,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
463,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
464,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Wetland
465,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
466,NULL,NULL,Forest,Water,Non_Wetland,Wetland,NULL,Wetland
467,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
468,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
469,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
470,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
471,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
472,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
473,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
474,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
475,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
479,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
480,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
482,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
483,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
484,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
485,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
486,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
487,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
488,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
489,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
490,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
491,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
492,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
493,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
494,NULL,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
495,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
496,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
497,NULL,Wetland,Wetland,Water,Wetland,Grassland,NULL,Wetland
498,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
499,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
500,NULL,Wetland,Wetland,Water,Wetland,Wetland,NULL,Wetland
501,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
502,NULL,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
503,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
504,NULL,Wetland,Water,Non_Water,Water,Grassland,NULL,Wetland
505,NULL,Wetland,Water,Non_Water,Water,Grassland,Wetland,Wetland
506,NULL,Wetland,Water,Non_Water,Water,Wetland,NULL,Wetland
507,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
508,NULL,Wetland,Water,Water,Water,Water,NULL,Wetland
509,NULL,Wetland,Water,Water,Water,Water,NULL,Water
510,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
511,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
513,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
514,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
516,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
518,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
519,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
520,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
521,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
522,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
524,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
525,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
526,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
527,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
530,NULL,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
531,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
532,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
533,NULL,Water,Water,Non_Water,Water,Wetland,Grassland,Wetland
534,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
535,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
536,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
537,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
539,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
540,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
541,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
542,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
543,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
544,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
545,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
546,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
548,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
549,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
550,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
551,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
552,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
553,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
554,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
555,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
556,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
557,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
558,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
559,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
560,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
561,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
562,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
563,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
564,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
565,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
566,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
567,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
568,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
569,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
570,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
571,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
572,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
573,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
574,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
575,NULL,Forest,Wetland,NULL,Wetland,Water,NULL,Wetland
576,NULL,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
577,NULL,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
578,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
579,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
580,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
581,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
582,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
583,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
584,NULL,Forest,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
585,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
586,NULL,Forest,Wetland,Water,Wetland,Water,Grassland,Wetland
587,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
588,NULL,Forest,Water,NULL,Water,NULL,NULL,Wetland
589,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
590,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Wetland
591,NULL,Forest,Water,Non_Water,Water,Wetland,Grassland,Wetland
592,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
593,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
594,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
595,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
596,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
597,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
598,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
599,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
600,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
601,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
602,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
603,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
604,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
605,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
606,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
607,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
608,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
609,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
610,NULL,Forest,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
611,NULL,Forest,Forest,Water,Non_Wetland,Water,Grassland,Wetland
612,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
613,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
614,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
615,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
616,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
617,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
618,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
619,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
620,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
621,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
622,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
624,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
625,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
626,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
627,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
628,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
629,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
630,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
631,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
632,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Wetland
633,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
634,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Wetland
635,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
636,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
637,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
638,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
641,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
642,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
643,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
644,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
645,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
646,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
647,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
648,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
649,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
650,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
651,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
652,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
653,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
654,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
655,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
656,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
657,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Wetland
658,Grassland,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
659,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
660,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
661,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
662,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
663,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
664,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
665,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
666,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
667,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
668,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
669,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
670,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
671,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
672,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
673,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
674,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
675,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
676,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
677,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
