Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWH_M_R
1095,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1096,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1097,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1098,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Bareland
1099,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1101,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1102,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1103,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1104,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
1105,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1106,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1107,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
1108,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1109,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1110,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1111,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Wetland
1112,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
1113,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1114,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
1115,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1116,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Wetland
1117,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1118,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1119,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1120,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1121,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1122,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1123,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1124,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
1125,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1126,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1128,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1129,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
1130,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
1131,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1132,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1133,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Wetland
1134,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
1135,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
1136,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
1137,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1138,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1139,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
1140,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Built-up
1141,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
1142,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1143,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1144,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1145,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1146,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1147,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1148,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1149,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1150,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Water,Water
1151,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1152,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1153,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1154,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1156,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1157,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1158,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
1159,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Wetland
1160,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1161,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1162,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1163,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
1164,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1165,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1166,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1167,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1168,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Built-up,Wetland
1169,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1170,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1171,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1172,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
1173,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1174,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1175,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1176,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1177,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
1178,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1179,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1180,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1181,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1182,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1183,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1184,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1185,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1187,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1188,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1189,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1190,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1191,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
1192,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
1193,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
1194,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
1195,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
1196,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1197,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
1198,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1199,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
1200,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
1204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
1220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
1223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
1231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
1232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
1236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1237,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1238,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1239,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1240,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
1248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
1253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
1254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
1258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
1262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
1263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
1264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1267,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1268,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1269,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1270,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1271,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1272,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1273,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
1274,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
1275,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1276,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1277,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1278,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1279,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1280,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1281,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1282,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1283,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1284,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1285,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
1286,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
1287,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1288,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1290,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1292,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1293,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1294,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
1295,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
1296,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1297,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1298,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1299,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Built-up
1300,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1301,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
1302,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
1303,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
1304,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Wetland
1305,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
1306,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
1307,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1308,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1309,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1310,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
1311,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1312,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1313,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1314,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1315,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1316,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1317,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1318,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1319,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1320,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1321,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1322,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1323,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1324,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Wetland
1325,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1326,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1327,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1328,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1329,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
1330,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1331,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1332,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1333,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1334,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1335,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
1336,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1337,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1338,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1339,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1340,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
1341,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
1342,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
1343,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
1344,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
1345,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
1346,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1347,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1348,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1349,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1350,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Built-up
1351,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
1352,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1353,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1354,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1355,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1356,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1357,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
1358,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
1359,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
1360,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1361,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1362,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1363,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1364,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
1365,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
1366,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1367,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1368,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1369,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1370,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1371,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
1372,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Built-up,Forest
1373,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1374,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1375,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1376,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1377,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1378,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1379,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
1380,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
1381,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1382,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1383,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1384,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1385,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
1386,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1387,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1388,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1389,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1390,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1391,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1392,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1393,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1394,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1395,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1396,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
1398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
1400,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
1401,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1402,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
1403,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1404,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1405,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
1406,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
1407,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
1408,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1409,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
1410,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
