Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZM_M_R
1703,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1704,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1705,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1706,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1707,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1708,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1709,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1710,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1711,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1712,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1713,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1714,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1715,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1716,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1717,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1718,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1719,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1720,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1721,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1722,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Forest
1723,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1724,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1725,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1726,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1727,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1728,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1729,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1730,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1731,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1732,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1733,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1734,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1735,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1736,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1737,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1738,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1739,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1740,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1741,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1742,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1743,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1744,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1745,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1746,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1747,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1748,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1749,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1750,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1751,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
1752,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1753,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1754,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1755,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1756,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1757,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1758,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1759,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
1760,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1761,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1762,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1763,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1764,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1765,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1766,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1767,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1768,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1769,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1770,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1771,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1772,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1773,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1774,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1775,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1776,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1777,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1778,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1779,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1780,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1781,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
