Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MER_M_R
337,NULL,Bareland,Water,Water,Water,Water,Bareland,Forest
338,NULL,Bareland,Water,Water,Water,Water,Water,Water
339,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
340,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
341,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
342,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
343,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
344,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
345,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
346,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Water
347,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Bareland,Forest
348,NULL,Bareland,Forest,NULL,Non_Wetland,Water,Forest,Forest
349,NULL,Bareland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
350,NULL,Bareland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
351,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Wetland,Water
352,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
353,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
354,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Water
355,NULL,Bareland,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
356,NULL,Bareland,Forest,Water,Non_Wetland,Water,Bareland,Water
357,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
358,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
359,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
360,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
361,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
362,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
363,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
364,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
365,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Water
366,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Bareland,Forest
367,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
368,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
369,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
371,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Water
372,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
373,NULL,Built-up,NULL,Water,Non_Wetland,Water,Bareland,Water
374,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
375,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
376,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
377,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
378,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
379,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
380,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
381,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
382,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
383,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
384,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
385,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
386,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
387,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
388,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
389,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
392,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
393,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Bareland,Water
394,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Water
395,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
396,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
397,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
400,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
401,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Water
402,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Water,Forest
403,NULL,Built-up,Grassland,NULL,Non_Wetland,Water,Forest,Water
404,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
405,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
406,NULL,Built-up,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
407,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
408,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Forest
409,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
410,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
411,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
412,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
413,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
414,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
415,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
416,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Water
417,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
418,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Water
419,NULL,Built-up,Wetland,NULL,Wetland,Water,Wetland,Forest
420,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Water
421,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Forest
422,NULL,Built-up,Wetland,NULL,Wetland,Water,Forest,Forest
423,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
424,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Water
425,NULL,Built-up,Wetland,Water,Wetland,Bareland,Wetland,Forest
426,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
427,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
428,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Water
429,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Forest
430,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Water
431,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Grassland
432,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Water
433,NULL,Built-up,Wetland,Water,Wetland,Water,Bareland,Forest
434,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Water
435,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
436,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Water
437,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Forest
438,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
440,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Bareland
441,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
442,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
443,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
446,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Water
448,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
449,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Water
450,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
451,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Grassland
452,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Bareland
453,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Water
454,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
455,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Water,Forest
456,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Forest,Water
457,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
458,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
459,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
460,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Water,Bareland,Water
461,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
462,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
463,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
464,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
465,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
466,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Water
467,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
468,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Bareland
469,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Water
470,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Forest
471,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
472,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
473,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
474,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
476,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
477,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
478,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
479,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
480,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
481,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
483,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
484,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
485,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
486,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
487,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
488,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
489,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
490,NULL,Built-up,Water,NULL,Water,NULL,Wetland,Forest
491,NULL,Built-up,Water,NULL,Water,NULL,Bareland,Forest
492,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Grassland
493,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Water
494,NULL,Built-up,Water,NULL,Water,Bareland,Wetland,Forest
495,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
496,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Bareland
497,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Water
498,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Forest
499,NULL,Built-up,Water,NULL,Water,Bareland,Water,Water
500,NULL,Built-up,Water,NULL,Water,Bareland,Water,Forest
501,NULL,Built-up,Water,NULL,Water,Water,Wetland,Forest
502,NULL,Built-up,Water,NULL,Water,Water,Bareland,Grassland
503,NULL,Built-up,Water,NULL,Water,Water,Bareland,Bareland
504,NULL,Built-up,Water,NULL,Water,Water,Bareland,Water
505,NULL,Built-up,Water,NULL,Water,Water,Bareland,Forest
506,NULL,Built-up,Water,NULL,Water,Water,Water,Water
507,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Water
508,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Forest
509,NULL,Built-up,Water,Non_Water,Water,Water,Bareland,Water
510,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
511,NULL,Built-up,Water,Water,Water,Bareland,Wetland,Bareland
512,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
513,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Bareland
514,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Water
515,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Forest
516,NULL,Built-up,Water,Water,Water,Bareland,Water,Water
517,NULL,Built-up,Water,Water,Water,Water,Bareland,Water
518,NULL,Built-up,Water,Water,Water,Water,Bareland,Forest
519,NULL,Built-up,Water,Water,Water,Water,Water,Water
520,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Water
521,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
522,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Water
523,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
524,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
525,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
526,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
527,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
528,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
529,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
530,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
531,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
533,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
534,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
535,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
536,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Water
537,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
538,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Water
539,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
540,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
541,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Water
542,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
543,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Water
544,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Water
545,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
546,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
547,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
548,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
549,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Wetland,Water
550,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest,Water
551,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Water
552,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Water
553,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
554,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
555,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Water
556,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
557,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Water,Water
558,NULL,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Water
559,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Water
560,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
561,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Water
562,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
563,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
564,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
565,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
566,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
568,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
569,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
570,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
571,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
572,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
573,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Water
574,NULL,Water,NULL,NULL,Non_Wetland,Water,Bareland,Forest
575,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
576,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
577,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
578,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
579,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
580,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
581,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
582,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
583,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
584,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
585,NULL,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
586,NULL,Water,NULL,Water,Non_Wetland,Water,Bareland,Water
587,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
588,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
589,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
590,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
591,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
592,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
593,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
594,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
595,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
596,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
597,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
598,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
599,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
600,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Water
601,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
602,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
603,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
604,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
605,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
606,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
607,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
608,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
609,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
610,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
611,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
612,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
613,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Bareland
614,NULL,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Water
615,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Bareland
616,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
617,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
618,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
619,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
620,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
621,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
622,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
623,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
624,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
626,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
627,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
628,NULL,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
629,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
630,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Water
631,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
632,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
633,NULL,Water,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
634,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
635,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Wetland,Forest
636,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
637,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
638,NULL,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
639,NULL,Water,Grassland,Water,Non_Wetland,Water,Bareland,Water
640,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
641,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
642,NULL,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
643,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
644,NULL,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
645,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
646,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
647,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
648,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
649,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
650,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
651,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
652,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
653,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
654,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
655,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
656,NULL,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
657,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
658,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
659,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
660,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
661,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Water
662,NULL,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
663,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
664,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
665,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Forest
666,NULL,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
667,NULL,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
668,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
669,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
670,NULL,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
671,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
672,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
673,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
674,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
675,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
676,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
677,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
678,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
679,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
680,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
681,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
682,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Water
683,NULL,Water,Wetland,Water,Wetland,Water,Bareland,Forest
684,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
685,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
