Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LVQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LVQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LVQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LVQ_M_R
1717,Water,Bareland,Shrubland,NULL,Non_Wetland,Water
1718,Water,Bareland,Shrubland,NULL,Non_Wetland,Forest
1719,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1720,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1721,Water,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1722,Water,Bareland,Shrubland,Water,Non_Wetland,Grassland
1723,Water,Bareland,Shrubland,Water,Non_Wetland,Bareland
1724,Water,Bareland,Shrubland,Water,Non_Wetland,Water
1725,Water,Bareland,Shrubland,Water,Non_Wetland,Forest
1726,Water,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1727,Water,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1728,Water,Bareland,Cropland,NULL,Non_Wetland,Grassland
1729,Water,Bareland,Cropland,NULL,Non_Wetland,Bareland
1730,Water,Bareland,Cropland,NULL,Non_Wetland,Water
1731,Water,Bareland,Cropland,NULL,Non_Wetland,Forest
1732,Water,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1733,Water,Bareland,Cropland,Non_Water,Non_Wetland,Bareland
1734,Water,Bareland,Cropland,Non_Water,Non_Wetland,Water
1735,Water,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1736,Water,Bareland,Cropland,Water,Non_Wetland,Grassland
1737,Water,Bareland,Cropland,Water,Non_Wetland,Bareland
1738,Water,Bareland,Cropland,Water,Non_Wetland,Water
1739,Water,Bareland,Cropland,Water,Non_Wetland,Forest
1740,Water,Bareland,Wetland,NULL,Wetland,Bareland
1741,Water,Bareland,Wetland,NULL,Wetland,Water
1742,Water,Bareland,Wetland,Non_Water,Wetland,Grassland
1743,Water,Bareland,Wetland,Non_Water,Wetland,Bareland
1744,Water,Bareland,Wetland,Non_Water,Wetland,Forest
1745,Water,Bareland,Wetland,Water,Wetland,Grassland
1746,Water,Bareland,Wetland,Water,Wetland,Bareland
1747,Water,Bareland,Wetland,Water,Wetland,Water
1748,Water,Bareland,Wetland,Water,Wetland,Forest
1749,Water,Bareland,Bareland,NULL,Non_Wetland,Grassland
1750,Water,Bareland,Bareland,NULL,Non_Wetland,Bareland
1751,Water,Bareland,Bareland,NULL,Non_Wetland,Water
1752,Water,Bareland,Bareland,NULL,Non_Wetland,Forest
1753,Water,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1754,Water,Bareland,Bareland,Non_Water,Non_Wetland,Bareland
1755,Water,Bareland,Bareland,Non_Water,Non_Wetland,Water
1756,Water,Bareland,Bareland,Non_Water,Non_Wetland,Forest
1757,Water,Bareland,Bareland,Water,Non_Wetland,Grassland
1758,Water,Bareland,Bareland,Water,Non_Wetland,Bareland
1759,Water,Bareland,Bareland,Water,Non_Wetland,Water
1760,Water,Bareland,Bareland,Water,Non_Wetland,Forest
1761,Water,Bareland,Built-up,NULL,Non_Wetland,Grassland
1762,Water,Bareland,Built-up,NULL,Non_Wetland,Bareland
1763,Water,Bareland,Built-up,Non_Water,Non_Wetland,Bareland
1764,Water,Bareland,Built-up,Water,Non_Wetland,Bareland
1765,Water,Bareland,Water,NULL,Water,Grassland
1766,Water,Bareland,Water,NULL,Water,Bareland
1767,Water,Bareland,Water,NULL,Water,Water
1768,Water,Bareland,Water,NULL,Water,Forest
1769,Water,Bareland,Water,Non_Water,Water,Bareland
1770,Water,Bareland,Water,Non_Water,Water,Water
1771,Water,Bareland,Water,Non_Water,Water,Forest
1772,Water,Bareland,Water,Water,Water,Grassland
1773,Water,Bareland,Water,Water,Water,Bareland
1774,Water,Bareland,Water,Water,Water,Water
1775,Water,Bareland,Water,Water,Water,Forest
1776,Water,Bareland,Forest,NULL,Non_Wetland,Grassland
1777,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1778,Water,Bareland,Forest,NULL,Non_Wetland,Water
1779,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1780,Water,Bareland,Forest,Non_Water,Non_Wetland,Grassland
1781,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1782,Water,Bareland,Forest,Non_Water,Non_Wetland,Water
1783,Water,Bareland,Forest,Non_Water,Non_Wetland,Forest
1784,Water,Bareland,Forest,Water,Non_Wetland,Grassland
1785,Water,Bareland,Forest,Water,Non_Wetland,Bareland
1786,Water,Bareland,Forest,Water,Non_Wetland,Water
1787,Water,Bareland,Forest,Water,Non_Wetland,Forest
1788,Water,Built-up,NULL,NULL,Non_Wetland,Water
1789,Water,Built-up,NULL,NULL,Non_Wetland,Forest
1790,Water,Built-up,NULL,Water,Non_Wetland,Forest
1791,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1792,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1793,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1794,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1795,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1796,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1797,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1798,Water,Built-up,Grassland,NULL,Non_Wetland,Grassland
1799,Water,Built-up,Grassland,NULL,Non_Wetland,Water
1800,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1801,Water,Built-up,Grassland,Water,Non_Wetland,Water
1802,Water,Built-up,Grassland,Water,Non_Wetland,Forest
1803,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1804,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1805,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1806,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1807,Water,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1808,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1809,Water,Built-up,Cropland,Water,Non_Wetland,Bareland
1810,Water,Built-up,Cropland,Water,Non_Wetland,Water
1811,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1812,Water,Built-up,Wetland,Water,Wetland,Bareland
1813,Water,Built-up,Wetland,Water,Wetland,Water
1814,Water,Built-up,Wetland,Water,Wetland,Forest
1815,Water,Built-up,Bareland,NULL,Non_Wetland,Grassland
1816,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1817,Water,Built-up,Bareland,NULL,Non_Wetland,Water
1818,Water,Built-up,Bareland,NULL,Non_Wetland,Forest
1819,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1820,Water,Built-up,Bareland,Non_Water,Non_Wetland,Bareland
1821,Water,Built-up,Bareland,Water,Non_Wetland,Bareland
1822,Water,Built-up,Bareland,Water,Non_Wetland,Water
1823,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1824,Water,Built-up,Built-up,NULL,Non_Wetland,Forest
1825,Water,Built-up,Built-up,Non_Water,Non_Wetland,Water
1826,Water,Built-up,Built-up,Water,Non_Wetland,Water
1827,Water,Built-up,Water,NULL,Water,Bareland
1828,Water,Built-up,Water,NULL,Water,Water
1829,Water,Built-up,Water,NULL,Water,Forest
1830,Water,Built-up,Water,Non_Water,Water,Forest
1831,Water,Built-up,Water,Water,Water,Bareland
1832,Water,Built-up,Water,Water,Water,Water
1833,Water,Built-up,Water,Water,Water,Forest
1834,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1835,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1836,Water,Built-up,Forest,NULL,Non_Wetland,Water
1837,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1838,Water,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1839,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1840,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1841,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1842,Water,Built-up,Forest,Water,Non_Wetland,Bareland
1843,Water,Built-up,Forest,Water,Non_Wetland,Water
1844,Water,Built-up,Forest,Water,Non_Wetland,Forest
1845,Water,Water,NULL,NULL,Non_Wetland,Grassland
1846,Water,Water,NULL,NULL,Non_Wetland,Bareland
1847,Water,Water,NULL,NULL,Non_Wetland,Water
1848,Water,Water,NULL,NULL,Non_Wetland,Forest
1849,Water,Water,NULL,Non_Water,Non_Wetland,Bareland
1850,Water,Water,NULL,Non_Water,Non_Wetland,Water
1851,Water,Water,NULL,Non_Water,Non_Wetland,Forest
1852,Water,Water,NULL,Water,Non_Wetland,Bareland
1853,Water,Water,NULL,Water,Non_Wetland,Water
1854,Water,Water,NULL,Water,Non_Wetland,Forest
1855,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1856,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1857,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1858,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1859,Water,Water,Shrubland,NULL,Non_Wetland,Water
1860,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1861,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1862,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1863,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1864,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1865,Water,Water,Shrubland,Water,Non_Wetland,NULL
1866,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1867,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1868,Water,Water,Shrubland,Water,Non_Wetland,Built-up
1869,Water,Water,Shrubland,Water,Non_Wetland,Water
1870,Water,Water,Shrubland,Water,Non_Wetland,Forest
1871,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1872,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1873,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1874,Water,Water,Grassland,NULL,Non_Wetland,Water
1875,Water,Water,Grassland,NULL,Non_Wetland,Forest
1876,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1877,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1878,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1879,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1880,Water,Water,Grassland,Water,Non_Wetland,Grassland
1881,Water,Water,Grassland,Water,Non_Wetland,Bareland
1882,Water,Water,Grassland,Water,Non_Wetland,Water
1883,Water,Water,Grassland,Water,Non_Wetland,Forest
1884,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1885,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1886,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1887,Water,Water,Cropland,NULL,Non_Wetland,Water
1888,Water,Water,Cropland,NULL,Non_Wetland,Forest
1889,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1890,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1891,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1892,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1893,Water,Water,Cropland,Water,Non_Wetland,Grassland
1894,Water,Water,Cropland,Water,Non_Wetland,Bareland
1895,Water,Water,Cropland,Water,Non_Wetland,Built-up
1896,Water,Water,Cropland,Water,Non_Wetland,Water
1897,Water,Water,Cropland,Water,Non_Wetland,Forest
1898,Water,Water,Wetland,NULL,Wetland,Grassland
1899,Water,Water,Wetland,NULL,Wetland,Bareland
1900,Water,Water,Wetland,NULL,Wetland,Built-up
1901,Water,Water,Wetland,NULL,Wetland,Water
1902,Water,Water,Wetland,NULL,Wetland,Forest
1903,Water,Water,Wetland,Non_Water,Wetland,Grassland
1904,Water,Water,Wetland,Non_Water,Wetland,Bareland
1905,Water,Water,Wetland,Non_Water,Wetland,Water
1906,Water,Water,Wetland,Non_Water,Wetland,Forest
1907,Water,Water,Wetland,Water,Wetland,Grassland
1908,Water,Water,Wetland,Water,Wetland,Bareland
1909,Water,Water,Wetland,Water,Wetland,Water
1910,Water,Water,Wetland,Water,Wetland,Forest
1911,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Grassland
1912,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,Forest
1913,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland
1914,Water,Water,Lichens_and_Mosses,Water,Non_Wetland,Water
1915,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1916,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1917,Water,Water,Bareland,NULL,Non_Wetland,Water
1918,Water,Water,Bareland,NULL,Non_Wetland,Forest
1919,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1920,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1921,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1922,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1923,Water,Water,Bareland,Water,Non_Wetland,Grassland
1924,Water,Water,Bareland,Water,Non_Wetland,Bareland
1925,Water,Water,Bareland,Water,Non_Wetland,Water
1926,Water,Water,Bareland,Water,Non_Wetland,Forest
1927,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1928,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1929,Water,Water,Built-up,NULL,Non_Wetland,Water
1930,Water,Water,Built-up,NULL,Non_Wetland,Forest
1931,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1932,Water,Water,Built-up,Non_Water,Non_Wetland,Bareland
1933,Water,Water,Built-up,Non_Water,Non_Wetland,Water
1934,Water,Water,Built-up,Non_Water,Non_Wetland,Forest
1935,Water,Water,Built-up,Water,Non_Wetland,Grassland
1936,Water,Water,Built-up,Water,Non_Wetland,Bareland
1937,Water,Water,Built-up,Water,Non_Wetland,Built-up
1938,Water,Water,Built-up,Water,Non_Wetland,Water
1939,Water,Water,Built-up,Water,Non_Wetland,Forest
1940,Water,Water,Water,NULL,Water,NULL
1941,Water,Water,Water,NULL,Water,Grassland
1942,Water,Water,Water,NULL,Water,Bareland
1943,Water,Water,Water,NULL,Water,Water
1944,Water,Water,Water,NULL,Water,Forest
1945,Water,Water,Water,Non_Water,Water,Grassland
1946,Water,Water,Water,Non_Water,Water,Bareland
1947,Water,Water,Water,Non_Water,Water,Water
1948,Water,Water,Water,Non_Water,Water,Forest
1949,Water,Water,Water,Water,Water,NULL
1950,Water,Water,Water,Water,Water,Grassland
1951,Water,Water,Water,Water,Water,Cropland
1952,Water,Water,Water,Water,Water,Bareland
1953,Water,Water,Water,Water,Water,Built-up
1954,Water,Water,Water,Water,Water,Water
1955,Water,Water,Water,Water,Water,Forest
1956,Water,Water,Forest,NULL,Non_Wetland,NULL
1957,Water,Water,Forest,NULL,Non_Wetland,Grassland
1958,Water,Water,Forest,NULL,Non_Wetland,Wetland
1959,Water,Water,Forest,NULL,Non_Wetland,Bareland
1960,Water,Water,Forest,NULL,Non_Wetland,Built-up
1961,Water,Water,Forest,NULL,Non_Wetland,Water
1962,Water,Water,Forest,NULL,Non_Wetland,Forest
1963,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1964,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1965,Water,Water,Forest,Non_Water,Non_Wetland,Water
1966,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1967,Water,Water,Forest,Water,Non_Wetland,Grassland
1968,Water,Water,Forest,Water,Non_Wetland,Bareland
1969,Water,Water,Forest,Water,Non_Wetland,Water
1970,Water,Water,Forest,Water,Non_Wetland,Forest
1971,Water,Forest,NULL,NULL,Non_Wetland,NULL
1972,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1973,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1974,Water,Forest,NULL,NULL,Non_Wetland,Forest
1975,Water,Forest,NULL,Water,Non_Wetland,Forest
1976,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1977,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1978,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1979,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1980,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1981,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1982,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1983,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1984,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1985,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1986,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1987,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1988,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1989,Water,Forest,Cropland,NULL,Non_Wetland,NULL
1990,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1991,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1992,Water,Forest,Cropland,NULL,Non_Wetland,Built-up
1993,Water,Forest,Cropland,NULL,Non_Wetland,Water
1994,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1995,Water,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1996,Water,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1997,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1998,Water,Forest,Cropland,Water,Non_Wetland,Grassland
1999,Water,Forest,Cropland,Water,Non_Wetland,Bareland
2000,Water,Forest,Cropland,Water,Non_Wetland,Forest
2001,Water,Forest,Wetland,NULL,Wetland,Water
2002,Water,Forest,Wetland,Water,Wetland,Water
2003,Water,Forest,Wetland,Water,Wetland,Forest
2004,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
2005,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
2006,Water,Forest,Bareland,NULL,Non_Wetland,Forest
2007,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2008,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
2009,Water,Forest,Bareland,Water,Non_Wetland,Grassland
2010,Water,Forest,Bareland,Water,Non_Wetland,Bareland
2011,Water,Forest,Built-up,NULL,Non_Wetland,NULL
2012,Water,Forest,Built-up,NULL,Non_Wetland,Built-up
2013,Water,Forest,Built-up,NULL,Non_Wetland,Forest
2014,Water,Forest,Water,NULL,Water,Grassland
2015,Water,Forest,Water,NULL,Water,Bareland
2016,Water,Forest,Water,NULL,Water,Forest
2017,Water,Forest,Water,Non_Water,Water,Forest
2018,Water,Forest,Water,Water,Water,Grassland
2019,Water,Forest,Water,Water,Water,Bareland
2020,Water,Forest,Water,Water,Water,Water
2021,Water,Forest,Water,Water,Water,Forest
2022,Water,Forest,Forest,NULL,Non_Wetland,NULL
2023,Water,Forest,Forest,NULL,Non_Wetland,Grassland
2024,Water,Forest,Forest,NULL,Non_Wetland,Cropland
2025,Water,Forest,Forest,NULL,Non_Wetland,Bareland
2026,Water,Forest,Forest,NULL,Non_Wetland,Water
2027,Water,Forest,Forest,NULL,Non_Wetland,Forest
2028,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
2029,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
2030,Water,Forest,Forest,Non_Water,Non_Wetland,Water
2031,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
2032,Water,Forest,Forest,Water,Non_Wetland,Grassland
2033,Water,Forest,Forest,Water,Non_Wetland,Bareland
2034,Water,Forest,Forest,Water,Non_Wetland,Water
2035,Water,Forest,Forest,Water,Non_Wetland,Forest
2036,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
2037,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
2038,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
2039,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
2040,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
2041,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
2042,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
2043,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
2044,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
2045,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
2046,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
2047,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
2048,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Forest
2049,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
2050,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
2051,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
2052,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
2053,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
2054,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
2055,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
2056,Permanent_ice_and_snow,Bareland,Cropland,NULL,Non_Wetland,Bareland
2057,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Bareland
2058,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
2059,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Forest
2060,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
2061,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Bareland
2062,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,NULL
2063,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
2064,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
2065,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
2066,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
2067,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
2068,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland
2069,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
2070,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
2071,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
2072,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
2073,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
2074,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
2075,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
2076,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
2077,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland
2078,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
2079,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
2080,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
2081,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
2082,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
2083,Forest,NULL,NULL,NULL,Non_Wetland,NULL
2084,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
2085,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
2086,Forest,NULL,NULL,NULL,Non_Wetland,Built-up
2087,Forest,NULL,NULL,NULL,Non_Wetland,Forest
2088,Forest,NULL,NULL,Water,Non_Wetland,Bareland
2089,Forest,NULL,NULL,Water,Non_Wetland,Forest
2090,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
2091,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
2092,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
2093,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
2094,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
2095,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
2096,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
2097,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
2098,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
2099,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
2100,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
2101,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
2102,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
2103,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
2104,Forest,NULL,Shrubland,Water,Non_Wetland,Water
2105,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
2106,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
2107,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
2108,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
2109,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
2110,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
2111,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
2112,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
2113,Forest,NULL,Grassland,Non_Water,Non_Wetland,Bareland
2114,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
2115,Forest,NULL,Grassland,Water,Non_Wetland,Grassland
2116,Forest,NULL,Grassland,Water,Non_Wetland,Forest
2117,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
2118,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
2119,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
2120,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
2121,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2122,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2123,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2124,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2125,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2126,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
2127,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2128,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
2129,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
2130,Forest,NULL,Cropland,Water,Non_Wetland,Water
2131,Forest,NULL,Cropland,Water,Non_Wetland,Forest
2132,Forest,NULL,Wetland,NULL,Wetland,Grassland
2133,Forest,NULL,Wetland,NULL,Wetland,Bareland
2134,Forest,NULL,Wetland,NULL,Wetland,Forest
2135,Forest,NULL,Wetland,Non_Water,Wetland,Grassland
2136,Forest,NULL,Wetland,Non_Water,Wetland,Bareland
2137,Forest,NULL,Wetland,Non_Water,Wetland,Forest
2138,Forest,NULL,Wetland,Water,Wetland,Grassland
2139,Forest,NULL,Wetland,Water,Wetland,Bareland
2140,Forest,NULL,Wetland,Water,Wetland,Water
2141,Forest,NULL,Wetland,Water,Wetland,Forest
2142,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2143,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2144,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2145,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2146,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2147,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2148,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
