Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFL_M_R
331,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
332,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
333,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
334,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
335,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
336,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
337,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
338,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
339,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
340,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
341,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
342,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
343,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
344,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
345,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
346,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
347,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
348,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
349,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
351,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
354,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
355,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
356,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
357,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
363,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
364,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
365,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
366,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Bareland
367,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
368,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
370,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
371,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
374,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
375,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
376,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
377,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
378,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
379,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
381,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
382,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
384,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
385,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
387,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
388,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
389,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
390,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
391,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Water
392,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
394,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
395,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
396,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
399,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
401,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
403,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
407,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
408,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Forest
410,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
412,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
413,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
414,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
415,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Grassland
416,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
417,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
418,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Bareland,Grassland
419,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
420,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
421,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
423,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Water
424,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
425,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Bareland,Water
426,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
427,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
428,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
429,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
430,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
431,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
432,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
433,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
434,NULL,NULL,Water,NULL,Water,Grassland,Water,Water
435,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
436,NULL,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
437,NULL,NULL,Water,NULL,Water,Wetland,Water,Water
438,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
439,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
440,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
441,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
442,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
443,NULL,NULL,Water,NULL,Water,Water,Wetland,Bareland
444,NULL,NULL,Water,NULL,Water,Water,Bareland,Grassland
445,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
446,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
447,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Water
448,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Water
449,NULL,NULL,Water,Water,Water,NULL,Wetland,Water
450,NULL,NULL,Water,Water,Water,NULL,Water,Water
451,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
452,NULL,NULL,Water,Water,Water,Grassland,Bareland,Grassland
453,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
454,NULL,NULL,Water,Water,Water,Grassland,Water,Water
455,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
456,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
457,NULL,NULL,Water,Water,Water,Bareland,Water,Water
458,NULL,NULL,Water,Water,Water,Water,Grassland,Water
459,NULL,NULL,Water,Water,Water,Water,Wetland,Water
460,NULL,NULL,Water,Water,Water,Water,Water,Grassland
461,NULL,NULL,Water,Water,Water,Water,Water,Water
462,NULL,NULL,Water,Water,Water,Water,Forest,Bareland
463,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
465,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
466,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
467,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
469,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
492,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
494,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
496,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
498,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
513,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
515,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
516,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
518,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
519,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
522,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
523,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
524,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
525,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
526,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
527,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
528,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
529,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
530,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Built-up
531,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
534,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
536,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
538,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
540,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
542,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
544,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
546,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
547,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
548,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
550,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
551,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
552,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
553,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
554,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
555,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
556,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
557,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
558,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
559,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
560,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
561,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,NULL
562,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
563,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
564,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
565,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
568,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
569,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
570,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Forest
571,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
573,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
574,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
575,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Water
576,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
577,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
579,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
582,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
584,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
585,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
586,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
587,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
588,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
590,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
591,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
592,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
594,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
597,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
598,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
599,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
601,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
603,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
604,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
605,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
607,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
608,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
609,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
610,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
612,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
613,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
614,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
615,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
616,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Bareland
617,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
618,NULL,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
619,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
622,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
624,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
625,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
627,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
628,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
629,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
630,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
632,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
634,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
635,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
636,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
637,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
638,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
640,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
641,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
642,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
643,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
644,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
645,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
646,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
647,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
648,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
649,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
650,NULL,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
651,NULL,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
652,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
655,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
657,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
658,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
659,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
660,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
661,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
662,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
663,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
664,NULL,Cropland,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
665,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
666,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
667,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
668,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
669,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
670,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
671,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
