Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MDV_M_R
326,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
327,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
328,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
329,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
330,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
331,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
332,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
333,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
335,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
336,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
337,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
338,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
340,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
342,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
343,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
344,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
354,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
356,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
357,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
358,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
360,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
361,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
362,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
363,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
364,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
365,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
366,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
367,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
368,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
369,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
370,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
371,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
372,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
375,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
377,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
378,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
379,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
380,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
382,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
383,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
384,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
385,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
386,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
387,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
388,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
389,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
390,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
391,NULL,Built-up,Water,NULL,Water,Grassland,Forest,Water
392,NULL,Built-up,Water,NULL,Water,Grassland,Forest,Forest
393,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
395,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
396,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
397,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
398,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
399,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
400,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
401,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
402,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
403,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
404,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
405,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
406,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
407,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
408,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
409,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
410,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
411,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
412,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
414,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
415,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
416,NULL,Water,Grassland,NULL,Non_Wetland,Water,Forest,Bareland
417,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
418,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
419,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
420,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Bareland
421,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
422,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
424,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
425,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
426,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
427,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
429,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
430,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
435,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
437,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
438,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
439,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
440,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
441,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
442,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
443,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
444,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
445,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
446,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
447,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
448,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
449,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
450,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
451,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
452,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
453,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
454,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
455,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
456,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
457,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
458,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
459,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
460,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
461,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
462,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
465,NULL,Forest,Water,NULL,Water,Grassland,Forest,Grassland
466,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
467,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
468,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
469,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
470,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
471,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
472,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
473,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
474,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
475,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
477,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
478,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
479,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
480,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
481,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
482,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
483,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
484,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
485,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
486,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
487,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
488,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
489,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
490,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
491,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
492,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
493,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
494,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
495,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
496,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
497,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
498,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Wetland
499,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
500,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
501,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
502,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
503,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
504,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
505,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
506,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
521,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
522,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
523,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
524,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
525,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
527,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
528,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
529,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
530,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
531,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
532,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
533,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
534,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
535,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
536,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
537,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
538,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
539,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
540,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
541,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
542,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
543,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
544,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
550,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
564,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
565,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
566,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
567,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
568,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
569,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
570,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
571,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
572,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
573,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
574,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
575,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
576,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
577,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
578,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
579,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
580,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
581,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
582,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
583,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
584,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
585,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
586,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
587,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
589,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
590,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
592,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
593,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
594,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
596,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
598,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
599,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
600,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
601,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
602,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
603,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
604,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
605,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
606,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
607,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
608,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
609,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
610,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
611,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
612,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
613,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
614,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
615,Grassland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
616,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
617,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
618,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
619,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
620,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
621,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
623,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
624,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
625,Grassland,NULL,Water,NULL,Water,Bareland,Grassland,Forest
626,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
627,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
628,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
629,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
630,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
631,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
632,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
633,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
634,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
635,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
636,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
637,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
638,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
639,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
640,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
641,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
642,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
643,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
644,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
645,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
646,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
647,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
648,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
649,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
650,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
651,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
652,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
653,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
