Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MLC_M_R
331,NULL,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
332,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
333,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
334,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
335,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
336,NULL,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
337,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
338,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
339,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
340,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
341,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
342,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
343,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
344,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
345,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
346,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
347,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
348,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
349,NULL,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
350,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
351,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
352,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
353,NULL,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
354,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
355,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
356,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
357,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
358,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
359,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
360,NULL,Forest,Water,Water,Water,Water,Wetland,Grassland
361,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
362,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
363,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
364,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
365,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
366,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
367,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
368,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
369,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
370,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
371,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
372,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
373,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
374,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
375,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
376,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
377,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
378,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
379,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
380,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
381,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
382,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
383,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
384,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
385,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
386,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
387,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
388,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
390,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
391,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
392,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
393,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
394,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
395,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
396,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
397,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
398,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
399,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
400,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
401,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
402,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
403,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
405,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
407,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
408,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
409,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
410,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
412,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
413,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
414,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
415,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
416,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
417,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
418,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
419,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
420,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
421,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
422,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
423,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
424,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
425,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
426,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
427,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
428,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
429,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
430,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
431,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
432,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
433,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
434,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
435,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
436,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
437,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
438,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
439,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
440,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Bareland,Grassland
441,Grassland,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
442,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
443,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
444,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
445,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
446,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
447,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
448,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
449,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
450,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
451,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
452,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
453,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
454,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Water
455,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
456,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
457,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
458,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
459,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
460,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
461,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
462,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
463,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
464,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
465,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
466,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
467,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
468,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
469,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
470,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
471,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
472,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
473,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
474,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
475,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
476,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
477,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
478,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
479,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
480,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
481,Grassland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
482,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
483,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
484,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
485,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Forest
486,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
488,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
489,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
490,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
491,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
492,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
493,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
494,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
495,Grassland,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
496,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
497,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
498,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
499,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
500,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
501,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
502,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
503,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
504,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
505,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
506,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
507,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
508,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
509,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
510,Grassland,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
511,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
512,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
513,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
514,Grassland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
515,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
516,Grassland,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
517,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
518,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
519,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
520,Grassland,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
521,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
522,Grassland,NULL,Water,NULL,Water,Water,Wetland,Wetland
523,Grassland,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
524,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
525,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
526,Grassland,NULL,Water,Non_Water,Water,Water,Water,Grassland
527,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
528,Grassland,NULL,Water,Non_Water,Water,Water,Water,Water
529,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
530,Grassland,NULL,Water,Water,Water,Wetland,Water,Wetland
531,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
532,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
533,Grassland,NULL,Water,Water,Water,Water,Wetland,Wetland
534,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
535,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
536,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
537,Grassland,NULL,Water,Water,Water,Water,Water,Water
538,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
539,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
540,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
541,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
542,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
543,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
544,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
545,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
546,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
547,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
548,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
549,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
550,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
551,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
552,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
553,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
554,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
555,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
556,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
557,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
558,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
559,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
560,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
561,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
562,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
563,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
564,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
565,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
566,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
567,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
568,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
569,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
570,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
571,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
572,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
573,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
574,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
575,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
576,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
577,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
578,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
579,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
580,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
581,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
582,Grassland,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Wetland
583,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
584,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
585,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
586,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
587,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
588,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
589,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
590,Grassland,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
591,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
592,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
593,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
594,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
595,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
596,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
597,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
598,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
599,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
600,Grassland,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
601,Grassland,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
602,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
603,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
604,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
605,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
606,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
607,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
608,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
609,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
610,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
611,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
612,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
613,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
614,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
615,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
616,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
617,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
618,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
619,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
620,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
621,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
622,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
623,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
624,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
625,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
626,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
627,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
628,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
629,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
630,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
631,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
632,Grassland,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
633,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
634,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
635,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
636,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
637,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
638,Grassland,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
639,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
640,Grassland,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
641,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
642,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
643,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
644,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
645,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
646,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
647,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
648,Grassland,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
649,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
650,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
651,Grassland,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
652,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
653,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
654,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
655,Grassland,Wetland,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
656,Grassland,Wetland,Water,NULL,Water,Water,Wetland,Grassland
657,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
658,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
659,Grassland,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
660,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Grassland
661,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
662,Grassland,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
663,Grassland,Wetland,Water,Water,Water,Wetland,Water,Grassland
664,Grassland,Wetland,Water,Water,Water,Wetland,Water,Wetland
665,Grassland,Wetland,Water,Water,Water,Wetland,Water,Water
666,Grassland,Wetland,Water,Water,Water,Water,Wetland,Grassland
667,Grassland,Wetland,Water,Water,Water,Water,Wetland,Water
