Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NXJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18NXJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18NXJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NXJ_M_R
343,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
344,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
345,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
346,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
347,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
349,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
350,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
351,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
352,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
353,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
354,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
355,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
356,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
357,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
358,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
359,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
360,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
361,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
362,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
363,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
365,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
366,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
367,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
368,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
369,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
370,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
371,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
372,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
373,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
374,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
375,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
376,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
377,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
378,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
379,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
380,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
381,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
382,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
383,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
384,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
385,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
386,NULL,Built-up,Water,Water,Water,NULL,NULL,Wetland
387,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
388,NULL,Built-up,Water,Water,Water,NULL,NULL,Forest
389,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
390,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
391,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
392,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
393,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
394,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
395,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
396,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
397,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Wetland
398,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
399,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
400,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
401,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
404,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
405,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
406,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
407,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
409,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
410,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
412,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
413,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
414,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
415,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
416,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
417,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
418,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
419,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
420,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
421,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
422,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
423,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
424,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
426,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
427,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
428,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
429,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
430,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
432,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
433,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
434,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
435,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
436,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
437,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
438,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
439,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
440,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
441,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
442,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
443,NULL,Water,Water,Non_Water,Water,NULL,NULL,Water
444,NULL,Water,Water,Water,Water,NULL,NULL,Bareland
445,NULL,Water,Water,Water,Water,NULL,NULL,Water
446,NULL,Water,Water,Water,Water,NULL,NULL,Forest
447,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
449,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
450,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
451,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
452,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
453,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
455,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
456,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
457,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
458,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
462,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
464,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
465,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
466,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
467,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
468,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
469,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
470,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
472,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
473,NULL,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
476,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
477,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
478,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
479,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
480,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
481,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
482,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
483,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
484,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
485,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Water
486,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
487,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
489,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
491,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
492,NULL,Forest,Water,NULL,Water,NULL,NULL,Grassland
493,NULL,Forest,Water,NULL,Water,NULL,NULL,Bareland
494,NULL,Forest,Water,NULL,Water,NULL,NULL,Forest
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
496,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
497,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
498,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
499,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
500,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
502,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
503,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
504,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
508,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
510,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
511,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
512,Grassland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
515,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
516,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
517,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
518,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
519,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
520,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
527,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
528,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
529,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
530,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
531,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
532,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
533,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
541,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
543,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
545,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
547,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
548,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
549,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
550,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
551,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
552,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
553,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
554,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
555,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
556,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
557,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
558,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
559,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
560,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
561,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
562,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
563,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
564,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
565,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
566,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
567,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
568,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
569,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
570,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
571,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
572,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
573,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
574,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
575,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
576,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
577,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
578,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
579,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
580,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
582,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
584,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
585,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
586,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
587,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
588,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
589,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
590,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
591,Grassland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
592,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
593,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
594,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
595,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
596,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
598,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
599,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
600,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
601,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
602,Grassland,NULL,Water,NULL,Water,NULL,NULL,Cropland
603,Grassland,NULL,Water,NULL,Water,NULL,NULL,Wetland
604,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
605,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
606,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
607,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
608,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
609,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
610,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
611,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
612,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
613,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
614,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
615,Grassland,NULL,Water,Water,Water,NULL,NULL,Bareland
616,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
617,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
618,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
619,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
620,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
621,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
622,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
623,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
624,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
625,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
626,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
627,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
628,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
629,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
630,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
631,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
632,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
633,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
634,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
635,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
636,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
637,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
638,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
639,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
640,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
641,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
642,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
644,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
645,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
646,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
647,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
648,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
649,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
650,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
651,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
652,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
653,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
654,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
655,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
656,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
657,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
658,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
659,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
660,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
661,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
662,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
663,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
664,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
665,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
666,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
667,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
668,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
669,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
670,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
671,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
672,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
673,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
674,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
675,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
676,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
677,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
678,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
679,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
680,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
681,Grassland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
682,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
683,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
684,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
685,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
687,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
688,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
689,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
690,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
