Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NUG_M_R
1084,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1085,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1086,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1087,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1088,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1089,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1090,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1091,Wetland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1092,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1093,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1094,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1096,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1097,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1098,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1100,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1101,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1102,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1103,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1104,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1105,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1106,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1107,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1108,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1109,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1110,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1111,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1112,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1113,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1114,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1115,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1116,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1117,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1118,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1119,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1120,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1121,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1122,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1123,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1124,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1125,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1126,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1127,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1128,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1129,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1130,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1131,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1132,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1133,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1134,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1135,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1136,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1137,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1138,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1139,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1140,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1141,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1142,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1143,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1144,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1145,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1146,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1147,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1148,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1150,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1151,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1153,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1155,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1156,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1157,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1158,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1159,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1160,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1161,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1162,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1163,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1164,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1165,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1166,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1167,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1168,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1169,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1170,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1171,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1172,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1174,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1175,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1176,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1177,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1178,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1179,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1180,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1181,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1182,Bareland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1183,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1184,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1185,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1186,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1187,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1188,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1189,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1190,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1191,Bareland,NULL,Water,Water,Water,NULL,NULL,Wetland
1192,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1193,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1194,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1195,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1196,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1198,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1200,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1201,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1202,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1204,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1205,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1206,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1207,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1208,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1209,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1210,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1211,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1212,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1213,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1215,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1216,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1217,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1219,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1220,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1221,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1222,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1223,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1224,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1225,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1226,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1227,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1228,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1229,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1231,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1232,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1233,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1235,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1236,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1237,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1238,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1239,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1240,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1241,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1242,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1243,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1244,Bareland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1245,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1246,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1247,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1248,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1249,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1250,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1251,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1256,Bareland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1257,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1259,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1261,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1264,Bareland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1265,Bareland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1266,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1267,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1269,Bareland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1272,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1273,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1274,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1275,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1276,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1277,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1278,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1279,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1280,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1281,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1282,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1283,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1284,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1285,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1286,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1287,Bareland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1288,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1289,Bareland,Wetland,Water,Water,Water,NULL,NULL,Forest
1290,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1291,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1292,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1293,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1294,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1295,Bareland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1296,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1297,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1300,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1302,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1303,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1304,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1305,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1306,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1307,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1308,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1309,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1310,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1311,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1312,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1313,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1315,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1316,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1317,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1318,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1321,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1322,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1323,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1326,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1327,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1328,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1329,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1330,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1331,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1332,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1333,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1334,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1335,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1336,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1337,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1340,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1341,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1342,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1343,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1344,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1345,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1346,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1347,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1348,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1349,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1350,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1351,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1352,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1353,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1355,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1356,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1358,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1360,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1361,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1362,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1363,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1364,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1365,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1366,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1367,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1368,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1369,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1370,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1371,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1372,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1373,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1374,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1377,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1379,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1381,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Wetland
1382,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1383,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
1384,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1385,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1386,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Wetland
1387,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1388,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1389,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1390,Bareland,Bareland,Water,Water,Water,NULL,NULL,Grassland
1391,Bareland,Bareland,Water,Water,Water,NULL,NULL,Wetland
1392,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1393,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
1394,Bareland,Bareland,Water,Water,Water,NULL,NULL,Forest
1395,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1397,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1398,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1399,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1400,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1401,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1402,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1403,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1406,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1407,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1408,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1409,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1410,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1411,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1412,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1413,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1414,Bareland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1415,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
