Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQN_M_R
2304,Grassland,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
2305,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2306,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2307,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2308,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2309,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2310,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2311,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2312,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2313,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2314,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2315,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2316,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2317,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2318,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2319,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2320,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2321,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2322,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2323,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2324,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2325,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2326,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2327,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2328,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2329,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2330,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2331,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2332,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
2333,Grassland,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2334,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2335,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2336,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2337,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2338,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2339,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2340,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2341,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2342,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2343,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2344,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2345,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2346,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2347,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2348,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2349,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2350,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2351,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2352,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2353,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2354,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2355,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2356,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2357,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2358,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2359,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2360,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2361,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2362,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2363,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2364,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2365,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2366,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2367,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2368,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2369,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2370,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2372,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2373,Grassland,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
2374,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2375,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2376,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
2377,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2378,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2379,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2380,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2381,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2382,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2383,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2384,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2385,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2386,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2387,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2388,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2389,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2390,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2391,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2392,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2393,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2394,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2395,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2396,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2397,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2398,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2399,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2400,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2401,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2402,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2403,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2404,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2405,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
2406,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2407,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2408,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2409,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2410,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2411,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2412,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2413,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2414,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2415,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
2416,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2417,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2418,Grassland,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2419,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2420,Grassland,Cropland,Grassland,Water,Non_Wetland,Shrubland,Water,Forest
2421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
2463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2465,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2466,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
2467,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
2468,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2469,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
2470,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2471,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2472,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
2473,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2474,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2475,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2476,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
2477,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2478,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2479,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2480,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2481,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2482,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2483,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2484,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2485,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2486,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
2487,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2488,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2489,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2490,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2491,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2492,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2493,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2494,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2495,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2496,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2497,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2498,Grassland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
2499,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2500,Grassland,Cropland,Water,NULL,Water,Bareland,Water,Grassland
2501,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2502,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
2503,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2504,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2505,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2506,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2507,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2508,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2509,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2510,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2511,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2512,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2513,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2514,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2515,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2516,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2517,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2518,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2519,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2520,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2521,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2522,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2523,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2524,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2525,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2526,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2527,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2528,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2529,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2530,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2531,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2532,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2533,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2534,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2535,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2536,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2537,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2538,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2539,Grassland,Wetland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2540,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2541,Grassland,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2542,Grassland,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2543,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2544,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2545,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2546,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2547,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2548,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2549,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2550,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2551,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2552,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2553,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2554,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2555,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2556,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2557,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2558,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2559,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2560,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2561,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2562,Grassland,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2563,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2564,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2565,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2566,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2567,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2568,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2569,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2570,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2571,Grassland,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2572,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2573,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2574,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2575,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2576,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2577,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2578,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2579,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2580,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2581,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2582,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2583,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2584,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2585,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
2586,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2587,Grassland,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2588,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2589,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
