Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHP_M_R
3711,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3712,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3713,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3714,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3715,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3716,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3717,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3718,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3719,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3720,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3721,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3722,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3723,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3724,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3725,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3726,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3727,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3728,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3729,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3730,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3731,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3732,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3733,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3734,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3735,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3736,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3737,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3738,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3739,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3740,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3741,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3742,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3743,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3744,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3745,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3746,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3747,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3748,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3749,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3750,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3751,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3752,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3753,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
3754,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3755,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3756,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3757,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3758,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3759,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3760,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3761,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3762,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3763,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3764,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3765,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3766,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3767,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3768,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3769,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3770,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3771,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3772,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3773,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3774,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
3775,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3776,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3777,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3778,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3779,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3780,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3781,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3782,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3783,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3784,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3785,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3786,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3787,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3788,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3789,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3790,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3791,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3792,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3793,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3794,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3795,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3796,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3797,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3798,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3799,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3800,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3801,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
3802,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
3803,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3804,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3805,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3806,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3807,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3808,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3809,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3810,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3811,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3812,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3813,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3814,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3815,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3816,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3817,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3818,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3819,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3820,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3821,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3822,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3823,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3824,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3825,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3826,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3827,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3828,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3829,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3830,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3831,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3832,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3833,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3834,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3835,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3836,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3837,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3838,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3839,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
3840,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3841,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3842,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3843,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3844,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3845,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
3846,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3847,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
3848,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
3849,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3850,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3851,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
3852,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
3853,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
3854,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3855,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
3856,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3857,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
3858,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
3859,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3860,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3861,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
3862,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
3863,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
3864,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3865,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3866,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3867,Grassland,NULL,Wetland,Non_Water,Wetland,Forest,Water,Forest
3868,Grassland,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
3869,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
3870,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
3871,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Grassland
3872,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
3873,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
3874,Grassland,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
3875,Grassland,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Grassland
3876,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3877,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3878,Grassland,NULL,Wetland,Water,Wetland,Wetland,Water,Water
3879,Grassland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
3880,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3881,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3882,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
3883,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3884,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3885,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3886,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3887,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Water
3888,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3889,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3890,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
3891,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3892,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3893,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3894,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
3895,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
3896,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3897,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3898,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3899,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3900,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3901,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3902,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3903,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3904,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3905,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3906,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3907,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3908,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3909,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3910,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3911,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3912,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3913,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3914,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3915,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3916,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3917,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3918,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3919,Grassland,NULL,Water,NULL,Water,Shrubland,NULL,Grassland
3920,Grassland,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
3921,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
3922,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3923,Grassland,NULL,Water,Non_Water,Water,Shrubland,NULL,Wetland
3924,Grassland,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
3925,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
3926,Grassland,NULL,Water,Non_Water,Water,Water,Water,Wetland
3927,Grassland,NULL,Water,Water,Water,Shrubland,Wetland,Wetland
3928,Grassland,NULL,Water,Water,Water,Shrubland,Water,Wetland
3929,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Wetland
3930,Grassland,NULL,Water,Water,Water,Water,Water,Wetland
3931,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3932,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3933,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3934,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3935,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3936,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3937,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3938,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3939,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3940,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3941,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3942,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3943,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3944,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3945,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3946,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3947,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3948,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3949,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3950,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3951,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3952,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3953,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3954,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3955,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3956,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3957,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3958,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3959,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3960,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3961,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3962,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3963,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3964,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3965,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3966,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
3967,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3968,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3969,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3970,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3971,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
3972,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3973,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3974,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3975,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3976,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3977,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3978,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3979,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3980,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3981,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
3982,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3983,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3984,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3985,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3986,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3987,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3988,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3989,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3990,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3991,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3992,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3993,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3994,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3995,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3996,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3997,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3998,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3999,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4000,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4001,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4002,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4003,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4004,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
4005,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4006,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
4007,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4008,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
4009,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
4010,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4011,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4012,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4013,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4014,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4015,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4016,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4017,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4018,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4019,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4020,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4021,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4022,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4023,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4024,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4025,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4026,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4027,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
4028,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4029,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4030,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4031,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4032,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4033,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
