Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KEG_M_R
2852,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
2853,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
2854,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
2855,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
2856,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Built-up
2857,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2858,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
2859,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2860,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
2861,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2862,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
2863,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
2864,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2865,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
2866,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Bareland
2867,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
2868,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Water
2869,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2870,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
2871,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
2872,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2873,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
2874,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
2875,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
2876,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2877,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2878,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2879,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
2880,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2881,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2882,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
2883,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2884,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Built-up
2885,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Built-up,Forest
2886,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
2887,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2888,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
2889,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2890,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
2891,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2892,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2893,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2894,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
2895,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
2896,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2897,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2898,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
2899,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2900,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2901,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2902,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2903,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
2904,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
2905,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2906,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2907,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,NULL
2908,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2909,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
2910,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2911,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
2912,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Water
2913,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2914,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Cropland
2915,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
2916,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
2917,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
2918,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2919,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
2920,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2921,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2922,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2923,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
2924,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
2925,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
2926,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Grassland,Forest
2927,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
2928,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Cropland
2929,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
2930,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Forest
2931,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
2932,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
2933,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
2934,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
2935,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
2936,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Built-up
2937,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
2938,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Shrubland,Forest
2939,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2940,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
2941,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
2942,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
2943,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
2944,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
2945,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2946,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
2947,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2948,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
2949,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2950,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2951,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2952,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
2953,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2954,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
2955,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2956,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2957,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2958,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
2959,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2960,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2961,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
2962,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2963,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2964,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2965,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2966,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
2967,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2968,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
2969,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
2970,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2971,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
2972,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
2973,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
2974,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2975,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
2976,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
2977,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2978,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2979,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
2980,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Bareland
2981,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
2982,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
2983,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2984,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
2985,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
2986,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
2987,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
2988,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2989,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
2990,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
2991,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2992,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2993,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2994,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Cropland
2995,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2996,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2997,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
2998,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
2999,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3000,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3001,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
3002,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3003,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
3004,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3005,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
3006,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
3007,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
3008,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
3009,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3010,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
3011,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Built-up
3012,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3013,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
3014,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Built-up
3015,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
3016,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
3017,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3018,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3019,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3020,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3021,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3022,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
3023,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
3024,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
3025,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Bareland
3026,NULL,Built-up,Water,NULL,Water,NULL,Grassland,Built-up
3027,NULL,Built-up,Water,NULL,Water,Cropland,Built-up,Forest
3028,NULL,Built-up,Water,NULL,Water,Cropland,Water,Forest
3029,NULL,Built-up,Water,NULL,Water,Wetland,Shrubland,Water
3030,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Bareland
3031,NULL,Built-up,Water,NULL,Water,Bareland,Shrubland,Forest
3032,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Water
3033,NULL,Built-up,Water,NULL,Water,Built-up,NULL,Bareland
3034,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Built-up
3035,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
3036,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Bareland
3037,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Bareland
3038,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
3039,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Grassland
3040,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3041,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3042,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3043,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3044,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3045,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3046,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3047,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3048,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
3049,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
3050,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3051,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3052,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3053,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3054,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3055,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
3056,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
3057,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3058,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3059,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3060,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3061,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3062,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3063,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3064,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3065,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3067,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3068,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3069,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
3070,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3071,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3072,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Built-up
3073,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3074,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3075,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
3076,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
3077,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3078,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
3079,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3080,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3081,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3082,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3083,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
3084,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3085,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
3086,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3087,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3088,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3089,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3090,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
3091,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
3092,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3093,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
3094,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
3095,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
3096,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
3097,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3098,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3099,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3100,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3101,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3102,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3103,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3104,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
3105,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Water,Forest
3106,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3107,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3108,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3109,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3110,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3111,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3112,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3113,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
3114,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3115,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3116,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
3117,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,Forest
3118,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3119,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3120,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3121,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
3122,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3123,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3124,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Water
3125,NULL,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3126,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3127,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3128,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3129,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Water
3130,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
3131,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
3132,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
3133,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3134,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
3135,NULL,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
3136,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3137,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3138,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3139,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
3140,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3141,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3142,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
3143,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3144,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3145,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
3146,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3147,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3148,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3149,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3150,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3151,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3152,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3153,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
3154,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3155,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3156,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3157,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3158,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3159,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3160,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
3161,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3162,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3163,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3164,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3165,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
3166,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
3167,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
3168,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3169,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3170,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
3171,NULL,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
3172,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3173,NULL,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3174,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
3175,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3176,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
