Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LZQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LZQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LZQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LZQ_M_R
330,NULL,Built-up,Water,NULL,Water,NULL,Water,Grassland
331,NULL,Built-up,Water,NULL,Water,Grassland,Forest,Forest
332,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Grassland
333,NULL,Built-up,Water,NULL,Water,Built-up,Bareland,Bareland
334,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Forest
335,NULL,Built-up,Water,NULL,Water,Built-up,Water,Bareland
336,NULL,Built-up,Water,NULL,Water,Built-up,Water,Water
337,NULL,Built-up,Water,NULL,Water,Water,Grassland,Forest
338,NULL,Built-up,Water,NULL,Water,Water,Water,Grassland
339,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Bareland
340,NULL,Built-up,Water,Non_Water,Water,Built-up,Built-up,Water
341,NULL,Built-up,Water,Non_Water,Water,Water,Water,Water
342,NULL,Built-up,Water,Water,Water,Grassland,Forest,Forest
343,NULL,Built-up,Water,Water,Water,Built-up,Bareland,Forest
344,NULL,Built-up,Water,Water,Water,Built-up,Built-up,Bareland
345,NULL,Built-up,Water,Water,Water,Built-up,Water,Bareland
346,NULL,Built-up,Water,Water,Water,Built-up,Water,Built-up
347,NULL,Built-up,Water,Water,Water,Built-up,Water,Water
348,NULL,Built-up,Water,Water,Water,Built-up,Forest,Water
349,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
350,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
351,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
352,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
353,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
354,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
355,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
356,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Water
357,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
358,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
359,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
360,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
361,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
362,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
363,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
365,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
367,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
368,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
369,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
370,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
371,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
372,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
373,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
374,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
375,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
376,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
377,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
378,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
379,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
380,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
381,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Grassland,Forest
382,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
383,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
384,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Built-up,Grassland
385,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Grassland
386,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Water,Forest
387,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Grassland
388,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Forest,Forest
389,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
391,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
392,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
393,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
395,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Water,Water
396,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
397,NULL,Built-up,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
398,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
399,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Water
400,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Water,Forest
401,NULL,Built-up,Forest,Water,Non_Wetland,Water,Bareland,Bareland
402,NULL,Built-up,Forest,Water,Non_Wetland,Water,Water,Forest
403,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
404,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
405,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
406,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
407,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Bareland
408,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Water
409,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
410,NULL,Water,NULL,NULL,Non_Wetland,Water,Forest,Bareland
411,NULL,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
412,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
413,NULL,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
414,NULL,Water,NULL,Water,Non_Wetland,Built-up,Water,Bareland
415,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
416,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
417,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
418,NULL,Water,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
419,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
420,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
421,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
422,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
424,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
425,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
426,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
427,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
428,NULL,Water,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
429,NULL,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
430,NULL,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
431,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
432,NULL,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
433,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
434,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
435,NULL,Water,Grassland,Water,Non_Wetland,Built-up,Bareland,Forest
436,NULL,Water,Grassland,Water,Non_Wetland,Built-up,Water,Forest
437,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
438,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Bareland
439,NULL,Water,Water,NULL,Water,Grassland,Bareland,Forest
440,NULL,Water,Water,NULL,Water,Water,Water,Bareland
441,NULL,Water,Water,NULL,Water,Water,Water,Water
442,NULL,Water,Water,Non_Water,Water,Water,Grassland,Water
443,NULL,Water,Water,Water,Water,Built-up,Water,Water
444,NULL,Water,Water,Water,Water,Water,Bareland,Bareland
445,NULL,Water,Water,Water,Water,Water,Water,Bareland
446,NULL,Water,Water,Water,Water,Water,Water,Water
447,NULL,Water,Water,Water,Water,Water,Water,Forest
448,NULL,Water,Water,Water,Water,Water,Forest,Water
449,NULL,Water,Water,Water,Water,Forest,Water,Water
450,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
451,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
452,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
453,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
454,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
455,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
456,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
457,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
458,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
459,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
460,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Water,Water
461,NULL,Water,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
462,NULL,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
463,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
464,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
465,NULL,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
466,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
467,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
468,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
469,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
470,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
471,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Water
472,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
473,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
474,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
475,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
476,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
477,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
478,NULL,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
479,NULL,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
480,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
481,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
482,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
483,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
485,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
486,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
487,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
488,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
489,NULL,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
490,NULL,Forest,NULL,NULL,Non_Wetland,Water,Water,Bareland
491,NULL,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
492,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Bareland
493,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
494,NULL,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
495,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
496,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
497,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
498,NULL,Forest,NULL,Water,Non_Wetland,Water,Forest,Water
499,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
500,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
502,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
503,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
504,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
505,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
506,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
507,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
508,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
509,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
510,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
511,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
513,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
514,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
515,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
516,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
517,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
518,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
519,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
520,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
521,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
522,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
523,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Water
524,NULL,Forest,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
525,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
526,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
529,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
530,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
531,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
532,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
533,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
534,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
535,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
536,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
537,NULL,Forest,Bareland,Water,Non_Wetland,Bareland,Forest,Bareland
538,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
539,NULL,Forest,Built-up,NULL,Non_Wetland,Water,Water,Bareland
540,NULL,Forest,Water,NULL,Water,Grassland,Forest,Forest
541,NULL,Forest,Water,NULL,Water,Bareland,Wetland,Water
542,NULL,Forest,Water,NULL,Water,Water,Water,Forest
543,NULL,Forest,Water,NULL,Water,Water,Forest,Water
544,NULL,Forest,Water,Non_Water,Water,Water,Grassland,Water
545,NULL,Forest,Water,Water,Water,Grassland,Forest,Forest
546,NULL,Forest,Water,Water,Water,Bareland,Wetland,Water
547,NULL,Forest,Water,Water,Water,Bareland,Forest,Bareland
548,NULL,Forest,Water,Water,Water,Water,Water,Water
549,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
550,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
551,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
552,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
553,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
554,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
555,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
557,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
558,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
559,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
560,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
561,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
563,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
564,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
565,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
566,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
567,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
568,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
569,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
570,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
571,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
572,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
573,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
574,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
575,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
576,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
577,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
578,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
579,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
580,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
581,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
582,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
583,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
584,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
585,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
586,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
587,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
588,NULL,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
589,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
590,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
591,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
592,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
595,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
596,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
597,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
598,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
599,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
600,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
601,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
602,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
603,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
604,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
605,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
606,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
608,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
609,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
610,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
611,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
612,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
613,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
614,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
616,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
617,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
619,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
620,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
621,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
624,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
625,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
626,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
627,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
628,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
629,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
630,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
631,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
633,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
634,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
635,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
636,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
637,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
638,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
640,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
641,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
642,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
643,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
644,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
645,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
646,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
647,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
648,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
649,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
650,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
651,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
652,Grassland,NULL,Water,NULL,Water,Water,Grassland,Bareland
653,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
654,Grassland,NULL,Water,Water,Water,Grassland,Forest,Forest
655,Grassland,NULL,Water,Water,Water,Water,Forest,Water
656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
658,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
659,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
660,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
661,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
662,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
663,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
664,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
665,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
666,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
667,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
668,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
669,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Water
670,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
671,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
