Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWS_M_R
4387,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4388,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4389,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4390,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4391,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4392,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
4393,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4394,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4395,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4396,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4397,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4398,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4399,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
4400,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4401,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4402,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4403,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4404,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4405,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4406,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4407,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4408,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
4409,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4410,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4411,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4412,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4413,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4414,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4415,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4416,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
4417,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4418,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4419,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4420,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4421,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4422,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4423,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4424,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4425,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,NULL,Water
4426,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
4427,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4428,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
4429,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
4430,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4431,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Water,Water
4432,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4433,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4434,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4435,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4436,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4437,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4438,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
4441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4442,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4443,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4444,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4445,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4446,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4447,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4448,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4449,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4450,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4451,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
4452,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4453,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4454,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4455,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4456,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4457,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
4458,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4459,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4460,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4461,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
4462,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4463,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4464,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4465,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
4466,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4467,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4468,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4469,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4470,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
4471,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
4472,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4473,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
4474,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4475,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
4476,Grassland,Cropland,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
4477,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,NULL,Water
4478,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4479,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Forest
4480,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Water,Water
4481,Grassland,Cropland,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
4482,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4483,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4484,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4485,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Water
4486,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Grassland
4487,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Water,Water
4488,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,NULL
4489,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4490,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4491,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Forest
4492,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4493,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4494,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4495,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
4496,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4497,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4498,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4499,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4500,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Wetland
4501,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Grassland
4502,Grassland,Cropland,Wetland,NULL,Wetland,Water,Water,Water
4503,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Water,Forest
4504,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4505,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4506,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Grassland,Water
4507,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4508,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4509,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Water
4510,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4511,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
4512,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
4513,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4514,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
4515,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
4516,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
4517,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
4518,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Forest,Water
4519,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4520,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
4521,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4522,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
4523,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4524,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Grassland
4525,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4526,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4527,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Grassland
4528,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Cropland
4529,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
4530,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
4531,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Wetland
4532,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
4533,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Grassland
4534,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Cropland
4535,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Wetland
4536,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4537,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Cropland
4538,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
4539,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Grassland
4540,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Wetland
4541,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Water,Water
4542,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4543,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Water
4544,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
4545,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Water
4546,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Water
4547,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Grassland
4548,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Wetland
4549,Grassland,Cropland,Wetland,Water,Wetland,Water,Water,Water
4550,Grassland,Cropland,Wetland,Water,Wetland,Forest,Water,Water
4551,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4552,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
4553,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
4554,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4555,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4556,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4557,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4558,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Wetland
4559,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
4560,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Water
4561,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4562,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4563,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4564,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4565,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4566,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,NULL,Wetland
4567,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
4568,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4569,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4570,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4571,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4572,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4573,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4574,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4575,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4576,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4577,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4578,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4579,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
4580,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4581,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4582,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Cropland
4583,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4584,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
4585,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4586,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4587,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Water
4588,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4589,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
4590,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
4591,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,NULL
4592,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
4593,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Bareland
4594,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
4595,Grassland,Cropland,Water,NULL,Water,NULL,Water,NULL
4596,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
4597,Grassland,Cropland,Water,NULL,Water,NULL,Water,Water
4598,Grassland,Cropland,Water,NULL,Water,NULL,Water,Forest
4599,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,NULL
4600,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
4601,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Cropland
4602,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
4603,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,NULL
4604,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4605,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
4606,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
4607,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Bareland
4608,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Water
4609,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
4610,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
4611,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
4612,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Water
4613,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Water
4614,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Water
4615,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
4616,Grassland,Cropland,Water,NULL,Water,Bareland,Bareland,Grassland
4617,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4618,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Water
4619,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4620,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Grassland
4621,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,NULL
4622,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
4623,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
4624,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Water
4625,Grassland,Cropland,Water,Non_Water,Water,Cropland,Grassland,Cropland
4626,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
4627,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
4628,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Grassland
4629,Grassland,Cropland,Water,Water,Water,NULL,Water,Grassland
4630,Grassland,Cropland,Water,Water,Water,NULL,Water,Water
4631,Grassland,Cropland,Water,Water,Water,NULL,Water,Forest
4632,Grassland,Cropland,Water,Water,Water,Grassland,NULL,Wetland
4633,Grassland,Cropland,Water,Water,Water,Grassland,NULL,Water
4634,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
4635,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Wetland
4636,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Water
4637,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
4638,Grassland,Cropland,Water,Water,Water,Grassland,Water,Water
4639,Grassland,Cropland,Water,Water,Water,Bareland,Grassland,Grassland
4640,Grassland,Cropland,Water,Water,Water,Bareland,Grassland,Bareland
4641,Grassland,Cropland,Water,Water,Water,Water,Water,Water
4642,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4643,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4644,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4645,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4646,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4647,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4648,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
4649,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4650,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4651,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4652,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4653,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4654,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4655,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4656,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
4657,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4658,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Water
4659,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4660,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
4661,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4662,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
4663,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4664,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4665,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4666,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4667,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Wetland
4668,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
4669,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4670,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4671,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4672,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4673,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4674,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4675,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4676,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4677,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4678,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4679,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4680,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4681,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
4682,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4683,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Water
4684,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4685,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4686,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4687,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4688,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4689,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4690,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4691,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4692,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
