Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFD_M_R
1107,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1108,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1110,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1111,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1113,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1114,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1115,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1116,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1117,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1118,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1119,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1121,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1123,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1124,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1125,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1126,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1127,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1128,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1129,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1130,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1131,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1132,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1133,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1134,Cropland,Forest,Water,Water,Water,NULL,NULL,Forest
1135,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1136,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1137,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1138,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1139,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1140,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1141,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1143,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1144,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1146,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1147,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1148,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1149,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1150,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1151,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1152,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1153,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1154,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1155,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1156,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1157,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1158,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1159,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1160,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1161,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1162,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1163,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1164,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1165,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1166,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1167,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1168,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1169,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1170,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1171,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1172,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1173,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1174,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1175,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1176,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1177,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1178,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1179,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1180,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1181,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1182,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1183,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1184,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1185,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1186,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1187,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1188,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1189,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1190,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1191,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1192,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1193,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1194,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1195,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1196,Wetland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1197,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1198,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1199,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1200,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1201,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1202,Wetland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1203,Wetland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1204,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1205,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1206,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1207,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1208,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1209,Wetland,Bareland,Water,Water,Water,NULL,NULL,Water
1210,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1211,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1212,Wetland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1213,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1214,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1215,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1216,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1218,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1219,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1220,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1221,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1222,Wetland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1223,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1224,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1225,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1226,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1227,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1228,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1229,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1230,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1231,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1232,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1233,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1234,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1235,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1236,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1237,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1238,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Wetland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1240,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1241,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1242,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1243,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1244,Wetland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1245,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1246,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1248,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1249,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1250,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1251,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1252,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1253,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1254,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1255,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1256,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1257,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1258,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1260,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1261,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1262,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1263,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1264,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1265,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1266,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1267,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1268,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1269,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1270,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1271,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1272,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1273,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1274,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1275,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1276,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1277,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1278,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1279,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1280,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1281,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1282,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1283,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1284,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1285,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1286,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1287,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1288,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1290,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1292,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1293,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1294,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1295,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1296,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1297,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1298,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1299,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1300,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1301,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1302,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1303,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1304,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1305,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1306,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1307,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1308,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1309,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1310,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1311,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1312,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1313,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1314,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1316,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1318,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1319,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1320,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1322,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1323,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1324,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1325,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1326,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1327,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1328,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1329,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1331,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1332,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1333,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1335,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1336,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1337,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1338,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
1339,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1340,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1341,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1342,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1343,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1344,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1345,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1346,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
1347,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1348,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1349,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
1350,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1351,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1353,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1355,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1356,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1358,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1359,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1361,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1362,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1363,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1365,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1366,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1367,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1370,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1371,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1372,Bareland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1373,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1374,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1375,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1376,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1377,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1379,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1380,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1381,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1382,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1383,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1386,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1387,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1388,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1390,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1391,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1392,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1394,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1395,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1396,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1398,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1399,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1400,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1401,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1402,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1403,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1404,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1405,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1406,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1407,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1408,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1411,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1412,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1413,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1414,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1415,Bareland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1416,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1417,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1418,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1419,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1420,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1421,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1424,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1426,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1427,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1429,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1430,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1431,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1432,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1433,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1434,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1435,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1436,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1437,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1439,Bareland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1440,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Bareland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
