Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQB_M_R
326,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
327,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Bareland
328,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
329,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
330,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
331,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
332,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
333,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
334,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
336,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
337,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
341,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
342,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
345,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
349,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
350,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
354,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
355,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Bareland,Grassland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
359,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
364,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
366,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
371,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
381,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
384,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
388,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
392,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
395,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
398,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
399,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
401,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
402,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
403,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Forest
404,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
405,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
420,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
421,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
422,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
423,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
424,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
427,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
428,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
429,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Forest
431,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
432,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Wetland
433,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
434,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
435,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
436,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Wetland
437,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Forest
438,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
440,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
441,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
442,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Bareland,Grassland
443,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
444,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
445,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Forest
446,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Forest,Grassland
447,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
448,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
449,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
450,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
451,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Wetland
452,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Forest
453,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
454,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
455,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
456,NULL,NULL,Grassland,Water,Non_Wetland,Water,Forest,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
468,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
482,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
484,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
485,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
488,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
489,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
491,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
492,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
493,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
494,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
495,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
496,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
497,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
498,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
499,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
500,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
501,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
505,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
506,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
507,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
509,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
510,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
511,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
512,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
513,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
514,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
515,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
516,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
517,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
518,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
519,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
520,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
521,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
522,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
523,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
524,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
525,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
526,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
527,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
528,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
529,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
530,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
531,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
532,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
533,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
534,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
535,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
536,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
537,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
538,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
539,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
542,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
543,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
544,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
546,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
550,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
551,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
552,NULL,NULL,Wetland,NULL,Wetland,Water,Bareland,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
554,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
555,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
557,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
560,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
562,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
563,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
564,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
565,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
566,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
567,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
568,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
569,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
570,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
571,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
572,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
573,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
574,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
575,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
576,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
577,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
578,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
579,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
580,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
581,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
582,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
583,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
584,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
585,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
587,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
588,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
589,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
591,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
592,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
593,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
594,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
595,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Bareland,Grassland
596,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
597,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
598,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
599,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
600,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
601,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
602,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
603,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
604,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
605,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
607,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
608,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
609,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
610,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
611,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
612,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
613,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
614,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
615,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
616,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Forest
617,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
618,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
619,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
620,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
621,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
622,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
623,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Forest
624,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
625,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
626,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
627,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
628,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
629,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
630,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
631,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
632,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
634,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Forest
635,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
636,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
637,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
638,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
639,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
640,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
641,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
642,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
643,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
644,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
645,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
646,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
647,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
648,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
649,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
650,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
651,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
652,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Water
653,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
654,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
655,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
656,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
657,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
658,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
659,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
660,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
661,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
662,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
663,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
664,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Grassland
665,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
666,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Forest
667,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
668,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Forest,Forest
669,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
670,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Forest
671,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
672,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
673,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
