Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTC_M_R
3873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
3874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
3875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
3876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
3877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
3881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
3888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
3891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
3893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Wetland
3894,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
3895,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3896,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3897,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
3898,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3899,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3900,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3901,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3902,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
3903,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
3904,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
3905,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
3906,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Water
3907,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
3908,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
3909,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3910,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3911,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3912,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3913,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3914,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3915,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3916,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3917,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3918,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
3919,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
3920,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3921,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Cropland
3922,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3923,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
3924,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3925,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3926,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3927,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
3928,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
3929,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
3930,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3931,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3932,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3933,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
3934,Grassland,Cropland,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
3935,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
3936,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
3937,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
3938,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
3939,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3940,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3941,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
3942,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3943,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
3944,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3945,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3946,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3947,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
3948,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3949,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3950,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3951,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
3952,Grassland,Cropland,Wetland,NULL,Wetland,Water,Grassland,Wetland
3953,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Grassland
3954,Grassland,Cropland,Wetland,NULL,Wetland,Water,Wetland,Wetland
3955,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
3956,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
3957,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3958,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
3959,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3960,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
3961,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3962,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3963,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3964,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3965,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3966,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
3967,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
3968,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3969,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3970,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3971,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
3972,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
3973,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
3974,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
3975,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
3976,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
3977,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
3978,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
3979,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3980,Grassland,Cropland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3981,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3982,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3983,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3984,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3985,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
3986,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3987,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
3988,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3989,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
3990,Grassland,Cropland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3991,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3992,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
3993,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3994,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
3995,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
3996,Grassland,Cropland,Built-up,NULL,Non_Wetland,Water,Wetland,Wetland
3997,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3998,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
3999,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
4000,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Water
4001,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
4002,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
4003,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Forest
4004,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
4005,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Cropland
4006,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
4007,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
4008,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
4009,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Wetland
4010,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
4011,Grassland,Cropland,Water,NULL,Water,Grassland,Bareland,Grassland
4012,Grassland,Cropland,Water,NULL,Water,Grassland,Forest,Forest
4013,Grassland,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
4014,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
4015,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Cropland
4016,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
4017,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Water
4018,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
4019,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Grassland
4020,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
4021,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Water
4022,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Forest
4023,Grassland,Cropland,Water,NULL,Water,Wetland,Water,Grassland
4024,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
4025,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Bareland
4026,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
4027,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
4028,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
4029,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Grassland
4030,Grassland,Cropland,Water,NULL,Water,Water,Wetland,Wetland
4031,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
4032,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
4033,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
4034,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
4035,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
4036,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
4037,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
4038,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
4039,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
4040,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
4041,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
4042,Grassland,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
4043,Grassland,Cropland,Water,Water,Water,Grassland,Wetland,Wetland
4044,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Grassland
4045,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
4046,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Forest
4047,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4048,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
4049,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4050,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4051,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
4052,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4053,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
4054,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4055,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4056,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4057,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4058,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4059,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4060,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4061,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4062,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4063,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4064,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4065,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
4066,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4067,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4068,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
4069,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4070,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4071,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4072,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4073,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4074,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4075,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4076,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4077,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4078,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
4079,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
4080,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4081,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4082,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4083,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4084,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4085,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4086,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4087,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
4088,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4089,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4090,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
4091,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4092,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
4093,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4094,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4095,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4096,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4097,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
4098,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4099,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4100,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4101,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4102,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
4103,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4104,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4105,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4106,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4107,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4108,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4109,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
4110,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4111,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4112,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4113,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
4114,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
4115,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
4116,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4117,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
4118,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4119,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4120,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4121,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4122,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4123,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4124,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4125,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4126,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4127,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
4128,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4129,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4130,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
4131,Grassland,Cropland,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
4132,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
4133,Grassland,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4134,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4135,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4136,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4137,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4138,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4139,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4140,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4141,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4142,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4143,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4144,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4145,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4146,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4147,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4148,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4149,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
4150,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4151,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4152,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4153,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4154,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4155,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4156,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4157,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4158,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4159,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
4160,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4161,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4162,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4163,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4164,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4165,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4166,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4167,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4168,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4169,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
