Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MGT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MGT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MGT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MGT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MGT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MGT_M_R
342,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
343,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
345,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
346,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
348,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
349,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
350,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
351,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
352,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
353,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
354,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
355,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
356,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
357,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Water
358,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
359,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
362,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
363,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
364,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
365,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
366,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
367,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Forest
368,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
369,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
370,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Forest
371,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
375,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
377,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
378,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
379,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
380,NULL,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
381,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
383,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
384,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
385,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
388,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Water,Grassland
389,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
391,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
392,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
393,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
394,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
395,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
396,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
397,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
398,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
399,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
400,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
401,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
402,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
403,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
404,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Grassland
405,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
406,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
407,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
408,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
409,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
410,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
411,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
412,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
413,NULL,Wetland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
414,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
415,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
417,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
418,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
419,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
420,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
421,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
422,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Water,Forest
423,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
424,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
425,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
426,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
427,NULL,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
428,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
429,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
430,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
431,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
432,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
433,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
434,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
435,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
436,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Water,Grassland
437,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
438,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
439,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
440,NULL,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
441,NULL,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
442,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
443,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
444,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
445,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
446,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
447,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
448,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
449,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
450,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
451,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
452,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
453,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
454,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
455,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
456,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
457,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
458,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
459,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Forest
460,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
461,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
462,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
463,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
464,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
465,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
466,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
467,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
468,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Water
469,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Wetland
470,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
471,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Forest
472,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
473,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
474,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
475,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
476,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
477,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
478,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
479,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
480,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
481,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
483,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
484,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
485,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
487,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
488,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
489,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
490,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
491,NULL,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
493,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
494,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
495,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
496,NULL,Wetland,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
497,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
498,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
499,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
500,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
501,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
502,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
503,NULL,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
504,NULL,Wetland,Water,NULL,Water,Water,Wetland,Grassland
505,NULL,Wetland,Water,NULL,Water,Water,Wetland,Water
506,NULL,Wetland,Water,NULL,Water,Water,Wetland,Forest
507,NULL,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
508,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
509,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
510,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
511,NULL,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
512,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
513,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
514,NULL,Wetland,Water,Water,Water,Wetland,Water,Grassland
515,NULL,Wetland,Water,Water,Water,Wetland,Water,Wetland
516,NULL,Wetland,Water,Water,Water,Wetland,Water,Water
517,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
518,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
519,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
520,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
521,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
522,NULL,Wetland,Water,Water,Water,Water,Water,Water
523,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
524,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
527,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
528,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
529,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
530,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
531,NULL,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
532,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
533,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
534,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
535,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
536,NULL,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
537,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
538,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
539,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
540,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
541,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
542,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
543,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
544,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
545,NULL,Bareland,Water,Water,Water,Water,Water,Water
546,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
549,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
550,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
551,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
552,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
553,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
554,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
555,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
556,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
557,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
558,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
559,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
560,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
564,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
565,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
566,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
567,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
568,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
569,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
570,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
571,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
572,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
573,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Water,Forest
574,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
576,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
577,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
578,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
579,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
580,NULL,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
581,NULL,Built-up,NULL,Non_Water,Non_Wetland,Water,Built-up,Grassland
582,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
583,NULL,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Forest
584,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
585,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
587,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
589,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
591,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
592,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
593,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
594,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
595,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
596,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
597,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
598,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
599,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
600,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
601,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
602,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
603,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
604,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
605,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
606,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
607,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
608,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
609,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
610,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
611,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
612,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
613,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
614,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Water
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Water,Forest
645,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
646,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
647,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
648,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
649,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Forest
650,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
651,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
652,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Water
653,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
654,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
655,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
656,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
657,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
658,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
659,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
660,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Water
661,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
662,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Wetland,Grassland
663,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Bareland,Forest
664,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Water
665,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Built-up,Forest
666,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Grassland
667,NULL,Built-up,Shrubland,Water,Non_Wetland,Built-up,Water,Water
668,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
669,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Wetland,Water
670,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Built-up,Grassland
671,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Grassland
672,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Water
673,NULL,Built-up,Shrubland,Water,Non_Wetland,Water,Water,Forest
674,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
675,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
676,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
677,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
678,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
679,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
