Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LER_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LER_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LER_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LER_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LER_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LER_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
395,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Water
403,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Built-up,Grassland
404,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
406,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
407,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
409,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
411,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Built-up
412,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
413,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Cropland
415,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
416,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
417,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
418,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
419,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
420,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
421,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
422,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
423,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
424,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
426,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
427,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
428,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
429,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
430,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
431,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
432,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
433,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
434,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
435,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
441,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
442,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
443,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
444,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
445,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Water
446,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
447,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
448,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
449,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
450,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
451,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
452,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
453,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
454,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
455,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
456,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
457,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
459,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
465,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
466,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
467,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
469,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
471,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
480,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
481,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
491,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
492,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
494,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
497,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
498,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
499,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
501,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
503,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
505,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
506,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
508,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
509,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
511,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
513,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
514,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
517,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
518,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
520,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
521,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
522,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
523,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
524,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
525,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
526,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
527,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
528,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
529,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
530,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
531,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
532,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
533,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
535,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
536,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
537,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
538,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
539,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
546,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
547,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
548,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
549,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
556,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
558,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
563,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
568,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
573,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
576,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
580,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
581,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
582,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
583,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
584,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
586,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
587,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
588,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
590,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
592,NULL,NULL,Grassland,Water,Non_Wetland,NULL,Grassland,Grassland
593,NULL,NULL,Grassland,Water,Non_Wetland,Shrubland,Grassland,Grassland
594,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
595,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
597,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Wetland
600,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
602,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
603,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
604,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
605,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
620,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
625,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
633,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
636,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
646,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
652,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
