Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MPA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MPA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MPA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MPA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MPA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MPA_M_R
332,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
333,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
334,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
335,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
336,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
339,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
340,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
342,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
343,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
344,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
345,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
346,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
347,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
348,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
349,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
350,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
352,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
353,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
354,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Grassland
355,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
356,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
357,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
359,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
360,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
361,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
362,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
364,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
365,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
366,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
367,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
368,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
369,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
370,NULL,NULL,Bareland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
371,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
372,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
373,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
374,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
375,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
376,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
377,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
378,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
379,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
380,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
381,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
382,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
383,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
384,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
385,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
386,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Forest
387,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Grassland
388,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Forest
390,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
391,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
393,NULL,NULL,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
394,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
395,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
396,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
397,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Forest
398,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
401,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
403,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
404,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
406,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
408,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
412,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
414,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
416,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
418,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
419,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
421,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
424,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
425,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
426,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
428,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
429,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
431,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
432,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
433,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
434,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
435,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
436,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
437,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
438,NULL,NULL,Built-up,Water,Non_Wetland,Water,Bareland,Grassland
439,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
440,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
441,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
442,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
443,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Forest
444,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
445,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
446,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
447,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
448,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
449,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
450,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
451,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
452,NULL,NULL,Water,Water,Water,NULL,Wetland,Grassland
453,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
454,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
455,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
456,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
457,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
458,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
459,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
460,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
461,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
462,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
463,NULL,NULL,Water,Water,Water,Wetland,Water,Water
464,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
465,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
466,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
467,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
468,NULL,NULL,Water,Water,Water,Water,Wetland,Water
469,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
470,NULL,NULL,Water,Water,Water,Water,Water,Grassland
471,NULL,NULL,Water,Water,Water,Water,Water,Wetland
472,NULL,NULL,Water,Water,Water,Water,Water,Water
473,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
476,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
492,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
495,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
496,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
498,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
499,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
500,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
501,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
502,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
503,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
506,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
507,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
508,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
509,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
513,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
515,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
516,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
517,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
519,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
520,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
522,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
525,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
526,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
527,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
528,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
530,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
531,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
532,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
533,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
534,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
535,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
536,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
537,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
538,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
539,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
540,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
542,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
543,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
544,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
545,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
546,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
547,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
548,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Bareland,Grassland
549,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
550,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Grassland
551,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
552,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
553,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
555,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
556,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
558,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
559,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
560,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
561,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
563,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
564,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
566,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
567,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
568,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
569,NULL,Cropland,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
571,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
572,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
573,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
575,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
576,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
577,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
578,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
579,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
580,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
581,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
582,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
583,NULL,Cropland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
584,NULL,Cropland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
585,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
586,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
587,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
588,NULL,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
589,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
591,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
594,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
595,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
596,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
597,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
598,NULL,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
599,NULL,Cropland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
600,NULL,Cropland,Water,Water,Water,Wetland,Water,Grassland
601,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
602,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
603,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
604,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
605,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
606,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
607,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
608,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
609,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
611,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
612,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
613,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
614,NULL,Cropland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
615,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
616,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
617,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
619,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
620,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
621,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
622,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
623,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
624,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
625,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
626,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
627,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
628,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
629,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
630,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Water,Forest
631,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
632,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
634,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
635,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
636,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Wetland,Wetland
637,NULL,Wetland,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
638,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
639,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
640,NULL,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
641,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
642,NULL,Wetland,NULL,Water,Non_Wetland,Water,Bareland,Grassland
643,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
647,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
649,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
650,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
651,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
652,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
653,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
654,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
655,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
656,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
657,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
658,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
659,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
660,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
661,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
662,NULL,Wetland,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
663,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
664,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
665,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
666,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
667,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
668,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
669,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
670,NULL,Wetland,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
