Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQH_M_R
2922,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2923,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2924,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2925,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2926,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2927,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2928,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2929,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2930,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2931,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2932,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2933,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2934,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2935,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2936,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2937,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2938,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2939,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2940,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2941,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2942,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2943,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2944,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2945,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2946,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2947,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2948,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2949,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2950,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2951,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2952,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2953,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2954,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2955,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2956,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2957,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2958,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2959,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
2960,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
2961,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2962,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2963,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2964,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2965,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2966,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2967,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
2968,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
2969,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
2970,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
2971,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
2972,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Grassland,Water
2973,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
2974,Grassland,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
2975,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Wetland
2976,Grassland,Wetland,Wetland,Water,Wetland,Water,NULL,Water
2977,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Wetland
2978,Grassland,Wetland,Wetland,Water,Wetland,Water,Grassland,Water
2979,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
2980,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Water
2981,Grassland,Wetland,Wetland,Water,Wetland,Forest,NULL,Wetland
2982,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
2983,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2984,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2985,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2986,Grassland,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2987,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2988,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
2989,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2990,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2991,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2992,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2993,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2994,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2995,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2996,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2997,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2998,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2999,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3000,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3001,Grassland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
3002,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
3003,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3004,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
3005,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3006,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3007,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3008,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3009,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3010,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3011,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3012,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3013,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3014,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3015,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3016,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3017,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3018,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3019,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3020,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3021,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3022,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3023,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3024,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3025,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3026,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3027,Grassland,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3028,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3029,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3030,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3031,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3032,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3033,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3034,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3035,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3036,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
3037,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
3038,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
3039,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
3040,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
3041,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
3042,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
3043,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
3044,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
3045,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
3046,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
3047,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Grassland
3048,Grassland,Forest,Water,Non_Water,Water,NULL,Water,Wetland
3049,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
3050,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3051,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
3052,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3053,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3054,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3055,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3056,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3057,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3058,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3059,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3060,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3061,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3062,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
3063,Grassland,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3064,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3065,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3066,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3067,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3068,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3069,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3070,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3071,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3072,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3073,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
3074,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3075,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3076,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3077,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3078,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3079,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3080,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3081,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
3082,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3083,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
3084,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3085,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3086,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3087,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3088,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3089,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3090,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3091,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3092,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3093,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3094,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3095,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3096,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
3097,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3098,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3099,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3100,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3101,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3102,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3103,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3104,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3105,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3106,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3107,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3108,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3109,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3110,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3111,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3112,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
3113,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3114,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3115,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
3116,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
3117,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3118,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3119,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3120,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3121,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3122,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
3123,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3124,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3125,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
3126,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3127,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3128,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3129,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3130,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
3131,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3132,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3133,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3134,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3135,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3136,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
3137,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3138,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3139,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3140,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3141,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3142,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3143,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3144,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3145,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
3146,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
3147,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
3148,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
3149,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3150,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3151,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
3152,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3153,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3154,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3155,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3156,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3157,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3158,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3159,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3160,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3161,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3162,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3163,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3164,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Bareland
3165,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3166,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3167,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3168,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
3169,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3170,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3171,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3172,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3173,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Bareland
3174,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
3175,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3176,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3177,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
3178,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
3179,Cropland,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
3180,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3181,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3182,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3183,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3184,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3185,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
3186,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3187,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3188,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
3189,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3190,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
3191,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
3192,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
3193,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3194,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3195,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3196,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3197,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3198,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3199,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3200,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3201,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3202,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3203,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3204,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3205,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3206,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3207,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3208,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3209,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
3210,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3211,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3212,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3213,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3214,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3215,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3216,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3217,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3218,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3219,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3220,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
3221,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
3222,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3223,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3224,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3225,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3226,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3227,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
3228,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3229,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3230,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3231,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
3232,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
3233,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3234,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3235,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
3236,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
