Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEQ_M_R
2567,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2568,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
2569,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2570,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2571,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2572,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
2573,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2574,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2575,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2576,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2577,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
2578,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2579,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2580,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
2581,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2582,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,NULL
2583,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2584,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2585,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2586,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
2587,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
2588,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
2589,NULL,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
2590,NULL,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
2591,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest,Grassland
2592,NULL,Wetland,Wetland,Water,Wetland,NULL,Forest,Forest
2593,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2594,NULL,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
2595,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2596,NULL,Wetland,Wetland,Water,Wetland,Bareland,NULL,Grassland
2597,NULL,Wetland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2598,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2599,NULL,Wetland,Wetland,Water,Wetland,Bareland,Bareland,Water
2600,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Grassland
2601,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Cropland
2602,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Bareland
2603,NULL,Wetland,Wetland,Water,Wetland,Bareland,Water,Water
2604,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Grassland
2605,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Bareland
2606,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
2607,NULL,Wetland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Bareland
2608,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2609,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
2610,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
2611,NULL,Wetland,Water,NULL,Water,Bareland,Shrubland,Grassland
2612,NULL,Wetland,Water,NULL,Water,Water,Water,Water
2613,NULL,Wetland,Water,Non_Water,Water,Bareland,Wetland,Grassland
2614,NULL,Wetland,Water,Non_Water,Water,Bareland,Water,Grassland
2615,NULL,Wetland,Water,Water,Water,Wetland,Forest,Water
2616,NULL,Wetland,Water,Water,Water,Bareland,Water,Water
2617,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2618,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2619,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2620,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2621,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2622,NULL,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2623,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2624,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2625,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2626,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2627,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2628,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2629,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2630,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2631,NULL,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2632,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
2633,NULL,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2634,NULL,Wetland,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
2635,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
2636,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2637,NULL,Bareland,NULL,NULL,Non_Wetland,Water,NULL,Grassland
2638,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2639,NULL,Bareland,NULL,Water,Non_Wetland,Bareland,Water,Water
2640,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2641,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2642,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2643,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2644,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2645,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2646,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2647,NULL,Bareland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
2648,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2649,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2650,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2651,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2652,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2653,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2654,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2655,NULL,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2656,NULL,Bareland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2657,NULL,Bareland,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
2658,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2659,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2660,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2661,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2662,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2663,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2664,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2665,NULL,Bareland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
2666,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
2667,NULL,Bareland,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
2668,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
2669,NULL,Bareland,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2670,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2671,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Water,Grassland
2672,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Forest,Grassland
2673,NULL,Bareland,Wetland,NULL,Wetland,Water,Water,Grassland
2674,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2675,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
2676,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,Water,Water
2677,NULL,Bareland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2678,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2679,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
2680,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,NULL,Water
2681,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
2682,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
2683,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2684,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2685,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2686,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
2687,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2688,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
2689,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2690,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Forest
2691,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
2692,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Forest,Bareland
2693,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
2694,NULL,Bareland,Wetland,Non_Water,Wetland,Water,NULL,Bareland
2695,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
2696,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
2697,NULL,Bareland,Wetland,Water,Wetland,NULL,Water,Grassland
2698,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Grassland
2699,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Wetland
2700,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Bareland
2701,NULL,Bareland,Wetland,Water,Wetland,Bareland,NULL,Water
2702,NULL,Bareland,Wetland,Water,Wetland,Bareland,Shrubland,Grassland
2703,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2704,NULL,Bareland,Wetland,Water,Wetland,Bareland,Grassland,Water
2705,NULL,Bareland,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2706,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2707,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2708,NULL,Bareland,Wetland,Water,Wetland,Bareland,Bareland,Water
2709,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
2710,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Wetland
2711,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Bareland
2712,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
2713,NULL,Bareland,Wetland,Water,Wetland,Bareland,Forest,Grassland
2714,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Bareland
2715,NULL,Bareland,Wetland,Water,Wetland,Water,NULL,Water
2716,NULL,Bareland,Wetland,Water,Wetland,Water,Shrubland,Grassland
2717,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
2718,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
2719,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Bareland
2720,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
2721,NULL,Bareland,Wetland,Water,Wetland,Forest,Water,Bareland
2722,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2723,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2724,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
2725,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2726,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2727,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2728,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2729,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
2730,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,NULL,Grassland
2731,NULL,Bareland,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2732,NULL,Bareland,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2733,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
2734,NULL,Bareland,Water,NULL,Water,Cropland,Bareland,Grassland
2735,NULL,Bareland,Water,NULL,Water,Bareland,Bareland,Bareland
2736,NULL,Bareland,Water,NULL,Water,Water,Grassland,Grassland
2737,NULL,Bareland,Water,Non_Water,Water,Water,Water,Water
2738,NULL,Bareland,Water,Water,Water,Bareland,NULL,Water
2739,NULL,Bareland,Water,Water,Water,Bareland,Water,Grassland
2740,NULL,Bareland,Water,Water,Water,Bareland,Water,Water
2741,NULL,Bareland,Water,Water,Water,Water,Water,Water
2742,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2743,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2744,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2745,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2746,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2747,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2748,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2749,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2750,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2751,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2752,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2753,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2754,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2755,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2756,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2757,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2758,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2759,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2760,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
2761,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2762,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2763,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2764,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2765,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2766,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2767,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2768,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2769,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2770,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2771,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2772,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2773,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2774,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2775,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2776,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2777,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
2778,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2779,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2780,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2781,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2782,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Grassland
2783,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2784,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
2785,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2786,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2787,NULL,Built-up,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2788,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2789,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Built-up,Grassland
2790,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2791,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2792,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2793,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2794,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
2795,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2796,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2797,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2798,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2799,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2800,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2801,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2802,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2803,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2804,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2805,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2806,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2807,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
2808,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
2809,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2810,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2811,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2812,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2813,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2814,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2815,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2816,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2817,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2818,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2819,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2820,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2821,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2822,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2823,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2824,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2825,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2826,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2827,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2828,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2829,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2830,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2831,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2832,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2833,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2834,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2835,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2836,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
2837,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2838,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2839,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2840,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
2841,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2842,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
2843,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
2844,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
2845,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2846,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2847,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
2848,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2849,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
2850,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
2851,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2852,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2853,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2854,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2855,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2856,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2857,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2858,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
2859,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2860,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2861,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2862,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2863,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2864,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2865,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2866,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2867,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2868,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2869,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2870,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2871,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2872,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2873,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2874,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2875,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2876,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2877,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
2878,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2879,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2880,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2881,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2882,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
2883,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
2884,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
2885,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2886,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
2887,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2888,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
2889,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2890,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
