Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKR_M_R
1376,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1377,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1378,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1379,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1380,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1381,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1382,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1383,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1384,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1385,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1386,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1387,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1388,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
1389,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1390,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1391,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1392,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Water
1393,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1394,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1395,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1396,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1397,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
1398,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1399,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1400,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1401,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1402,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1403,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1404,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
1405,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
1406,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1407,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1408,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1409,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1410,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1411,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1412,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1413,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1414,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1415,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1416,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1417,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1418,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1419,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1420,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1421,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1422,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1423,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1424,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1425,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1426,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1427,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1428,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1429,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1430,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1431,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1432,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1433,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1434,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1435,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1436,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1437,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1438,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1439,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1440,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1441,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1442,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
1443,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1444,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1445,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1446,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1447,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1448,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1449,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1450,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1451,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
1452,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
1453,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1454,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1455,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1456,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1457,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1458,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1459,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1460,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1461,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
1462,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
1463,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1464,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1465,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
1466,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
1467,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1468,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1469,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1470,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1471,Forest,Water,Water,NULL,Water,NULL,Water,Water
1472,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1473,Forest,Water,Water,NULL,Water,NULL,Forest,Water
1474,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1475,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1476,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1477,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1478,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1479,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
1480,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
1481,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
1482,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1483,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1484,Forest,Water,Water,NULL,Water,Water,Water,Grassland
1485,Forest,Water,Water,NULL,Water,Water,Water,Water
1486,Forest,Water,Water,NULL,Water,Water,Water,Forest
1487,Forest,Water,Water,NULL,Water,Water,Forest,Water
1488,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1489,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
1490,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1491,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1492,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1493,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
1494,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1495,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1496,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1497,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
1498,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
1499,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1500,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1501,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1502,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1503,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1504,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1505,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1506,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1507,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1508,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1509,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1510,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1511,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1512,Forest,Water,Water,Water,Water,NULL,Water,Water
1513,Forest,Water,Water,Water,Water,NULL,Water,Forest
1514,Forest,Water,Water,Water,Water,NULL,Forest,Water
1515,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1516,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
1517,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1518,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
1519,Forest,Water,Water,Water,Water,Grassland,Water,Water
1520,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1521,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1522,Forest,Water,Water,Water,Water,Wetland,Water,Water
1523,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
1524,Forest,Water,Water,Water,Water,Water,Wetland,Water
1525,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1526,Forest,Water,Water,Water,Water,Water,Water,Grassland
1527,Forest,Water,Water,Water,Water,Water,Water,Water
1528,Forest,Water,Water,Water,Water,Water,Water,Forest
1529,Forest,Water,Water,Water,Water,Water,Forest,Water
1530,Forest,Water,Water,Water,Water,Water,Forest,Forest
1531,Forest,Water,Water,Water,Water,Forest,Wetland,Water
1532,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1533,Forest,Water,Water,Water,Water,Forest,Water,Water
1534,Forest,Water,Water,Water,Water,Forest,Water,Forest
1535,Forest,Water,Water,Water,Water,Forest,Forest,Water
1536,Forest,Water,Water,Water,Water,Forest,Forest,Forest
1537,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1538,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1539,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1540,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1541,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1542,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1543,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
1544,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1545,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1546,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1547,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1548,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1549,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1550,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1551,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1552,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1553,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1554,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1555,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1556,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1557,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1558,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1559,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1560,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1561,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1562,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1563,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1564,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1565,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1566,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1567,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1568,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1569,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1570,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
1571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1572,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1573,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1574,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1575,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1576,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1577,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1578,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1579,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1580,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1581,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1582,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1583,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1584,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1585,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1586,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1587,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1588,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1589,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1590,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1591,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1592,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1593,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
1594,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1595,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1596,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1597,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
1598,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1599,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1600,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1601,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
1602,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1603,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1604,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1605,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1606,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1607,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1608,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1609,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1610,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1611,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1612,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1613,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1614,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1615,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1616,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
1617,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
1618,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1619,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1620,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1621,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1622,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1623,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1624,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
1625,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1626,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1627,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1628,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1629,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1630,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1631,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1632,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1633,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1634,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
1635,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1636,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Bareland
1637,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1638,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1639,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1640,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1641,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1642,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1643,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1644,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1645,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
1646,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
1647,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1648,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1649,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1650,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1651,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1652,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1653,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
1654,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1655,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1656,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1657,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1658,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1659,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1660,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1661,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
1662,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1663,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
1664,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
1665,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
1666,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
1667,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
1668,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
1669,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1670,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1671,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1672,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1673,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
1674,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
1675,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
1676,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1677,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1678,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1679,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
1680,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1681,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1682,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1683,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
1684,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1685,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1686,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1687,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1688,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Water
1689,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
1690,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
1691,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1692,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Water,Bareland
1693,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
1694,Forest,Forest,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1695,Forest,Forest,NULL,Water,Non_Wetland,Forest,Water,Forest
1696,Forest,Forest,NULL,Water,Non_Wetland,Forest,Forest,Forest
1697,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1698,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
1699,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1700,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1701,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1702,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1703,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1704,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1705,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1706,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1707,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1708,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1709,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1710,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1711,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1712,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1713,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1714,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1715,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1716,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
1717,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
1718,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1719,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1720,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1721,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1722,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1723,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
1724,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1725,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1726,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1727,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1728,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1729,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1730,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1731,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
1732,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1733,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1734,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1735,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1736,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
1737,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1738,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
