Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWV_M_R
320,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
321,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
322,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Bareland
323,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Built-up
324,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Water
325,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
326,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
328,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
329,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Wetland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Wetland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
335,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
336,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Wetland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
343,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
347,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
350,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
351,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
353,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Forest
377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Bareland
380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Grassland
385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Water,Wetland
386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
389,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
390,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
391,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
392,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Wetland
393,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Bareland
394,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
395,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
396,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
397,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Forest,Wetland
398,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
399,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
400,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
401,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
402,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
403,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
405,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
406,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
407,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Wetland
408,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Wetland
409,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
410,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Wetland
411,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Forest
412,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
413,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
414,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
415,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Wetland
416,NULL,NULL,Cropland,Water,Non_Wetland,Water,Wetland,Forest
417,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
418,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
419,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
423,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
424,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
425,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
426,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
427,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
428,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
429,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
431,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
432,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
433,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
434,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
435,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
436,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
437,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
438,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
439,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
440,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
441,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
442,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
443,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
444,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
445,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
446,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
450,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
451,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
452,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
453,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
456,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
457,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
460,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
461,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
463,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
464,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
465,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
468,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
469,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
471,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
472,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
473,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
474,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
475,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
476,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
477,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
478,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
479,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
480,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
481,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
482,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
483,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
484,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
485,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
486,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
487,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
488,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
489,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
490,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
491,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
492,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Water
493,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
494,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
495,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
496,NULL,NULL,Wetland,NULL,Wetland,Forest,Water,Wetland
497,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
498,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
499,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
500,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
501,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
502,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
503,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
504,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
505,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
507,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
508,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
512,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
513,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
514,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Water
517,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
518,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
519,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
520,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
521,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
522,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
527,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
528,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
529,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
530,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
531,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
532,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
533,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
534,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
535,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
536,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
537,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
538,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
539,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
540,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
541,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
542,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
543,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
544,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
545,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
546,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
547,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
548,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
549,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
550,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
552,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
553,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
554,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
555,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
556,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
557,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
558,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
559,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
560,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
561,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
562,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
563,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
564,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
565,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
566,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
567,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
568,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Forest
569,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
570,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
571,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
572,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
573,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
574,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
575,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
576,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
577,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
578,NULL,NULL,Wetland,Water,Wetland,Forest,Grassland,Wetland
579,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Wetland
580,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
581,NULL,NULL,Wetland,Water,Wetland,Forest,Forest,Wetland
582,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
583,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Wetland
584,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Grassland
586,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Grassland,Wetland
587,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
588,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Water,Grassland,Wetland
589,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
590,NULL,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Grassland,Wetland
591,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
592,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
593,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
594,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
595,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
596,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
597,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
599,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
601,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
605,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
606,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
608,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Wetland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Wetland
610,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
612,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
614,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
615,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
616,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
617,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
618,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
619,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
620,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
621,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Wetland
622,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
623,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
624,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
625,NULL,NULL,Bareland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
626,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Wetland
627,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Wetland
628,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Wetland
629,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Wetland
630,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Grassland
631,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
632,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
633,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
635,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
636,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
637,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Water
638,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
639,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
640,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
642,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Bareland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
644,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Wetland
646,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
647,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
648,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
649,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
650,NULL,NULL,Built-up,Non_Water,Non_Wetland,Water,Grassland,Wetland
651,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Grassland
652,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Wetland
653,NULL,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
654,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
655,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Grassland
656,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Wetland
657,NULL,NULL,Water,NULL,Water,Shrubland,Forest,Forest
658,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
659,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
660,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
661,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
662,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
663,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
664,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Water
