Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KTE_M_R
3161,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3162,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3163,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Grassland
3164,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
3165,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3166,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3167,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3168,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
3169,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3170,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
3171,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
3172,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
3173,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3174,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
3175,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3176,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3177,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
3178,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3179,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3180,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3181,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
3182,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
3183,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
3184,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3185,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3186,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3187,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,NULL,Forest
3188,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3189,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,Grassland,Forest
3190,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3191,Grassland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
3192,Grassland,NULL,Built-up,Water,Non_Wetland,NULL,Grassland,Water
3193,Grassland,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
3194,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3195,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
3196,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Grassland
3197,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Water
3198,Grassland,NULL,Water,NULL,Water,NULL,Grassland,Forest
3199,Grassland,NULL,Water,NULL,Water,NULL,Wetland,Water
3200,Grassland,NULL,Water,NULL,Water,NULL,Water,Grassland
3201,Grassland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3202,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
3203,Grassland,NULL,Water,NULL,Water,Water,Grassland,Grassland
3204,Grassland,NULL,Water,NULL,Water,Water,Grassland,Forest
3205,Grassland,NULL,Water,NULL,Water,Water,Wetland,Water
3206,Grassland,NULL,Water,NULL,Water,Water,Water,Water
3207,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
3208,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland,Water
3209,Grassland,NULL,Water,Non_Water,Water,NULL,Wetland,Water
3210,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Grassland
3211,Grassland,NULL,Water,Non_Water,Water,NULL,Water,Water
3212,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
3213,Grassland,NULL,Water,Non_Water,Water,Water,Grassland,Forest
3214,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
3215,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
3216,Grassland,NULL,Water,Water,Water,NULL,NULL,Forest
3217,Grassland,NULL,Water,Water,Water,NULL,Grassland,Grassland
3218,Grassland,NULL,Water,Water,Water,NULL,Grassland,Water
3219,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
3220,Grassland,NULL,Water,Water,Water,NULL,Wetland,Water
3221,Grassland,NULL,Water,Water,Water,NULL,Water,Forest
3222,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3223,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
3224,Grassland,NULL,Water,Water,Water,Water,NULL,Grassland
3225,Grassland,NULL,Water,Water,Water,Water,NULL,Water
3226,Grassland,NULL,Water,Water,Water,Water,Grassland,Grassland
3227,Grassland,NULL,Water,Water,Water,Water,Grassland,Water
3228,Grassland,NULL,Water,Water,Water,Water,Grassland,Forest
3229,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
3230,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
3231,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
3232,Grassland,NULL,Water,Water,Water,Water,Water,Water
3233,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3234,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3235,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
3236,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3237,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3238,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3239,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3240,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3241,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3242,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
3243,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
3244,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
3245,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
3246,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3247,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
3248,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3249,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3250,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3251,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3252,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3253,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3254,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3255,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3256,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3257,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
3258,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
3259,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3260,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3261,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3262,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3263,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3264,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3265,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3266,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3267,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3268,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3269,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3270,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3271,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3272,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3273,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3274,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3275,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3276,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3277,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3278,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3279,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
3280,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3281,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3282,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3283,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3284,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
3285,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
3286,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3287,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3288,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3289,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3290,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3291,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3292,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3293,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3294,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3295,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3296,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3297,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3298,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
3299,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
3300,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3301,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3302,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3303,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
3304,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
3305,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3306,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3307,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3308,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
3309,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3310,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3311,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3312,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3313,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3314,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
3315,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3316,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3317,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3318,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3319,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
3320,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Water
3321,Grassland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3322,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3323,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
3324,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3325,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3326,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3327,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
3328,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3329,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
3330,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
3331,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
3332,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
3333,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3334,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3335,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3336,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3337,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3338,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
3339,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3340,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
3341,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
3342,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3343,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
3344,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3345,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
3346,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
3347,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3348,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3349,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
3350,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3351,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
3352,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3353,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3354,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3355,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
3356,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3357,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
3358,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3359,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3360,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3361,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
3362,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3363,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3364,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3365,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3366,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3367,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3368,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3369,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
3370,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
3371,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3372,Grassland,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3373,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
3374,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
3375,Grassland,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3376,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
3377,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
3378,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Wetland
3379,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Water
3380,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3381,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water,Forest
3382,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Grassland
3383,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest,Forest
3384,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
3385,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Forest
3386,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
3387,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
3388,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3389,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Forest,Grassland
3390,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Grassland
3391,Grassland,NULL,Forest,Water,Non_Wetland,Water,NULL,Forest
3392,Grassland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
3393,Grassland,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3394,Grassland,NULL,Forest,Water,Non_Wetland,Forest,NULL,Forest
3395,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
3396,Grassland,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Forest
3397,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3398,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3399,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3400,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3401,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3402,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3403,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3404,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3405,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3406,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3407,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3408,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3409,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3410,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3411,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3412,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
3413,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3414,Grassland,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
3415,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3416,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3417,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3418,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3419,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
3420,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3421,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Grassland
3422,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3423,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3424,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3425,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3426,Grassland,Cropland,NULL,Water,Non_Wetland,NULL,Water,Water
3427,Grassland,Cropland,NULL,Water,Non_Wetland,Forest,Grassland,Grassland
3428,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3429,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3430,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3431,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3432,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3433,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3434,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3435,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3436,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3437,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3438,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3439,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3440,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3441,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3442,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3443,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3444,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3445,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
3446,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3447,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3448,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3449,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3450,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3451,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3452,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3453,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3454,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3455,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3456,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3457,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3458,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3459,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3460,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3461,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3462,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
3463,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3464,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3465,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3478,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
