Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGP_M_R
6254,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6255,Grassland,Forest,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6256,Grassland,Forest,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6257,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6258,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6259,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
6260,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
6261,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6262,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6263,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6264,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
6265,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
6266,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6267,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6268,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6269,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
6270,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
6271,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
6272,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
6273,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
6274,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6275,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6276,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6277,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6278,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6279,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6280,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6281,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6282,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6283,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6284,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6285,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6286,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6287,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6288,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6289,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6290,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6291,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6292,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6293,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6294,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6295,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
6296,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6297,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6298,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6299,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6300,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6301,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6302,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6303,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
6304,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Water,Grassland
6305,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6306,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
6307,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
6308,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
6309,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6310,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6311,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
6312,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
6313,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6314,Grassland,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
6315,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
6316,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
6317,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6318,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6319,Grassland,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6320,Grassland,Forest,Water,NULL,Water,Shrubland,Grassland,Grassland
6321,Grassland,Forest,Water,NULL,Water,Wetland,NULL,Forest
6322,Grassland,Forest,Water,NULL,Water,Wetland,Wetland,NULL
6323,Grassland,Forest,Water,NULL,Water,Wetland,Water,Grassland
6324,Grassland,Forest,Water,Water,Water,Shrubland,Water,Grassland
6325,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6326,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6327,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6328,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6329,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6330,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6331,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6332,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6333,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6334,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6335,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6336,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6337,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6338,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6339,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
6340,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
6341,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
6342,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6343,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6344,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6345,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6346,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
6347,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6348,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
6349,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6350,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6351,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6352,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6353,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6354,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6355,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6356,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6357,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6358,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
6359,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6360,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
6361,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6362,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6363,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6364,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6365,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
6366,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6367,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6368,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6369,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6370,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6371,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6372,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6373,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6374,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6375,Grassland,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6376,Grassland,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6377,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6378,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6379,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6380,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
6381,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6382,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6383,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6384,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6385,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
6386,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
6387,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6388,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
6389,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
6390,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
6391,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
6392,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6393,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
6394,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
6395,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6396,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6397,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6398,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
6399,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6400,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6401,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6402,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6403,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
6404,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6405,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6406,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6407,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6408,Cropland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6409,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6410,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6411,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
6412,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
6413,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
6414,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
6415,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6416,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6417,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
6418,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6419,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
6420,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
6421,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
6422,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6423,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
6424,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
6425,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
6426,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
6427,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
6428,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6429,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
6430,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6431,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6432,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
6433,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6434,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6435,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6436,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
6437,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
6438,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
6439,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
6440,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
6441,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Forest
6442,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
6443,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
6444,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
6445,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
6446,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
6447,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
6448,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
6449,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
6450,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
6451,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Built-up
6452,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
6453,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
6454,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
6455,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
6456,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
6457,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
6458,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6459,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
6460,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
6461,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6462,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Cropland
6463,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6464,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
6465,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
6466,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
6467,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
6468,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
6469,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
6470,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
6471,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
6472,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
6473,Cropland,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
6474,Cropland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
6475,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
6476,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
6477,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
6478,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6479,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
6480,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6481,Cropland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6482,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6483,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6484,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6485,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6486,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
6487,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6488,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6489,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6490,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6491,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
6492,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6493,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6494,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6495,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
6496,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
6497,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
6498,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6499,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
6500,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
6501,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
6502,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
6503,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6504,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
6505,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6506,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6507,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6508,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6509,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
6510,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
6511,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6512,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6513,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6514,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
6515,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6516,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6517,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6518,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
6519,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
6520,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6521,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
6522,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6523,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6524,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6525,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6526,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
6527,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
6528,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
6529,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6530,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6531,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6532,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6533,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
6534,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
6535,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6536,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6537,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6538,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6539,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6540,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
6541,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6542,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6543,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6544,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6545,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
6546,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
6547,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6548,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6549,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6550,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6551,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6552,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
6553,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
6554,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6555,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
6556,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
6557,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
6558,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
6559,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
6560,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
6561,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6562,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6563,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6564,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6565,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
6566,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6567,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
