Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVS_M_R
3218,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3219,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
3220,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3221,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3222,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3223,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3224,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
3225,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3226,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3227,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
3228,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3229,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3230,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3231,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3232,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3233,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3234,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3235,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
3236,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3237,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3238,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3239,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3240,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3241,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3242,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3243,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
3244,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3245,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3246,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3247,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
3248,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3249,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3250,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3251,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3252,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
3253,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3254,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3255,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3256,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3257,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
3258,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3259,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3260,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3261,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3262,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
3263,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3264,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3265,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3266,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3267,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3268,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3269,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
3270,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3271,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3272,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3273,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3274,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3275,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3276,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
3277,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3278,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3279,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
3280,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3281,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3282,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3283,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3284,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
3285,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
3286,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3287,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3288,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
3289,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
3290,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3291,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3292,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3293,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
3294,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3295,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3296,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
3297,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3298,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3299,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
3300,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3301,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3302,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3303,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3304,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
3305,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3306,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3307,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3308,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3309,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3310,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3311,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3312,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
3313,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3314,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3315,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3316,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
3317,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
3318,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
3319,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
3320,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3321,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3322,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
3323,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
3324,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3325,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
3326,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
3327,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3328,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
3329,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
3330,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
3331,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
3332,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
3333,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
3334,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3335,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3336,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
3337,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3338,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
3339,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
3340,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
3341,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
3342,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,NULL,Water
3343,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
3344,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
3345,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
3346,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
3347,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3348,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
3349,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
3350,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
3351,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3352,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3353,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3354,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3355,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3356,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
3357,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3358,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3359,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3360,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3361,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
3362,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3363,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3364,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3365,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
3366,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3367,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
3368,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
3369,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3370,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
3371,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Water
3372,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
3373,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
3374,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3375,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
3376,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
3377,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
3378,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
3379,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3380,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3381,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3382,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
3383,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3384,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3385,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
3386,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
3387,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3388,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
3389,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
3390,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
3391,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3392,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3393,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3394,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
3395,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
3396,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3397,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3398,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3399,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3400,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3401,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
3402,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3403,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
3404,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
3405,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
3406,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
3407,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
3408,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
3409,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
3410,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
3411,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
3412,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
3413,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
3414,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
3415,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3416,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
3417,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
3418,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
3419,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Built-up,Bareland
3420,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
3421,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Water
3422,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
3423,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3424,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
3425,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
3426,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
3427,NULL,Cropland,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
3428,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
3429,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
3430,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3431,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
3432,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
3433,NULL,Cropland,Shrubland,Water,Non_Wetland,Bareland,Built-up,Water
3434,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
3435,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Water
3436,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
3437,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Grassland,Water
3438,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3439,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3440,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3441,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3442,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3443,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3444,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3445,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3446,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3447,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3448,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3449,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3450,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3451,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3452,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3453,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3454,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3455,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3456,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3457,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3458,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3459,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
3460,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3461,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3462,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3463,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3464,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3465,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3466,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3467,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3468,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3469,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3470,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3471,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3472,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3473,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
3474,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3475,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
3476,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3477,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
3478,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3479,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3480,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3481,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3482,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3483,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3484,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
3485,NULL,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3486,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3487,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3488,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3489,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3490,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Cropland
3491,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3492,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3493,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3494,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3495,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
3496,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
3497,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3498,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
3499,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Water
3500,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
3501,NULL,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
3502,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
3503,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3504,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3505,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3506,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
3507,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3508,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3509,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3510,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3511,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3512,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3513,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
3514,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3515,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3516,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Water
3517,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3518,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3519,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3520,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3521,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
3522,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3523,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3524,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
3525,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3526,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
3527,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
