Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLU_M_R
4623,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4624,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4625,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4626,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4627,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4628,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
4629,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4630,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4631,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4632,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4633,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4634,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4635,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4636,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4637,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4638,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4639,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4640,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
4641,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4642,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4643,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
4644,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
4645,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4646,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4647,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4648,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4649,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4650,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4651,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4652,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4653,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4654,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4655,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4656,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4657,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4658,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
4659,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
4660,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
4661,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4662,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4663,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4664,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4665,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4666,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4667,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
4668,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
4669,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4670,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4671,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4672,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4673,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
4674,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
4675,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4676,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4677,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4678,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4679,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4680,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4681,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4682,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4683,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4684,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4685,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
4686,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4687,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4688,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4689,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4690,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
4691,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
4692,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
4693,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
4694,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4695,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4696,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4697,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
4698,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
4699,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4700,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
4701,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4702,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
4703,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4704,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4705,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4706,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4707,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4708,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
4709,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
4710,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4711,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
4712,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
4713,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4714,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4715,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4716,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4717,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4718,NULL,Forest,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
4719,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
4720,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4721,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4722,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4723,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4724,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
4725,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4726,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4727,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4728,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4729,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4730,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
4731,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4732,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4733,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4734,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4735,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
4736,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4737,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4738,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
4739,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4740,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
4741,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4742,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
4743,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Water,NULL
4744,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
4745,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4746,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
4747,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4748,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4749,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4750,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
4751,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
4752,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
4753,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4754,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4755,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4756,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4757,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4758,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4759,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4760,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4761,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4762,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4763,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4764,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4765,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
4766,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4767,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4768,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
4769,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
4770,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
4771,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4772,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4773,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4774,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4775,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4776,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4777,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
4778,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
4779,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
4780,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4781,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4782,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4783,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4784,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4785,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4786,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4787,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4788,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4789,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
4790,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
4791,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
4792,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
4793,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4794,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
4795,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4796,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
4797,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
4798,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4799,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
4800,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4801,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4802,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4803,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4804,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4805,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4806,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4807,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
4808,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4809,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4810,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4811,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4812,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4813,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,NULL
4814,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4815,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
4816,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
4817,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4818,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4819,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
4820,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
4821,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4822,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
4823,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4824,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
4825,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4826,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
4827,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
4828,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4829,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4830,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4831,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
4832,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4833,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4834,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
4835,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Wetland
4836,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4837,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4838,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4839,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Wetland
4840,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4841,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4842,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4843,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
4844,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
4845,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4846,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4847,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4848,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4849,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4850,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
4851,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Water
4852,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
4853,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
4854,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
4855,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Wetland
4856,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
4857,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,NULL
4858,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4859,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Wetland
4860,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
4861,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
4862,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
4863,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Water
4864,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,NULL
4865,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4866,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
4867,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4868,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4869,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4870,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4871,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
4872,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4873,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Cropland
4874,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Water
4875,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4876,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Water,Forest
4877,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4878,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4879,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
4880,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4881,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4882,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4883,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4884,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
4885,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,NULL
4886,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4887,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4888,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Wetland
4889,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Bareland,Water
4890,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,NULL
4891,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
4892,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4893,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4894,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4895,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4896,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4897,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4898,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4899,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4900,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4901,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4902,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4903,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,NULL
4904,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4905,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4906,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
4907,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
4908,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4909,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4910,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4911,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4912,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4913,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,NULL
4914,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
4915,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,NULL
4916,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4917,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,NULL
4918,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
4919,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
4920,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4921,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
4922,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
4923,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
4924,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
4925,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4926,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
4927,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Bareland,Water
4928,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4929,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4930,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4931,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4932,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
4933,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4934,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4935,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
4936,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4937,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4938,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4939,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4940,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4941,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4942,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4943,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4944,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4945,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4946,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
4947,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
