Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDG_M_R
1227,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1228,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1229,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1230,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1231,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1236,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1237,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1238,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1239,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1240,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1241,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1242,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1243,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1244,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1245,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1246,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1247,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1248,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1249,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1250,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1251,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1252,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1253,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1254,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1258,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1259,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1260,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1261,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1262,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1263,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1264,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1266,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1267,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1268,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1269,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1270,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1271,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1273,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1274,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1275,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1276,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1277,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1278,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1279,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1280,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1281,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1282,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1283,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1284,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1285,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1286,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1287,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1288,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1289,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1290,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1291,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1292,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1293,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1294,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1295,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1297,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1298,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1300,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1301,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1302,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1304,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1305,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1306,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1307,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1308,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1310,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1311,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1312,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1313,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1314,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1315,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1316,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1317,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1318,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1319,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1320,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1321,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1322,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1323,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1324,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1325,Wetland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1326,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
1327,Wetland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1328,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1329,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1330,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
1331,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1332,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
1333,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
1334,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1335,Wetland,NULL,Water,Water,Water,NULL,NULL,Forest
1336,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1338,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1339,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1340,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1341,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1342,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1343,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1344,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1345,Wetland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1346,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1347,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1348,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1349,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1350,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1351,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1352,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1353,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1354,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1355,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1356,Wetland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1357,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1358,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1359,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1360,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1361,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1362,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1363,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1364,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1365,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Wetland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1367,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1370,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1371,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1372,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Water
1373,Wetland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1374,Wetland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1375,Wetland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1376,Wetland,Cropland,Water,Water,Water,NULL,NULL,Water
1377,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1378,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1379,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1380,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1381,Wetland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1382,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1383,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1384,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1385,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1386,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1387,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1388,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1389,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1391,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1392,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1393,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1394,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1395,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1396,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1397,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1399,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1400,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1401,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1402,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1403,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1404,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1405,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1406,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1407,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1408,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1409,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1410,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1411,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1412,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1413,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1414,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1415,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1416,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1417,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1418,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1419,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1420,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1421,Wetland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1422,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1423,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Forest
1424,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1425,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1426,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1427,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1428,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1429,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1430,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
1431,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1432,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1433,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1434,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1435,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1436,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1438,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1439,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1440,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1441,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1442,Wetland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1443,Wetland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1444,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1445,Wetland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1446,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1447,Wetland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1448,Wetland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1449,Wetland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1450,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Wetland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1452,Wetland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1453,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1454,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1455,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1456,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1457,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1458,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1459,Wetland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1460,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1461,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1462,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1463,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1464,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1465,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1466,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1467,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1468,Wetland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1469,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1470,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1471,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1472,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1473,Wetland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1474,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1475,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1476,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1477,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1478,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1479,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1480,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1481,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1482,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1483,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1484,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1485,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1486,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1487,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1488,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1489,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1491,Wetland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1492,Wetland,Water,Water,NULL,Water,NULL,NULL,Grassland
1493,Wetland,Water,Water,NULL,Water,NULL,NULL,Water
1494,Wetland,Water,Water,NULL,Water,NULL,NULL,Forest
1495,Wetland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1496,Wetland,Water,Water,Water,Water,NULL,NULL,Grassland
1497,Wetland,Water,Water,Water,Water,NULL,NULL,Wetland
1498,Wetland,Water,Water,Water,Water,NULL,NULL,Water
1499,Wetland,Water,Water,Water,Water,NULL,NULL,Forest
1500,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1502,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1503,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1504,Wetland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1505,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1506,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1507,Wetland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1508,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1509,Wetland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1510,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1511,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1512,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1513,Wetland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1514,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1515,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1516,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1517,Wetland,Forest,Water,NULL,Water,NULL,NULL,Forest
1518,Wetland,Forest,Water,Water,Water,NULL,NULL,Wetland
1519,Wetland,Forest,Water,Water,Water,NULL,NULL,Water
1520,Wetland,Forest,Water,Water,Water,NULL,NULL,Forest
1521,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1522,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1525,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1526,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1527,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1529,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1530,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1531,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1532,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1533,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1534,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1535,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1537,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1538,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1539,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1540,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1541,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1542,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1543,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1544,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1545,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1546,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1547,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1548,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1549,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1550,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1551,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1553,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1555,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1556,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1557,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1558,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1559,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1560,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1561,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1562,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1563,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1564,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1565,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1566,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1567,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1568,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1569,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
