Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDU_M_R
3245,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3246,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
3247,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
3248,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
3249,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
3250,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
3251,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
3252,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
3253,Cropland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
3254,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3255,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
3256,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3257,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3258,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3259,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3260,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3261,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3262,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3263,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3264,Cropland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3265,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3266,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3267,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3268,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3269,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3270,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3271,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3272,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3273,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3274,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3275,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3276,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3277,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3278,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3279,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3280,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3281,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3282,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3283,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3284,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3285,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
3286,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
3287,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
3288,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3289,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3290,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
3291,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
3292,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
3293,Cropland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
3294,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
3295,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3296,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3297,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
3298,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3299,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
3300,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3301,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3302,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3303,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3304,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3305,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3306,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3307,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3308,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3309,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3310,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3311,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3312,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3313,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
3314,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3315,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3316,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3317,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3318,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3319,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3320,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3321,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3322,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3323,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3324,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
3325,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3326,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3327,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3328,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
3329,Cropland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
3330,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3331,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3332,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3333,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3334,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3335,Cropland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3336,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3337,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3338,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3339,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3340,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
3341,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3342,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3343,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3344,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3345,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3346,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3347,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
3348,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
3349,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
3350,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
3351,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
3352,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
3353,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
3354,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
3355,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
3356,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
3357,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3358,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3359,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3360,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3361,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3362,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3363,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3364,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3365,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3366,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3367,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3368,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3369,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3370,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3371,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
3372,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3373,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3374,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3375,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3376,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3377,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3378,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3379,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3380,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3381,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3382,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
3383,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
3384,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3385,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3386,Cropland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3387,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
3388,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
3389,Cropland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
3390,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3391,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3392,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3393,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3394,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3395,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
3396,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3397,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
3398,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
3399,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
3400,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
3401,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
3402,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3403,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
3404,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
3405,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
3406,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
3407,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
3408,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3409,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
3410,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3411,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3412,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
3413,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3414,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3415,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
3416,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3417,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
3418,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
3419,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
3420,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3421,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
3422,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3423,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
3424,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
3425,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
3426,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
3427,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
3428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3429,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
3430,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3431,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3432,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
3433,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
3434,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
3435,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
3436,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3437,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
3438,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
3439,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Cropland
3440,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3441,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
3442,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
3443,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3444,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3445,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
3446,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
3447,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
3448,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
3449,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3450,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
3451,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3452,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
3453,Cropland,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Forest
3454,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3455,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
3456,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3457,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3458,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3459,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
3460,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
3461,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
3462,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
3463,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
3464,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
3465,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
3466,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3467,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
3468,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
3469,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
3470,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
3471,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3472,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Grassland
3473,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
3474,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
3475,Cropland,NULL,Water,NULL,Water,Grassland,NULL,Grassland
3476,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
3477,Cropland,NULL,Water,Water,Water,NULL,Bareland,Forest
3478,Cropland,NULL,Water,Water,Water,NULL,Water,Water
3479,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3480,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3481,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3482,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3483,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3484,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3485,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3486,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3487,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
3488,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3489,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
3490,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
3491,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
3492,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
3493,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3494,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3495,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3496,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3497,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3498,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3499,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3500,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3501,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3502,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3503,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3504,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3505,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3506,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3507,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3508,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3509,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3510,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3511,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3512,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3513,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3514,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3515,Cropland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3516,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
3517,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
3518,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
3519,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
3520,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
3521,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3522,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3523,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
3524,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
3525,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
3526,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3527,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
3528,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3529,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3530,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3531,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3532,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3533,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
3534,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3535,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
3536,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
3537,Cropland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3538,Cropland,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3539,Cropland,NULL,Forest,Water,Non_Wetland,Water,NULL,Cropland
3540,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3541,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3542,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3543,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
3544,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3545,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
3546,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3547,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3548,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3549,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3550,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3551,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
3552,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3553,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3554,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Cropland
3555,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Built-up
3556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
3558,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
3559,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
3560,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
3561,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Grassland
3562,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Cropland
3563,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Water
3564,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Water,Forest
3565,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3566,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3567,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
