Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQM_M_R
1450,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
1451,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1452,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1453,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1454,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1455,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
1456,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1457,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1458,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1459,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1460,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
1461,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1462,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1463,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1464,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1465,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1466,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
1467,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1468,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1469,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1470,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1471,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Bareland,Grassland
1472,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
1473,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
1474,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
1475,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1476,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1477,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1478,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
1479,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1480,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Water
1481,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1482,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1483,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1484,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1485,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1486,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1487,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
1488,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,NULL
1489,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
1490,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1491,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
1492,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1493,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1494,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1495,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1496,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1497,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1498,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1499,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1500,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1501,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
1502,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
1503,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1504,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Built-up
1505,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Water,Forest
1506,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1507,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
1508,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
1509,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1510,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1511,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
1512,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
1513,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
1514,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1515,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1516,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1517,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1518,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1519,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1520,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1521,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1522,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1523,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1524,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1525,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1526,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
1527,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Water
1528,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1529,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1530,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1531,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
1532,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1533,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1534,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1535,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Water
1536,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
1537,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,NULL
1538,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1539,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
1540,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Bareland
1541,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Water
1542,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1543,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1544,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
1545,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1546,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Bareland
1547,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
1548,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1549,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1550,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1551,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
1552,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1553,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Bareland
1554,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1555,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1556,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1557,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1558,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
1559,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1560,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1561,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
1562,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Cropland
1563,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
1564,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
1565,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Wetland
1566,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Built-up,Wetland
1567,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1568,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1569,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Bareland
1570,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1571,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
1572,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1573,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
1574,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
1575,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1576,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1577,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
1578,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Water
1579,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1580,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1582,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1583,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1584,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1585,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
1586,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1587,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1588,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1589,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,NULL
1590,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1591,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1592,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1593,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Cropland
1594,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1595,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1596,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
1597,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1598,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,NULL
1599,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1600,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Wetland
1601,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1602,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Water
1603,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,NULL
1604,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1605,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
1606,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Bareland
1607,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Water
1608,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1609,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1610,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
1611,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
1612,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Water
1613,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1614,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1615,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1616,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
1617,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,NULL
1618,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1619,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
1620,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
1621,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1622,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1623,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1624,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1625,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1626,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1627,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1628,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Bareland
1629,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1630,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1631,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1632,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
1633,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
1634,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
1635,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1636,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
1637,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1638,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Water
1639,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1640,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1641,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
1642,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Bareland
1643,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1644,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
1645,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1646,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1647,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1648,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1649,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1650,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1651,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1652,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1653,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1654,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1655,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1656,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1657,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1658,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1659,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
1660,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1661,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
1662,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
1663,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
1664,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1665,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1666,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
1667,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1668,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Water
1669,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1670,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1671,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1672,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1673,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1674,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1675,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
1676,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1677,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1678,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1679,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Water
1680,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
1681,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
1682,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Built-up,Grassland
1683,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
1684,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1685,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Cropland
1686,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1687,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
1688,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
1689,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
1690,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
1691,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
1692,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
1693,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1694,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1695,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Wetland
1696,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1697,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
1698,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1699,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1700,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
1701,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1702,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
1703,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
1704,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
1705,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
1706,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Water
1707,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
1708,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1709,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1710,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1711,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
1712,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Cropland
1713,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
1714,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1715,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1716,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1717,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
1718,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1719,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
1720,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
1721,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1722,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
1723,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1724,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1725,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1726,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1727,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1728,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
1729,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1730,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
1731,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1732,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Water
1733,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1734,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
1735,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
1736,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,NULL
1737,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Wetland
1738,NULL,NULL,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1739,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1740,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Grassland
1741,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
1742,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Water
1743,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,Forest
1744,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Water,Wetland
1745,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,NULL
1746,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
1747,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1748,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1749,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1750,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1751,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1752,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1753,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1754,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1755,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1756,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
1757,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1758,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1759,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1760,NULL,NULL,Wetland,Water,Wetland,NULL,Built-up,Grassland
1761,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1762,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Cropland
1763,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1764,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1765,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1766,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1767,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1768,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1769,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1770,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Forest
1771,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1772,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1773,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1774,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1775,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1776,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,NULL
1777,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1778,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1779,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Water
1780,NULL,NULL,Wetland,Water,Wetland,Shrubland,Wetland,Wetland
1781,NULL,NULL,Wetland,Water,Wetland,Shrubland,Bareland,Water
1782,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1783,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1784,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Cropland
1785,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Wetland
1786,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Water
1787,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1788,NULL,NULL,Wetland,Water,Wetland,Shrubland,Forest,Grassland
1789,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1790,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
1791,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1792,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,NULL
1793,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1794,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
