Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGB_M_R
1461,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1462,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1463,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1464,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1465,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1466,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1467,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1468,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
1469,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
1470,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
1471,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
1472,Forest,Water,Water,Non_Water,Water,Water,NULL,Water
1473,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
1474,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1475,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1476,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
1477,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1478,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1479,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1480,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1481,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
1482,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1483,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1484,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1485,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1486,Forest,Water,Water,Water,Water,NULL,NULL,Water
1487,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1488,Forest,Water,Water,Water,Water,NULL,Wetland,Water
1489,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1490,Forest,Water,Water,Water,Water,NULL,Water,Water
1491,Forest,Water,Water,Water,Water,NULL,Water,Forest
1492,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
1493,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
1494,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
1495,Forest,Water,Water,Water,Water,Wetland,Water,Water
1496,Forest,Water,Water,Water,Water,Wetland,Water,Forest
1497,Forest,Water,Water,Water,Water,Water,NULL,Water
1498,Forest,Water,Water,Water,Water,Water,Wetland,Water
1499,Forest,Water,Water,Water,Water,Water,Wetland,Forest
1500,Forest,Water,Water,Water,Water,Water,Water,Grassland
1501,Forest,Water,Water,Water,Water,Water,Water,Wetland
1502,Forest,Water,Water,Water,Water,Water,Water,Water
1503,Forest,Water,Water,Water,Water,Water,Water,Forest
1504,Forest,Water,Water,Water,Water,Water,Forest,Water
1505,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
1506,Forest,Water,Water,Water,Water,Forest,Water,Forest
1507,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1509,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1510,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1511,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1512,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
1513,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1514,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1515,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1516,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1517,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1518,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1519,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1520,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1521,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1522,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1523,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1524,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1525,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1526,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1527,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1528,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
1529,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
1530,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1531,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1532,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1533,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
1534,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1535,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1536,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1537,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1538,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1539,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1540,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1541,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
1542,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1543,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1544,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1545,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1546,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1547,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1548,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1549,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1550,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1551,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1552,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1553,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1554,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1555,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1556,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1557,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1558,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1559,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1560,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1561,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
1562,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1563,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1564,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1565,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1566,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1567,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1568,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1569,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1570,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1571,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1572,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1573,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1574,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1575,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1576,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1577,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
1578,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1579,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1580,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1581,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
1582,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1583,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1584,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
1585,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
1586,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1587,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1588,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1589,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1590,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1591,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
1592,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
1593,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1594,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1595,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1596,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1597,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Water
1598,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1599,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
1600,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1601,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1602,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1603,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1604,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1605,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1606,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1607,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1608,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1609,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1610,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1611,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1612,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1613,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1614,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1615,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1616,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
1617,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1618,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1619,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1620,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1621,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1622,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1623,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1624,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1625,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1626,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1627,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1628,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1629,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
1630,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1631,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1632,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1633,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1634,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1635,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1636,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1637,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1638,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1639,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1640,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1641,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1642,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1643,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1644,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1645,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1646,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1647,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1648,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1649,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1650,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1651,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1652,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1653,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Built-up
1654,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1655,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1656,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1657,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
1658,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1659,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1660,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1661,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1662,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1663,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Water,Forest
1664,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1665,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1666,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1667,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1668,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1669,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1670,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Water,Forest
1671,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1672,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1673,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1674,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1675,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1676,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1677,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
1678,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1679,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1680,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1681,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1682,Forest,Forest,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1683,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1684,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1685,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1686,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1687,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1688,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1689,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1690,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1691,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1692,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1693,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1694,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1695,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1696,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1697,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1698,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1699,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1700,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
1701,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
1702,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1703,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
1704,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1705,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1706,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1707,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1708,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1709,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1710,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1711,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1712,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1713,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
1714,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1715,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1716,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1717,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1718,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1719,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,NULL
1720,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1721,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
1722,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Water
1723,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1724,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1725,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1726,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1727,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1728,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1729,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Grassland
1730,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1731,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1732,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1733,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
1734,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1735,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,NULL
1736,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1737,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1738,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1739,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1740,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1741,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1742,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1743,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1744,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1745,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1746,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1747,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1748,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1749,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
1750,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1751,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1752,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1753,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1754,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1755,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1756,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1757,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1758,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1759,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1760,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1761,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1762,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1763,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
1764,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1765,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1766,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1767,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1768,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1769,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1770,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
1771,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1772,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1773,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1774,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1775,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1776,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1777,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1778,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1779,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1780,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1781,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1782,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1783,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1784,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1785,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1786,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Grassland
1787,Forest,Forest,Wetland,Water,Wetland,Wetland,NULL,Forest
1788,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1789,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1790,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1791,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1792,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1793,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1794,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1795,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1796,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1797,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1798,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1799,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1800,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1801,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1802,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1803,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1804,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1805,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1806,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1807,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
1808,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Built-up
1809,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1810,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1811,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1812,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1813,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Wetland,Forest
1814,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1815,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1816,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1817,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1818,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
