Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQK_M_R
1132,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
1133,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1134,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
1135,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
1136,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1137,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1138,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1139,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
1140,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1141,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1142,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
1143,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1144,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1145,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1146,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1147,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1148,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1149,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1150,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1151,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1152,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
1153,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1154,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1155,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1156,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1157,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1158,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1159,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1160,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1161,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1162,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1163,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
1164,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1165,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1166,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1167,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1168,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
1169,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
1170,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1171,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
1172,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Wetland
1173,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
1174,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
1175,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1176,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
1177,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1178,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1179,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Wetland
1180,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
1181,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1182,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
1183,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1184,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1185,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1186,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
1187,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1188,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1189,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1190,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1191,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
1192,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1193,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1194,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1195,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1196,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
1197,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
1198,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
1199,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
1200,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
1201,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Water
1202,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
1203,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
1204,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
1205,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
1206,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
1207,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1208,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
1209,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
1210,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
1211,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Built-up
1212,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
1213,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
1214,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
1215,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
1216,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
1217,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
1218,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
1219,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
1220,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
1221,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Bareland
1222,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Water,Water
1223,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
1224,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1225,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
1226,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
1227,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1228,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1229,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1230,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
1231,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
1232,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1233,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1234,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1235,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1236,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1237,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1238,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1239,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1240,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1241,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1242,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
1243,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
1244,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
1245,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1246,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1247,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
1248,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
1249,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
1250,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
1251,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,NULL
1252,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1253,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
1254,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
1255,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
1256,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
1257,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
1258,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
1259,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
1260,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Bareland
1261,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
1262,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1263,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1264,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1265,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
1266,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
1267,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Water
1268,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1269,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1270,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1271,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1272,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
1273,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1274,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1275,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1276,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1277,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
1278,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
1279,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
1280,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1281,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1282,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
1283,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Bareland
1284,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
1285,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Cropland
1286,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Water
1287,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
1288,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1289,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
1290,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
1291,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
1292,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1293,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1294,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1295,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1296,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
1297,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1298,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1299,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1300,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1301,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1302,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1303,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
1304,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
1305,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1306,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1307,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1308,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
1309,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Wetland
1310,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1311,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Wetland
1312,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
1313,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1314,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1315,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
1316,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
1317,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
1318,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
1319,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
1320,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1321,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1322,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
1323,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
1324,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1325,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1326,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
1327,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
1328,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1329,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Water
1330,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1331,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1332,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1333,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
1335,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1336,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1337,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1338,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1339,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
1340,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,NULL
1341,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1342,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Wetland
1343,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1344,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Water
1345,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
1346,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
1347,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1348,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
1349,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Wetland
1350,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
1351,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1352,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
1353,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Wetland
1354,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1355,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
1356,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1357,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
1358,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
1359,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1360,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1361,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1362,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
1363,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
1364,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Bareland
1365,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
1366,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1367,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
1368,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
1369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1370,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
1371,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,NULL
1372,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Grassland
1373,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Wetland
1374,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Bareland,Bareland
1375,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Built-up,NULL
1376,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1377,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
1378,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
1379,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1380,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Bareland
1381,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1382,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
1383,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1384,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
1385,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
1386,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
1387,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
1388,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1389,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
1390,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1391,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1392,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1393,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1394,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1395,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
1396,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
1397,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
1398,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1399,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1400,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1401,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1402,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1403,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Grassland
1404,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Bareland,Water
1405,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
1406,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Wetland
1407,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Built-up,Water
1408,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
1409,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
1410,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Bareland
1411,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,NULL
1412,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1413,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
1414,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1415,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Bareland
1416,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Water
1417,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
1418,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1419,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1420,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1421,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Water
1422,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1423,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1424,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
1425,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1426,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Bareland
1427,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1428,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Wetland
1429,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Built-up,Water
1430,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
1431,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Cropland
1432,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
1433,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Water
1434,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1435,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1436,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1437,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Water
1438,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
1439,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1440,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1441,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1442,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1443,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1444,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
1445,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Grassland
1446,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Built-up,Wetland
1447,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Bareland
1448,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
1449,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1450,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
1451,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Grassland
1452,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Grassland,Wetland
