Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NPN_M_R
384,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Forest
385,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL
386,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
387,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
388,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
389,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
390,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Grassland
391,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,Forest
392,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Grassland
393,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Bareland
394,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Water
395,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Forest
396,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
397,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland
398,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up
399,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water
400,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
401,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Grassland
402,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland
403,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Forest
404,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
405,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Bareland
406,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Water
407,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Forest
408,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland
409,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland
410,NULL,Built-up,Wetland,NULL,Wetland,NULL,Bareland
411,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up
412,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water
413,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest
414,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Forest
415,NULL,Built-up,Wetland,Water,Wetland,NULL,Grassland
416,NULL,Built-up,Wetland,Water,Wetland,NULL,Bareland
417,NULL,Built-up,Wetland,Water,Wetland,NULL,Water
418,NULL,Built-up,Wetland,Water,Wetland,NULL,Forest
419,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
420,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland
421,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up
422,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest
423,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Grassland
424,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Bareland
425,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,Forest
426,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Grassland
427,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Bareland
428,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Water
429,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,Forest
430,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
431,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland
432,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
433,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Water
434,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest
435,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Grassland
436,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Bareland
437,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up
438,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Forest
439,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Grassland
440,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Bareland
441,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Built-up
442,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,Forest
443,NULL,Built-up,Water,NULL,Water,NULL,Grassland
444,NULL,Built-up,Water,NULL,Water,NULL,Bareland
445,NULL,Built-up,Water,NULL,Water,NULL,Water
446,NULL,Built-up,Water,NULL,Water,NULL,Forest
447,NULL,Built-up,Water,Non_Water,Water,NULL,Grassland
448,NULL,Built-up,Water,Non_Water,Water,NULL,Water
449,NULL,Built-up,Water,Non_Water,Water,NULL,Forest
450,NULL,Built-up,Water,Water,Water,NULL,Grassland
451,NULL,Built-up,Water,Water,Water,NULL,Bareland
452,NULL,Built-up,Water,Water,Water,NULL,Built-up
453,NULL,Built-up,Water,Water,Water,NULL,Water
454,NULL,Built-up,Water,Water,Water,NULL,Forest
455,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL
456,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
457,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland
458,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
459,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water
460,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
461,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Grassland
462,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Bareland
463,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Forest
464,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Grassland
465,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Bareland
466,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Water
467,NULL,Built-up,Forest,Water,Non_Wetland,NULL,Forest
468,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland
469,NULL,Water,NULL,NULL,Non_Wetland,NULL,Bareland
470,NULL,Water,NULL,NULL,Non_Wetland,NULL,Forest
471,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Grassland
472,NULL,Water,NULL,Water,Non_Wetland,NULL,Grassland
473,NULL,Water,NULL,Water,Non_Wetland,NULL,Bareland
474,NULL,Water,NULL,Water,Non_Wetland,NULL,Water
475,NULL,Water,NULL,Water,Non_Wetland,NULL,Forest
476,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland
477,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland
478,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water
479,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Forest
480,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
481,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
482,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water
483,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest
484,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Grassland
485,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Bareland
486,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Water
487,NULL,Water,Shrubland,Water,Non_Wetland,NULL,Forest
488,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Grassland
489,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Bareland
490,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Water
491,NULL,Water,Grassland,NULL,Non_Wetland,NULL,Forest
492,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Grassland
493,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,Water
494,NULL,Water,Grassland,Water,Non_Wetland,NULL,Grassland
495,NULL,Water,Grassland,Water,Non_Wetland,NULL,Bareland
496,NULL,Water,Grassland,Water,Non_Wetland,NULL,Water
497,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Grassland
498,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Bareland
499,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Water
500,NULL,Water,Cropland,NULL,Non_Wetland,NULL,Forest
501,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Grassland
502,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland
503,NULL,Water,Cropland,Non_Water,Non_Wetland,NULL,Water
504,NULL,Water,Cropland,Water,Non_Wetland,NULL,Grassland
505,NULL,Water,Cropland,Water,Non_Wetland,NULL,Bareland
506,NULL,Water,Cropland,Water,Non_Wetland,NULL,Water
507,NULL,Water,Cropland,Water,Non_Wetland,NULL,Forest
508,NULL,Water,Wetland,NULL,Wetland,NULL,Grassland
509,NULL,Water,Wetland,NULL,Wetland,NULL,Water
510,NULL,Water,Wetland,NULL,Wetland,NULL,Forest
511,NULL,Water,Wetland,Non_Water,Wetland,NULL,Grassland
512,NULL,Water,Wetland,Non_Water,Wetland,NULL,Bareland
513,NULL,Water,Wetland,Non_Water,Wetland,NULL,Water
514,NULL,Water,Wetland,Non_Water,Wetland,NULL,Forest
515,NULL,Water,Wetland,Water,Wetland,NULL,Grassland
516,NULL,Water,Wetland,Water,Wetland,NULL,Bareland
517,NULL,Water,Wetland,Water,Wetland,NULL,Water
518,NULL,Water,Wetland,Water,Wetland,NULL,Forest
519,NULL,Water,Bareland,NULL,Non_Wetland,NULL,Grassland
520,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,Bareland
521,NULL,Water,Bareland,Water,Non_Wetland,NULL,Grassland
522,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Grassland
523,NULL,Water,Built-up,NULL,Non_Wetland,NULL,Water
524,NULL,Water,Built-up,Non_Water,Non_Wetland,NULL,Grassland
525,NULL,Water,Built-up,Water,Non_Wetland,NULL,Bareland
526,NULL,Water,Water,NULL,Water,NULL,Grassland
527,NULL,Water,Water,NULL,Water,NULL,Bareland
528,NULL,Water,Water,NULL,Water,NULL,Water
529,NULL,Water,Water,NULL,Water,NULL,Forest
530,NULL,Water,Water,Non_Water,Water,NULL,Grassland
531,NULL,Water,Water,Non_Water,Water,NULL,Bareland
532,NULL,Water,Water,Water,Water,NULL,Grassland
533,NULL,Water,Water,Water,Water,NULL,Bareland
534,NULL,Water,Water,Water,Water,NULL,Water
535,NULL,Water,Water,Water,Water,NULL,Forest
536,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL
537,NULL,Water,Forest,NULL,Non_Wetland,NULL,Grassland
538,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland
539,NULL,Water,Forest,NULL,Non_Wetland,NULL,Water
540,NULL,Water,Forest,NULL,Non_Wetland,NULL,Forest
541,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland
542,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Water
543,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,Forest
544,NULL,Water,Forest,Water,Non_Wetland,NULL,Grassland
545,NULL,Water,Forest,Water,Non_Wetland,NULL,Wetland
546,NULL,Water,Forest,Water,Non_Wetland,NULL,Bareland
547,NULL,Water,Forest,Water,Non_Wetland,NULL,Water
548,NULL,Water,Forest,Water,Non_Wetland,NULL,Forest
549,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland
550,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest
551,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland
552,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland
553,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland
554,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest
555,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
556,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Grassland
557,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Bareland
558,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,Water
559,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland
560,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Bareland
561,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up
562,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest
563,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Bareland
564,NULL,Forest,Grassland,Water,Non_Wetland,NULL,Grassland
565,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland
566,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland
567,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Water
568,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest
569,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Bareland
570,NULL,Forest,Cropland,Water,Non_Wetland,NULL,Forest
571,NULL,Forest,Wetland,NULL,Wetland,NULL,Grassland
572,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest
573,NULL,Forest,Wetland,Non_Water,Wetland,NULL,Grassland
574,NULL,Forest,Wetland,Water,Wetland,NULL,Grassland
575,NULL,Forest,Wetland,Water,Wetland,NULL,Water
576,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Grassland
577,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Bareland
578,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland
579,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Forest
580,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland
581,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland
582,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Built-up
583,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest
584,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland
585,NULL,Forest,Forest,Water,Non_Wetland,NULL,Bareland
586,NULL,Forest,Forest,Water,Non_Wetland,NULL,Forest
587,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland
588,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland
589,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest
590,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Grassland
591,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL
592,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland
593,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland
594,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland
595,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up
596,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Water
597,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest
598,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
599,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland
600,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water
601,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest
602,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland
603,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland
604,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland
605,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Water
606,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Forest
607,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL
608,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland
609,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland
610,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up
611,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest
612,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland
613,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest
614,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Grassland
615,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Wetland
616,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Water
617,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,Forest
618,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland
619,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland
620,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland
621,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up
622,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water
623,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest
624,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland
625,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland
626,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland
627,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water
628,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Forest
629,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland
630,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland
631,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water
632,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest
633,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland
634,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water
635,Grassland,NULL,Wetland,Water,Wetland,NULL,Grassland
636,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland
637,Grassland,NULL,Wetland,Water,Wetland,NULL,Bareland
638,Grassland,NULL,Wetland,Water,Wetland,NULL,Water
639,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland
640,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland
641,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland
642,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland
643,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up
644,Grassland,NULL,Water,NULL,Water,NULL,Grassland
645,Grassland,NULL,Water,NULL,Water,NULL,Water
646,Grassland,NULL,Water,NULL,Water,NULL,Forest
647,Grassland,NULL,Water,Non_Water,Water,NULL,Grassland
648,Grassland,NULL,Water,Water,Water,NULL,Grassland
649,Grassland,NULL,Water,Water,Water,NULL,Water
650,Grassland,NULL,Water,Water,Water,NULL,Forest
651,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL
652,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland
653,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland
654,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland
655,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Built-up
656,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water
657,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest
658,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland
659,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Grassland
660,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Wetland
661,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Bareland
662,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Water
663,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Forest
664,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland
665,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland
666,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland
667,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up
668,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
669,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,Grassland
670,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland
671,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest
672,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland
673,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland
674,Grassland,Cropland,Wetland,NULL,Wetland,NULL,Grassland
675,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland
676,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland
677,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up
678,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland
679,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest
680,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Grassland
681,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland
682,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Water
683,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Forest
684,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,Water
685,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL
686,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland
687,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland
688,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland
689,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Water
690,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Forest
691,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
692,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Bareland
693,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Grassland
694,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Bareland
695,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Water
696,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,Forest
697,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL
698,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland
699,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland
700,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Bareland
701,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,Forest
702,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Grassland
703,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,Grassland
704,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland
705,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland
706,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,Forest
707,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland
708,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Wetland
709,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Water
710,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Grassland
711,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Bareland
712,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,Water
713,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland
714,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Wetland
715,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Bareland
716,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Water
717,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Forest
718,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Grassland
719,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland
720,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Water
721,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,Forest
722,Grassland,Wetland,Wetland,Water,Wetland,NULL,Grassland
723,Grassland,Wetland,Wetland,Water,Wetland,NULL,Water
724,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Grassland
725,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Bareland
726,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Water
727,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,Forest
728,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,Bareland
729,Grassland,Wetland,Water,NULL,Water,NULL,Grassland
730,Grassland,Wetland,Water,NULL,Water,NULL,Forest
731,Grassland,Wetland,Water,Non_Water,Water,NULL,Grassland
732,Grassland,Wetland,Water,Non_Water,Water,NULL,Forest
733,Grassland,Wetland,Water,Water,Water,NULL,Grassland
734,Grassland,Wetland,Water,Water,Water,NULL,Water
735,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland
736,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland
737,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,Forest
738,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Grassland
739,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland
740,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,Forest
741,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Grassland
742,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Bareland
743,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,Forest
744,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,Grassland
745,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Bareland
746,Grassland,Bareland,Cropland,NULL,Non_Wetland,NULL,Forest
747,Grassland,Bareland,Cropland,Water,Non_Wetland,NULL,Grassland
748,Grassland,Bareland,Cropland,Water,Non_Wetland,NULL,Bareland
749,Grassland,Bareland,Cropland,Water,Non_Wetland,NULL,Water
750,Grassland,Bareland,Water,Water,Water,NULL,Grassland
751,Grassland,Bareland,Water,Water,Water,NULL,Water
752,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Water
753,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,Forest
754,Grassland,Built-up,NULL,Water,Non_Wetland,NULL,Grassland
755,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland
756,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland
757,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up
758,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest
759,Grassland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland
760,Grassland,Built-up,Shrubland,Water,Non_Wetland,NULL,Grassland
761,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland
762,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland
763,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up
764,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest
765,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland
766,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest
767,Grassland,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland
768,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland
769,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Grassland
770,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up
771,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland
772,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up
773,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,Forest
