Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKA_M_R
334,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
335,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Water,Forest
336,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
337,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
338,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
339,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
340,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
341,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
342,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
343,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
344,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
345,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
346,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
347,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
349,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
350,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
351,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
352,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
353,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
354,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
355,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
358,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
359,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
360,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
361,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
362,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
363,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
364,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
365,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
366,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Bareland,Wetland
367,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
368,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
369,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
370,NULL,Built-up,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
371,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
372,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
373,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
374,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
375,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
376,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
377,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
379,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
380,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
381,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
382,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
383,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
385,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
386,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
387,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
388,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
389,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
390,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
391,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
392,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
393,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
394,NULL,Built-up,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
395,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
396,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
397,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
398,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
399,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
400,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Grassland
401,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Forest
402,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
403,NULL,Built-up,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
404,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
405,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Grassland
406,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
407,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
408,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
409,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
410,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
411,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
412,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
413,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
414,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
415,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
416,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
417,NULL,Built-up,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
418,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
419,NULL,Built-up,Bareland,Water,Non_Wetland,Wetland,Bareland,Grassland
420,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
421,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Bareland,Grassland
422,NULL,Built-up,Bareland,Water,Non_Wetland,Water,Water,Grassland
423,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
424,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
425,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
426,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
427,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
428,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
429,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
430,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
431,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
432,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
433,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
434,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
435,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
436,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
437,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
438,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
439,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
440,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
441,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
442,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
443,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
444,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
445,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
446,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
447,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
448,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
449,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
450,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
451,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
452,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,Built-up,Water,NULL,Water,Grassland,Bareland,Grassland
454,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
455,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Forest
456,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
457,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Built-up
458,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Forest
459,NULL,Built-up,Water,Non_Water,Water,Bareland,Wetland,Grassland
460,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
461,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
464,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
465,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
466,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
467,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
470,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
471,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
472,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
473,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
475,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
477,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
478,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
479,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
480,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
481,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
482,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
483,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
484,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
485,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
486,NULL,Built-up,Forest,NULL,Non_Wetland,Water,Bareland,Forest
487,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
488,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
489,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
490,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
491,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
492,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
493,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
494,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
495,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
496,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
497,NULL,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
498,NULL,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
499,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
500,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
501,NULL,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
502,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
503,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
504,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
505,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
506,NULL,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
507,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Forest
508,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
509,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
510,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
511,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
512,NULL,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
513,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
514,NULL,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
515,NULL,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
516,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
517,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
518,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
519,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
520,NULL,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
521,NULL,Water,Water,Water,Water,Water,Water,Wetland
522,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
523,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
524,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
525,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
526,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
527,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
528,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
529,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
530,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
531,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
533,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
534,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
535,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
537,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
538,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
539,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
540,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
541,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
542,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
543,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
544,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
545,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
546,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
547,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
550,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
551,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
552,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
553,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
554,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
555,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
556,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
557,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
558,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
559,NULL,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
560,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
561,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
562,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
563,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
564,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
565,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
566,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
567,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
568,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
569,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
570,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
571,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
572,NULL,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
573,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
574,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
575,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
576,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
577,NULL,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
578,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
579,NULL,Forest,Water,Water,Water,Bareland,Water,Grassland
580,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
581,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
582,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
583,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
584,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
585,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
586,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
587,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
588,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
589,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
590,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
591,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
592,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
593,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
594,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
595,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
596,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
597,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
598,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
599,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
600,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
601,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
602,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
603,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
604,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
605,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
606,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
607,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
608,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
609,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
610,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
611,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
613,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
614,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
615,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
616,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
617,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
618,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
619,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
620,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
621,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
622,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
623,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
624,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
625,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
626,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
627,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
628,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
629,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
630,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
631,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
632,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
633,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
634,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
635,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
636,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
637,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
638,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
639,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
640,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
641,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
642,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
643,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
644,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
645,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
646,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
647,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
648,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
649,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Forest
650,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
651,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
652,Grassland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
653,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
655,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
656,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
657,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
658,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
659,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
660,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
661,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
662,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
663,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
664,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
665,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
666,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
667,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
668,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
669,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
670,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
