Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MGB_M_R
323,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
324,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
325,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
326,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
327,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Bareland,Grassland
328,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Forest
329,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
330,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Forest
331,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
332,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
336,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
337,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
338,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
339,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
340,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
341,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
342,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
343,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
344,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
345,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
346,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
347,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
348,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
349,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
350,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
351,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
353,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
356,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
357,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
359,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
361,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
362,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
363,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
364,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
365,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
366,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
370,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
372,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
373,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
374,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Water
377,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
380,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
381,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
382,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
384,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
386,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
387,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
388,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
389,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
391,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
392,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
393,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
394,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
397,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
398,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
401,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
402,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
403,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Forest
404,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
406,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,NULL
407,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
408,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
409,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
410,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
411,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
412,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
413,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
414,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
415,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
416,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
418,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
419,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
420,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
421,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
422,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
423,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Wetland
424,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
425,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
426,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
427,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
428,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
429,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
430,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
431,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
432,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
433,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
434,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
440,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
441,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
442,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
443,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Forest
444,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
445,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
446,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
447,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
448,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
449,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
450,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
452,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
453,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
455,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
457,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
458,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
459,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Wetland
460,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
461,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
462,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Water
463,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
465,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
466,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
467,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
468,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
469,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
470,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
471,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
472,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
473,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Forest,Wetland
474,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
475,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
477,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
478,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Wetland
479,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Grassland
480,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Wetland
481,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Water
482,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
483,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Grassland
484,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Wetland
485,NULL,NULL,Bareland,Water,Non_Wetland,Water,Forest,Water
486,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
488,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
490,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
491,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
493,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
494,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
496,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
497,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
500,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
502,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
503,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
504,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
506,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Built-up
507,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Bareland
509,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
511,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
512,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
513,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Built-up
514,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Built-up
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
532,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
533,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
534,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
536,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
537,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
538,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
539,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
540,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
541,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Water
542,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Forest
543,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
544,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
545,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
546,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
547,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
548,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
549,NULL,NULL,Water,NULL,Water,Bareland,Forest,Wetland
550,NULL,NULL,Water,NULL,Water,Water,Grassland,Water
551,NULL,NULL,Water,NULL,Water,Water,Water,Water
552,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Grassland
553,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
554,NULL,NULL,Water,Water,Water,Grassland,Forest,Grassland
555,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
556,NULL,NULL,Water,Water,Water,Wetland,Grassland,Grassland
557,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
558,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
559,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
560,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
561,NULL,NULL,Water,Water,Water,Wetland,Water,Water
562,NULL,NULL,Water,Water,Water,Bareland,Water,Water
563,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
564,NULL,NULL,Water,Water,Water,Water,Grassland,Water
565,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
566,NULL,NULL,Water,Water,Water,Water,Water,Grassland
567,NULL,NULL,Water,Water,Water,Water,Water,Water
568,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
570,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
572,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
587,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
588,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
589,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
591,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
592,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
594,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
595,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
597,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
600,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
602,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
603,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
605,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
606,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
607,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
608,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
611,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
620,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
639,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
642,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
646,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
647,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
650,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
652,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
654,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
659,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
663,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
664,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
665,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
666,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
667,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
668,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
669,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
