Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVA_M_R
1540,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Water
1541,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1542,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1543,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1544,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1545,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1546,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1547,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1548,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1549,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1550,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1551,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
1552,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1553,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
1554,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1555,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
1556,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1557,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
1558,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
1559,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
1560,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1561,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
1562,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1563,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Cropland
1564,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
1565,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1566,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1567,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1568,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1571,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1572,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1573,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1574,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1575,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1576,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1577,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1578,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1579,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1580,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Water
1581,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1582,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1583,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1584,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1585,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1586,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1587,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1588,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1589,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1590,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
1591,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1592,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1593,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1594,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1595,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1596,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
1597,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
1598,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1599,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1600,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1601,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Built-up
1602,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1603,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1604,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1605,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1606,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,NULL
1607,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1608,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
1609,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1610,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Built-up
1611,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1612,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
1613,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1614,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Cropland
1615,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Bareland
1616,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
1617,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
1618,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
1619,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1620,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
1621,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1622,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1623,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1624,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Cropland
1625,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Bareland
1626,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1627,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1628,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
1629,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1630,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
1631,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1632,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1633,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1634,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,NULL
1635,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1636,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Cropland
1637,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Built-up
1638,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1639,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,NULL
1640,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1641,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1642,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
1643,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Built-up
1644,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Water
1645,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
1646,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1647,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1650,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1651,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1652,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1653,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Built-up
1654,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
1658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Bareland
1659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
1660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Water
1661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,NULL
1667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
1669,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Built-up
1670,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1671,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Grassland
1672,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Built-up
1673,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1674,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,NULL
1675,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1676,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1677,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1678,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1679,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1680,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
1681,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1682,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1683,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1684,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1685,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1686,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1687,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1688,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1689,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1690,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1691,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Bareland,Grassland
1692,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
1693,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1694,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1695,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1696,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1697,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1698,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1699,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1700,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1701,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1702,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
1703,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1704,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1705,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1706,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
1707,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
1708,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1709,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Cropland
1710,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
1711,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1712,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
1713,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
1714,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1715,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1716,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1717,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1718,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1719,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1720,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
1721,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Built-up
1722,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Water
1723,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
1724,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1725,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1726,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1727,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,NULL
1728,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1729,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
1730,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
1731,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Bareland
1732,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1733,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1734,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1735,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1736,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
1737,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1738,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1739,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,NULL
1740,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1741,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1742,NULL,NULL,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1743,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Grassland
1744,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1745,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,Cropland
1746,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Bareland,Grassland
1747,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,NULL
1748,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
1749,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1750,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,NULL
1751,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1752,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
1753,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
1754,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Cropland
1755,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Water
1756,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Grassland
1757,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Cropland
1758,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,NULL
1759,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Grassland
1760,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
1761,NULL,NULL,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1762,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
1763,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1764,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1765,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1766,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1767,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
1768,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1769,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Bareland
1770,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
1771,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
1772,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,NULL
1773,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1774,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Grassland
1775,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Bareland
1776,NULL,NULL,Forest,Water,Non_Wetland,NULL,Bareland,Water
1777,NULL,NULL,Forest,Water,Non_Wetland,NULL,Water,Grassland
1778,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,NULL
1779,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
1780,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Cropland
1781,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Bareland
1782,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Water
1783,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
1784,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1785,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Built-up
1786,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1787,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,NULL
1788,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1789,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Cropland
1790,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Bareland,Grassland
1791,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,NULL
1792,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
1793,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Forest
1794,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
1795,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
1796,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1797,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
1798,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
1799,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
1800,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1801,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,NULL
1802,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1803,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1804,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
1805,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Water
1806,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Built-up,Grassland
1807,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Built-up,Bareland
1808,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,NULL
1809,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1810,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1811,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1812,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
1813,NULL,NULL,Forest,Water,Non_Wetland,Built-up,Built-up,Bareland
1814,NULL,NULL,Forest,Water,Non_Wetland,Water,NULL,Water
1815,NULL,NULL,Forest,Water,Non_Wetland,Water,Shrubland,Grassland
1816,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,NULL
1817,NULL,NULL,Forest,Water,Non_Wetland,Forest,NULL,Grassland
1818,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,NULL
1819,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Grassland
1820,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Water
1821,NULL,NULL,Forest,Water,Non_Wetland,Forest,Shrubland,Forest
1822,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Grassland
1823,NULL,NULL,Forest,Water,Non_Wetland,Forest,Grassland,Cropland
1824,NULL,NULL,Forest,Water,Non_Wetland,Forest,Water,Grassland
1825,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1826,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
1827,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
1828,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Built-up,Bareland
1829,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1830,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1831,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1832,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1833,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1834,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1835,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1836,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1837,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1838,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1839,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1840,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1841,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
1842,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1843,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Bareland,Grassland
1844,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1845,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1846,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1847,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
1848,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1849,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1850,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1851,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1852,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1853,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1854,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1855,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1856,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
1857,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1858,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1859,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1860,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1861,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1862,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1863,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1864,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
1865,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1866,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1867,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
