Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKP_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Cropland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Built-up,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
462,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Water
464,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
467,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Built-up,Grassland
468,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
469,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Water,Forest
470,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
471,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Built-up,Water
472,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
473,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
474,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
476,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
478,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
479,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
480,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
481,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
482,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
483,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
484,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
485,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
487,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
488,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
489,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
490,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
491,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
492,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
493,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
494,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
495,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
496,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
497,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
498,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
499,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
500,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
501,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
502,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Built-up,Cropland
503,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
504,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Water
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Water
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
549,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Water
579,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Wetland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Water
618,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Built-up
620,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
621,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
653,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
654,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
655,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
657,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
