Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDS_M_R
334,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
335,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
336,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
341,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
344,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
345,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
346,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
348,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
349,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
350,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
351,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
352,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
353,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
354,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
355,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
356,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
357,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
358,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
359,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
360,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
361,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
362,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
363,NULL,NULL,Water,NULL,Water,Bareland,Forest,Forest
364,NULL,NULL,Water,NULL,Water,Built-up,Grassland,Grassland
365,NULL,NULL,Water,NULL,Water,Built-up,Wetland,Grassland
366,NULL,NULL,Water,NULL,Water,Built-up,Bareland,Grassland
367,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Forest
368,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
369,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
370,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
371,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
372,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
373,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
374,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Water
375,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Forest
376,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
377,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
378,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Water
379,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Grassland
380,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
381,NULL,NULL,Water,Non_Water,Water,Built-up,Wetland,Forest
382,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
383,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
384,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
385,NULL,NULL,Water,Water,Water,NULL,NULL,Water
386,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
387,NULL,NULL,Water,Water,Water,Grassland,Wetland,Grassland
388,NULL,NULL,Water,Water,Water,Grassland,Wetland,Forest
389,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
390,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
391,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
392,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
393,NULL,NULL,Water,Water,Water,Wetland,Water,Water
394,NULL,NULL,Water,Water,Water,Bareland,Wetland,Grassland
395,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
396,NULL,NULL,Water,Water,Water,Bareland,Water,Water
397,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
398,NULL,NULL,Water,Water,Water,Water,Wetland,Water
399,NULL,NULL,Water,Water,Water,Water,Water,Grassland
400,NULL,NULL,Water,Water,Water,Water,Water,Water
401,NULL,NULL,Water,Water,Water,Water,Water,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
418,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
419,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Water
421,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
422,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
423,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
428,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
431,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
432,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
433,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
434,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
435,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
436,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
437,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
441,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
443,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
446,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
448,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
449,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
450,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
451,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
452,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
453,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
454,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
455,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
456,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
457,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
458,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
459,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
460,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
461,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
462,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
463,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
465,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
466,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
467,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Water
468,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
469,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
470,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
471,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
472,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Water
473,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
474,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
475,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
476,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
477,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
479,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
481,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
482,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
483,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
484,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Water
485,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
486,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
487,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
489,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
490,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
491,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
492,NULL,Wetland,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
493,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
495,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
496,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
497,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
498,NULL,Wetland,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
499,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
500,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
501,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
502,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
503,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
504,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
505,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
506,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
507,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
508,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
509,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Wetland,Forest
510,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
511,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
512,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
513,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
514,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
515,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
516,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
517,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
518,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
519,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
520,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
521,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
522,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
523,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
524,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
525,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
526,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
527,NULL,Wetland,Wetland,Water,Wetland,Wetland,Bareland,Grassland
528,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
529,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
530,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
531,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
532,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
533,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
535,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
536,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
537,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
538,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
539,NULL,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
540,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
542,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
543,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
544,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
545,NULL,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
546,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
548,NULL,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
549,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
550,NULL,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
551,NULL,Wetland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
552,NULL,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,NULL,Wetland,Built-up,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
554,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
555,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
556,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
557,NULL,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
558,NULL,Wetland,Water,Non_Water,Water,Wetland,Water,Water
559,NULL,Wetland,Water,Non_Water,Water,Water,Water,Grassland
560,NULL,Wetland,Water,Non_Water,Water,Forest,Water,Grassland
561,NULL,Wetland,Water,Water,Water,NULL,NULL,Wetland
562,NULL,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
563,NULL,Wetland,Water,Water,Water,Water,Wetland,Grassland
564,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
565,NULL,Wetland,Water,Water,Water,Water,Water,Water
566,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
567,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
568,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
569,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
570,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
571,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
572,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
574,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
576,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
577,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
578,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
579,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
580,NULL,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
581,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
582,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
583,NULL,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
584,NULL,Wetland,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
585,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
586,NULL,Bareland,Shrubland,Water,Non_Wetland,Bareland,Water,Water
587,NULL,Bareland,Shrubland,Water,Non_Wetland,Water,Water,Water
588,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
589,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
590,NULL,Bareland,Water,Water,Water,Water,Water,Water
591,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
592,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
593,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
594,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
595,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
596,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
597,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
598,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
599,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
600,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
601,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
602,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
603,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
604,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
605,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
606,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
607,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
608,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
610,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
611,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
612,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
614,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
615,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
616,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
617,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
618,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
619,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
620,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
621,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
622,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
623,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
624,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
625,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
626,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
627,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
628,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
629,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
630,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
631,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
632,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
633,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
634,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
635,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Bareland,Forest
636,NULL,Built-up,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Forest
637,NULL,Built-up,NULL,Water,Non_Wetland,Grassland,Bareland,Water
638,NULL,Built-up,NULL,Water,Non_Wetland,Built-up,Bareland,Forest
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
662,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
663,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
664,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
665,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
666,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
667,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
668,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
669,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
670,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
671,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
672,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
673,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
674,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
675,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
676,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
677,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
678,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
679,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
