Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFF_M_R
1756,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1757,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1758,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1759,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1760,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1761,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1762,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1763,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1764,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1765,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
1766,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1767,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1768,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1769,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1770,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1771,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1772,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1773,Forest,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1774,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1775,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1776,Forest,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1777,Forest,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1778,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1779,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1780,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1781,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1782,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1783,Forest,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1784,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1785,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1786,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1787,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1788,Forest,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1789,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1790,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1791,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1792,Forest,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1793,Forest,Bareland,Water,NULL,Water,NULL,NULL,Water
1794,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
1795,Forest,Bareland,Water,Water,Water,NULL,NULL,Water
1796,Forest,Bareland,Water,Water,Water,NULL,NULL,Forest
1797,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1798,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1799,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1800,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1801,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1802,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1803,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1804,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1805,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1806,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1807,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1808,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1809,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1810,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1811,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1812,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1813,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1814,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1815,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1816,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1817,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1818,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1819,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1820,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1821,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1822,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1823,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1824,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1825,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1826,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1827,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1828,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1829,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1830,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1831,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1832,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1833,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1834,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1835,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1836,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1837,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1838,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1839,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1840,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1841,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1842,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1843,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1844,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1845,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1846,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1847,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
1848,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1849,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1850,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1851,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1852,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1853,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1854,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1855,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1856,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1857,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1858,Forest,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1859,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1860,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1861,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1862,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1863,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
1864,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1865,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
1866,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1867,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1868,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1869,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1870,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1871,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1872,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1873,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1874,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1875,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1876,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1877,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1878,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1879,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1880,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1881,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
1882,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
1883,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
1884,Forest,Water,Water,NULL,Water,NULL,NULL,Water
1885,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1886,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1887,Forest,Water,Water,Non_Water,Water,NULL,NULL,Cropland
1888,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1889,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1890,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
1891,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
1892,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
1893,Forest,Water,Water,Water,Water,NULL,NULL,Cropland
1894,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
1895,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
1896,Forest,Water,Water,Water,Water,NULL,NULL,Water
1897,Forest,Water,Water,Water,Water,NULL,NULL,Forest
1898,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1899,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1900,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1901,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1902,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1903,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1904,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1905,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1906,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1907,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1908,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1909,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1910,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1911,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1912,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1913,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1914,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1915,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1916,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1917,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1918,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1919,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1920,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1921,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1922,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1923,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1924,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1925,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1926,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
1927,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1928,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1929,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1930,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1931,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1932,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1933,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1934,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1935,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1936,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1937,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1938,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1939,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1940,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1941,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1942,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1943,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1944,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1945,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1946,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1947,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1948,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1949,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1950,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1951,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1952,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1953,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1954,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1955,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1956,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1957,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1958,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1959,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1960,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1961,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1962,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1963,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1964,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1965,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1966,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1967,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1968,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1969,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
1970,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1971,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1972,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1973,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1974,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1975,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1976,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1977,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1978,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1979,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1980,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1981,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1982,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1983,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1984,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1985,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1986,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1987,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1988,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1989,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
1990,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1991,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1992,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1993,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1994,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1995,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1996,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1997,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1998,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1999,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2000,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
2001,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2002,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
2003,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
2004,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2005,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
2006,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
2007,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
2008,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
2009,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
2010,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
2011,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
2012,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
2013,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
2014,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
2015,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
2016,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
2017,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
2018,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
2019,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
2020,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
2021,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
2022,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
2023,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2024,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
2025,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2026,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
2027,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2028,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
2029,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
2030,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
2031,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,NULL
2032,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
2033,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
2034,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
2035,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
2036,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
2037,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
2038,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2039,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2040,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
2041,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
2042,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
2043,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
2044,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
2045,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
2046,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
2047,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
2048,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
2049,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
2050,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
2051,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
2052,Forest,Forest,Water,NULL,Water,NULL,NULL,Cropland
2053,Forest,Forest,Water,NULL,Water,NULL,NULL,Wetland
2054,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
2055,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
2056,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
2057,Forest,Forest,Water,Non_Water,Water,NULL,NULL,NULL
2058,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
2059,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Cropland
2060,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
2061,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
2062,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
2063,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
2064,Forest,Forest,Water,Water,Water,NULL,NULL,NULL
2065,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
2066,Forest,Forest,Water,Water,Water,NULL,NULL,Cropland
2067,Forest,Forest,Water,Water,Water,NULL,NULL,Wetland
2068,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
2069,Forest,Forest,Water,Water,Water,NULL,NULL,Water
2070,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
2071,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2072,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2073,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2074,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2075,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2076,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
2077,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2078,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2079,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2080,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
2081,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2082,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
2083,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
2084,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2085,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
2086,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
2087,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
2088,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
2089,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
2090,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
2091,Forest,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
