Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MPQ_M_R
1693,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1694,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1695,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1696,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1697,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1698,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1699,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1700,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1701,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1702,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1703,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1704,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
1705,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1706,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
1707,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1708,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1709,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1710,Forest,NULL,Water,NULL,Water,NULL
1711,Forest,NULL,Water,NULL,Water,Grassland
1712,Forest,NULL,Water,NULL,Water,Bareland
1713,Forest,NULL,Water,NULL,Water,Water
1714,Forest,NULL,Water,NULL,Water,Forest
1715,Forest,NULL,Water,Water,Water,Grassland
1716,Forest,NULL,Water,Water,Water,Water
1717,Forest,NULL,Water,Water,Water,Forest
1718,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1719,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1720,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1721,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1722,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1723,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1724,Forest,NULL,Forest,NULL,Non_Wetland,Water
1725,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1726,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1727,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1728,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1729,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1730,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1731,Forest,NULL,Forest,Water,Non_Wetland,NULL
1732,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1733,Forest,NULL,Forest,Water,Non_Wetland,Water
1734,Forest,NULL,Forest,Water,Non_Wetland,Forest
1735,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1736,Forest,Cropland,NULL,NULL,Non_Wetland,Forest
1737,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1738,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1739,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1740,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1741,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1742,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1743,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL
1744,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1745,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Cropland
1746,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1747,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1748,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1749,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1750,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1751,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1752,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1753,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
1754,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1755,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1756,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1757,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1758,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1759,Forest,Cropland,Cropland,NULL,Non_Wetland,Wetland
1760,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1761,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1762,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1763,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1764,Forest,Cropland,Cropland,Non_Water,Non_Wetland,NULL
1765,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1766,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Cropland
1767,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Bareland
1768,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1769,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1770,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1771,Forest,Cropland,Cropland,Water,Non_Wetland,Cropland
1772,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1773,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
1774,Forest,Cropland,Wetland,NULL,Wetland,Forest
1775,Forest,Cropland,Wetland,Water,Wetland,Water
1776,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
1777,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1778,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
1779,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1780,Forest,Cropland,Bareland,NULL,Non_Wetland,Water
1781,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1782,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
1783,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1784,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Cropland
1785,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Bareland
1786,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
1787,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1788,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1789,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
1790,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1791,Forest,Cropland,Built-up,NULL,Non_Wetland,Cropland
1792,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1793,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1794,Forest,Cropland,Water,NULL,Water,Forest
1795,Forest,Cropland,Water,Non_Water,Water,Grassland
1796,Forest,Cropland,Water,Water,Water,Water
1797,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1798,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1799,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1800,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1801,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1802,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1803,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1804,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1805,Forest,Cropland,Forest,Non_Water,Non_Wetland,Bareland
1806,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1807,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1808,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1809,Forest,Cropland,Forest,Water,Non_Wetland,Water
1810,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1811,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL
1812,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1813,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1814,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1815,Forest,Bareland,Shrubland,NULL,Non_Wetland,Cropland
1816,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1817,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1818,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1819,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1820,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1821,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1822,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL
1823,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1824,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1825,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1826,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1827,Forest,Bareland,Cropland,NULL,Non_Wetland,Bareland
1828,Forest,Bareland,Cropland,NULL,Non_Wetland,Water
1829,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1830,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Grassland
1831,Forest,Bareland,Cropland,Non_Water,Non_Wetland,Forest
1832,Forest,Bareland,Cropland,Water,Non_Wetland,Bareland
1833,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL
1834,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1835,Forest,Bareland,Bareland,NULL,Non_Wetland,Bareland
1836,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1837,Forest,Bareland,Bareland,Water,Non_Wetland,Grassland
1838,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1839,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1840,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1841,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1842,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up
1843,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1844,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1850,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1851,Forest,Built-up,Shrubland,Water,Non_Wetland,Grassland
1852,Forest,Built-up,Shrubland,Water,Non_Wetland,Forest
1853,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1854,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1855,Forest,Built-up,Grassland,NULL,Non_Wetland,Cropland
1856,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland
1857,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1858,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1859,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL
1860,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1861,Forest,Built-up,Cropland,NULL,Non_Wetland,Cropland
1862,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland
1863,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1864,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1865,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1866,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland
1867,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1868,Forest,Built-up,Cropland,Water,Non_Wetland,Forest
1869,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL
1870,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1871,Forest,Built-up,Bareland,NULL,Non_Wetland,Cropland
1872,Forest,Built-up,Bareland,NULL,Non_Wetland,Bareland
1873,Forest,Built-up,Bareland,NULL,Non_Wetland,Built-up
1874,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1875,Forest,Built-up,Bareland,Non_Water,Non_Wetland,Forest
1876,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1877,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1878,Forest,Built-up,Built-up,NULL,Non_Wetland,Cropland
1879,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1880,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1881,Forest,Built-up,Water,NULL,Water,Grassland
1882,Forest,Built-up,Water,NULL,Water,Bareland
1883,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1884,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1885,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1886,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1887,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1888,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1889,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1890,Forest,Water,NULL,NULL,Non_Wetland,Water
1891,Forest,Water,NULL,NULL,Non_Wetland,Forest
1892,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1893,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1894,Forest,Water,Shrubland,NULL,Non_Wetland,Cropland
1895,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland
1896,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1897,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1898,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1899,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1900,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1901,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1902,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1903,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1904,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1905,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1906,Forest,Water,Shrubland,Water,Non_Wetland,Water
1907,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1908,Forest,Water,Grassland,NULL,Non_Wetland,NULL
1909,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1910,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1911,Forest,Water,Grassland,NULL,Non_Wetland,Water
1912,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1913,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1914,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1915,Forest,Water,Cropland,NULL,Non_Wetland,Cropland
1916,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1917,Forest,Water,Cropland,NULL,Non_Wetland,Water
1918,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1919,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland
1920,Forest,Water,Cropland,Non_Water,Non_Wetland,Cropland
1921,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1922,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1923,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1924,Forest,Water,Cropland,Water,Non_Wetland,Grassland
1925,Forest,Water,Cropland,Water,Non_Wetland,Bareland
1926,Forest,Water,Cropland,Water,Non_Wetland,Water
1927,Forest,Water,Cropland,Water,Non_Wetland,Forest
1928,Forest,Water,Wetland,Water,Wetland,Water
1929,Forest,Water,Bareland,NULL,Non_Wetland,NULL
1930,Forest,Water,Bareland,NULL,Non_Wetland,Grassland
1931,Forest,Water,Bareland,NULL,Non_Wetland,Bareland
1932,Forest,Water,Bareland,NULL,Non_Wetland,Water
1933,Forest,Water,Bareland,NULL,Non_Wetland,Forest
1934,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland
1935,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland
1936,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest
1937,Forest,Water,Bareland,Water,Non_Wetland,Bareland
1938,Forest,Water,Bareland,Water,Non_Wetland,Water
1939,Forest,Water,Bareland,Water,Non_Wetland,Forest
1940,Forest,Water,Built-up,NULL,Non_Wetland,Forest
1941,Forest,Water,Water,NULL,Water,Grassland
1942,Forest,Water,Water,NULL,Water,Bareland
1943,Forest,Water,Water,NULL,Water,Water
1944,Forest,Water,Water,NULL,Water,Forest
1945,Forest,Water,Water,Non_Water,Water,Water
1946,Forest,Water,Water,Water,Water,Grassland
1947,Forest,Water,Water,Water,Water,Water
1948,Forest,Water,Water,Water,Water,Forest
1949,Forest,Water,Forest,NULL,Non_Wetland,NULL
1950,Forest,Water,Forest,NULL,Non_Wetland,Grassland
1951,Forest,Water,Forest,NULL,Non_Wetland,Cropland
1952,Forest,Water,Forest,NULL,Non_Wetland,Bareland
1953,Forest,Water,Forest,NULL,Non_Wetland,Water
1954,Forest,Water,Forest,NULL,Non_Wetland,Forest
1955,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
1956,Forest,Water,Forest,Non_Water,Non_Wetland,Cropland
1957,Forest,Water,Forest,Non_Water,Non_Wetland,Water
1958,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
1959,Forest,Water,Forest,Water,Non_Wetland,Grassland
1960,Forest,Water,Forest,Water,Non_Wetland,Water
1961,Forest,Water,Forest,Water,Non_Wetland,Forest
1962,Forest,Forest,NULL,NULL,Non_Wetland,NULL
1963,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
1964,Forest,Forest,NULL,NULL,Non_Wetland,Forest
1965,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
1966,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
1967,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
1968,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland
1969,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
1970,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
1971,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
1972,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
1973,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1974,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Cropland
1975,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1976,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
1977,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
1978,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
1979,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
1980,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
1981,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
1982,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
1983,Forest,Forest,Grassland,NULL,Non_Wetland,Water
1984,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
1985,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL
1986,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
1987,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
1988,Forest,Forest,Cropland,NULL,Non_Wetland,NULL
1989,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
1990,Forest,Forest,Cropland,NULL,Non_Wetland,Cropland
1991,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland
1992,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up
1993,Forest,Forest,Cropland,NULL,Non_Wetland,Water
1994,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
1995,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL
1996,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
1997,Forest,Forest,Cropland,Non_Water,Non_Wetland,Cropland
1998,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland
1999,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water
2000,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2001,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2002,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2003,Forest,Forest,Wetland,NULL,Wetland,Forest
2004,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2005,Forest,Forest,Wetland,Water,Wetland,Forest
2006,Forest,Forest,Bareland,NULL,Non_Wetland,NULL
2007,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2008,Forest,Forest,Bareland,NULL,Non_Wetland,Cropland
2009,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland
2010,Forest,Forest,Bareland,NULL,Non_Wetland,Built-up
2011,Forest,Forest,Bareland,NULL,Non_Wetland,Water
2012,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2013,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL
2014,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2015,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland
2016,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2017,Forest,Forest,Bareland,Water,Non_Wetland,Grassland
2018,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2019,Forest,Forest,Bareland,Water,Non_Wetland,Water
2020,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2021,Forest,Forest,Built-up,NULL,Non_Wetland,NULL
2022,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2023,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2024,Forest,Forest,Built-up,NULL,Non_Wetland,Bareland
2025,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2026,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2027,Forest,Forest,Water,NULL,Water,Grassland
2028,Forest,Forest,Water,NULL,Water,Forest
2029,Forest,Forest,Water,Non_Water,Water,Wetland
2030,Forest,Forest,Water,Water,Water,NULL
2031,Forest,Forest,Water,Water,Water,Grassland
2032,Forest,Forest,Water,Water,Water,Forest
2033,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2034,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2035,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2036,Forest,Forest,Forest,NULL,Non_Wetland,Wetland
2037,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2038,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2039,Forest,Forest,Forest,NULL,Non_Wetland,Water
2040,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2041,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2042,Forest,Forest,Forest,Non_Water,Non_Wetland,Cropland
2043,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2044,Forest,Forest,Forest,Water,Non_Wetland,NULL
2045,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2046,Forest,Forest,Forest,Water,Non_Wetland,Forest
