Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVR_M_R
335,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
336,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
337,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
338,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
339,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
340,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
341,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
342,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
343,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
344,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
345,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
346,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
350,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
351,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
352,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
354,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
356,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
358,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
359,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
360,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Forest
361,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Forest,Forest
362,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
363,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
364,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
365,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
366,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
367,NULL,Wetland,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
368,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
369,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
371,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
372,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
373,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
374,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
375,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
376,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
378,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
380,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
381,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
382,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
383,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
384,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
385,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
386,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
387,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
388,NULL,Wetland,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
389,NULL,Wetland,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
390,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
391,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
392,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
393,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
394,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
395,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
396,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
397,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
398,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
399,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
400,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
401,NULL,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
402,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
403,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
404,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
405,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
406,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
407,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
408,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
409,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
410,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
411,NULL,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
412,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
413,NULL,Wetland,Wetland,Water,Wetland,Water,Grassland,Grassland
414,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
415,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
416,NULL,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
417,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
418,NULL,Wetland,Water,Water,Water,Water,Water,Water
419,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
420,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
421,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
422,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
423,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
424,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
425,NULL,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
426,NULL,Bareland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
427,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
428,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
429,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
430,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
431,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
432,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
433,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
434,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
435,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
436,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
437,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
438,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
439,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
440,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
441,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
442,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
444,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
445,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
446,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
447,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
448,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
449,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
450,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
451,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
452,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
453,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
454,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
455,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
456,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
457,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
458,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
459,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
460,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
461,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
462,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
464,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
465,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
466,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
467,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
470,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
473,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
474,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
475,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
476,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
477,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
478,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
479,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
480,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
481,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
482,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
483,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
484,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
485,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
486,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
487,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
488,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
489,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
490,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
491,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
493,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
495,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
496,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
497,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
498,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
499,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
500,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
501,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
502,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
503,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
504,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
505,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
506,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
507,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
508,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
509,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
510,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
511,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
512,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
513,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
514,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
515,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
516,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Bareland,Forest
517,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
518,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
519,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
520,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
521,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Grassland
522,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Water,Wetland
523,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Forest,Forest
524,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
525,NULL,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
526,NULL,Built-up,Wetland,Water,Wetland,Wetland,Water,Grassland
527,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
529,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
530,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
531,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
532,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Forest
533,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
535,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
536,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
537,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
538,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
540,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
541,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
542,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
543,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
544,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
545,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
546,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
547,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
548,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
549,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
550,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
551,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
552,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
553,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
554,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
555,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
556,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
557,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
558,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
559,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
560,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
561,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
562,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
563,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
564,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
565,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
566,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
567,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
568,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
569,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
570,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
571,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
572,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
573,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
574,NULL,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
575,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
576,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
577,NULL,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
578,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
579,NULL,Water,NULL,Water,Non_Wetland,Bareland,Forest,Forest
580,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
581,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
582,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
583,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
584,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
585,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
586,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
587,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
588,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
589,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
590,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
591,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
592,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
593,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
594,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
595,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
596,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
597,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
598,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
599,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
600,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
601,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
602,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
603,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
604,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
605,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
606,NULL,Water,Wetland,NULL,Wetland,Water,Water,Wetland
607,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
608,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
609,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
610,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
611,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
612,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
613,NULL,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
614,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
615,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
616,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Forest
617,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
618,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
619,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
620,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
621,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
622,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
623,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
624,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
625,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
626,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
627,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
628,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
629,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
630,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
631,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
632,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
633,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
640,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
641,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
642,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
643,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
644,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
645,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
646,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
648,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
649,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
650,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
651,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
652,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
654,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
656,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
657,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
658,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
659,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
660,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
661,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
662,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
663,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
664,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
665,NULL,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
666,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
667,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
668,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
669,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
670,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
