Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBF_M_R
1145,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1146,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1147,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1149,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1151,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1153,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1154,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1155,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1156,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1157,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1158,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1159,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1160,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1161,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1162,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1163,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1164,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1165,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1166,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1168,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1169,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1170,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1171,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1172,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1173,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1174,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1175,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1176,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1177,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1178,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1179,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1180,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1181,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1182,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1183,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1184,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1185,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1186,Wetland,NULL,Water,Water,Water,NULL,NULL,Bareland
1187,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1188,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1189,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1190,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1191,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Wetland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1193,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1194,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1195,Wetland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1196,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1197,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1198,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1199,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Water
1200,Wetland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1201,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
1202,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1203,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1204,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1205,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1206,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1207,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1208,Wetland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1210,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1211,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1212,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1213,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1214,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1215,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1216,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1217,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1218,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1219,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1220,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1221,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1222,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1223,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1224,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1225,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1226,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1227,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1228,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1229,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1230,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1231,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1232,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1233,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1234,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1235,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1236,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1237,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1238,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1239,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1240,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1241,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1242,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1243,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1244,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1245,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1246,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1247,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1248,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1249,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
1250,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1251,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1252,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1253,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1254,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1255,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1256,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1257,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1258,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1259,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1260,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1261,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1262,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1263,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1264,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1266,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1267,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1268,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Built-up
1269,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1270,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1271,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1272,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1273,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1274,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1275,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1276,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1277,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1278,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1279,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1280,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1281,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1282,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1283,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1284,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1285,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1286,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1287,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1288,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1289,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1290,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Built-up
1291,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1292,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1293,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1295,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1296,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1297,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1298,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1299,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1300,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
1301,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1302,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1303,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1304,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1305,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1306,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1307,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1308,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1309,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1310,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1311,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1312,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1313,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1314,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1315,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1316,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1317,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1318,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1319,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1320,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1321,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1322,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1323,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1324,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1325,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1326,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1327,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1328,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1329,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1330,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
1331,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
1332,Bareland,NULL,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1333,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
1334,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
1335,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
1336,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1337,Bareland,NULL,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1338,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1339,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1340,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1341,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1342,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1343,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1344,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1345,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1346,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1347,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1348,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1349,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1350,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1351,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1352,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1354,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1356,Bareland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1357,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1359,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1361,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1362,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1363,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1364,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1365,Bareland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1366,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1368,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1370,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1371,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1372,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1374,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1375,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1377,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1378,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1379,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1380,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1381,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1382,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1383,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Bareland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1385,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1386,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1387,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1388,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1389,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1390,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1391,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1392,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1393,Bareland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1394,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1395,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,Bareland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1397,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Bareland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1399,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
1400,Bareland,Wetland,Water,NULL,Water,NULL,NULL,Water
1401,Bareland,Wetland,Water,Water,Water,NULL,NULL,Bareland
1402,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
1403,Bareland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1404,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1405,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1406,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1407,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1408,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1409,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1410,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1411,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1412,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1413,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1414,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1415,Bareland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1416,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1417,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1418,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1419,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1421,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1422,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1423,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1424,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1425,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1426,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1427,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1428,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1429,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1431,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1432,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1433,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1434,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1436,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1437,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1438,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1439,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1440,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1441,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1442,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1443,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1444,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1445,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1446,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1448,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1449,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1450,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1451,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1452,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1453,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1454,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1455,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1456,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1457,Bareland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1458,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1459,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1460,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1461,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1462,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1463,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1464,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1465,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1466,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1467,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1468,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1469,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1470,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1471,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1472,Bareland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
