Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MQN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MQN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MQN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MQN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MQN_M_R
1699,Water,Water,Shrubland,NULL,Non_Wetland,NULL
1700,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1701,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1702,Water,Water,Shrubland,NULL,Non_Wetland,Wetland
1703,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1704,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1705,Water,Water,Shrubland,NULL,Non_Wetland,Water
1706,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1707,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1708,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1709,Water,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1710,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1711,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1712,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1713,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1714,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1715,Water,Water,Shrubland,Water,Non_Wetland,Wetland
1716,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1717,Water,Water,Shrubland,Water,Non_Wetland,Water
1718,Water,Water,Shrubland,Water,Non_Wetland,Forest
1719,Water,Water,Grassland,NULL,Non_Wetland,NULL
1720,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1721,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1722,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1723,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1724,Water,Water,Grassland,NULL,Non_Wetland,Water
1725,Water,Water,Grassland,NULL,Non_Wetland,Forest
1726,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1727,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1728,Water,Water,Grassland,Water,Non_Wetland,Grassland
1729,Water,Water,Grassland,Water,Non_Wetland,Cropland
1730,Water,Water,Grassland,Water,Non_Wetland,Bareland
1731,Water,Water,Grassland,Water,Non_Wetland,Water
1732,Water,Water,Cropland,NULL,Non_Wetland,NULL
1733,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1734,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1735,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1736,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1737,Water,Water,Cropland,NULL,Non_Wetland,Water
1738,Water,Water,Cropland,NULL,Non_Wetland,Forest
1739,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1740,Water,Water,Cropland,Water,Non_Wetland,Grassland
1741,Water,Water,Cropland,Water,Non_Wetland,Bareland
1742,Water,Water,Cropland,Water,Non_Wetland,Water
1743,Water,Water,Cropland,Water,Non_Wetland,Forest
1744,Water,Water,Wetland,NULL,Wetland,Grassland
1745,Water,Water,Wetland,NULL,Wetland,Wetland
1746,Water,Water,Wetland,NULL,Wetland,Bareland
1747,Water,Water,Wetland,NULL,Wetland,Water
1748,Water,Water,Wetland,NULL,Wetland,Forest
1749,Water,Water,Wetland,Non_Water,Wetland,Grassland
1750,Water,Water,Wetland,Non_Water,Wetland,Cropland
1751,Water,Water,Wetland,Non_Water,Wetland,Wetland
1752,Water,Water,Wetland,Non_Water,Wetland,Bareland
1753,Water,Water,Wetland,Non_Water,Wetland,Water
1754,Water,Water,Wetland,Non_Water,Wetland,Forest
1755,Water,Water,Wetland,Water,Wetland,NULL
1756,Water,Water,Wetland,Water,Wetland,Grassland
1757,Water,Water,Wetland,Water,Wetland,Cropland
1758,Water,Water,Wetland,Water,Wetland,Wetland
1759,Water,Water,Wetland,Water,Wetland,Bareland
1760,Water,Water,Wetland,Water,Wetland,Water
1761,Water,Water,Wetland,Water,Wetland,Forest
1762,Water,Water,Bareland,NULL,Non_Wetland,NULL
1763,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1764,Water,Water,Bareland,NULL,Non_Wetland,Cropland
1765,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1766,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1767,Water,Water,Bareland,NULL,Non_Wetland,Water
1768,Water,Water,Bareland,NULL,Non_Wetland,Forest
1769,Water,Water,Bareland,Non_Water,Non_Wetland,NULL
1770,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1771,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1772,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1773,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1774,Water,Water,Bareland,Water,Non_Wetland,NULL
1775,Water,Water,Bareland,Water,Non_Wetland,Grassland
1776,Water,Water,Bareland,Water,Non_Wetland,Cropland
1777,Water,Water,Bareland,Water,Non_Wetland,Wetland
1778,Water,Water,Bareland,Water,Non_Wetland,Bareland
1779,Water,Water,Bareland,Water,Non_Wetland,Water
1780,Water,Water,Bareland,Water,Non_Wetland,Forest
1781,Water,Water,Built-up,NULL,Non_Wetland,NULL
1782,Water,Water,Built-up,NULL,Non_Wetland,Grassland
1783,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1784,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1785,Water,Water,Built-up,NULL,Non_Wetland,Water
1786,Water,Water,Built-up,Non_Water,Non_Wetland,Grassland
1787,Water,Water,Built-up,Water,Non_Wetland,Water
1788,Water,Water,Water,NULL,Water,Grassland
1789,Water,Water,Water,NULL,Water,Cropland
1790,Water,Water,Water,NULL,Water,Bareland
1791,Water,Water,Water,NULL,Water,Water
1792,Water,Water,Water,NULL,Water,Forest
1793,Water,Water,Water,Non_Water,Water,Grassland
1794,Water,Water,Water,Non_Water,Water,Wetland
1795,Water,Water,Water,Non_Water,Water,Bareland
1796,Water,Water,Water,Non_Water,Water,Water
1797,Water,Water,Water,Non_Water,Water,Forest
1798,Water,Water,Water,Water,Water,Grassland
1799,Water,Water,Water,Water,Water,Cropland
1800,Water,Water,Water,Water,Water,Wetland
1801,Water,Water,Water,Water,Water,Bareland
1802,Water,Water,Water,Water,Water,Water
1803,Water,Water,Water,Water,Water,Forest
1804,Water,Water,Forest,NULL,Non_Wetland,Grassland
1805,Water,Water,Forest,NULL,Non_Wetland,Cropland
1806,Water,Water,Forest,NULL,Non_Wetland,Wetland
1807,Water,Water,Forest,NULL,Non_Wetland,Bareland
1808,Water,Water,Forest,NULL,Non_Wetland,Water
1809,Water,Water,Forest,NULL,Non_Wetland,Forest
1810,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1811,Water,Water,Forest,Non_Water,Non_Wetland,Wetland
1812,Water,Water,Forest,Non_Water,Non_Wetland,Water
1813,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1814,Water,Water,Forest,Water,Non_Wetland,Grassland
1815,Water,Water,Forest,Water,Non_Wetland,Cropland
1816,Water,Water,Forest,Water,Non_Wetland,Bareland
1817,Water,Water,Forest,Water,Non_Wetland,Water
1818,Water,Water,Forest,Water,Non_Wetland,Forest
1819,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1820,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1821,Water,Forest,Shrubland,NULL,Non_Wetland,Cropland
1822,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1823,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1824,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1825,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1826,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1827,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1828,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1829,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1830,Water,Forest,Built-up,NULL,Non_Wetland,Forest
1831,Water,Forest,Water,NULL,Water,Grassland
1832,Water,Forest,Water,NULL,Water,Forest
1833,Water,Forest,Water,Water,Water,Grassland
1834,Water,Forest,Forest,NULL,Non_Wetland,NULL
1835,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1836,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1837,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1838,Water,Forest,Forest,NULL,Non_Wetland,Forest
1839,Water,Forest,Forest,Water,Non_Wetland,Forest
1840,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1841,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1842,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Cropland
1843,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1844,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Built-up
1845,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1846,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1847,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
1848,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1849,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Cropland
1850,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1851,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
1852,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1853,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Grassland
1854,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Bareland
1855,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Water
1856,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1857,Permanent_ice_and_snow,NULL,Cropland,Water,Non_Wetland,Water
1858,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1859,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1860,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Built-up
1861,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Water
1862,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1863,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1864,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Cropland
1865,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1866,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Built-up
1867,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1868,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1869,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1870,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1871,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1872,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1873,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1874,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1875,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Grassland
1876,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Cropland
1877,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,Forest
1878,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1879,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1880,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Water
1881,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Forest
1882,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Bareland
1883,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
1884,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1885,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Cropland
1886,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Bareland
1887,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Built-up
1888,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Water
1889,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Forest
1890,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Grassland
1891,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Cropland
1892,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Bareland
1893,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Built-up
1894,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,Water
1895,Permanent_ice_and_snow,Bareland,Bareland,Water,Non_Wetland,Water
1896,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Grassland
1897,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Bareland
1898,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Built-up
1899,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,Water
1900,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1901,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1902,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1903,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1904,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Water
1905,Permanent_ice_and_snow,Built-up,Shrubland,Water,Non_Wetland,Water
1906,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1907,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Cropland
1908,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1909,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Forest
1910,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Grassland
1911,Permanent_ice_and_snow,Built-up,Cropland,NULL,Non_Wetland,Cropland
1912,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1913,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Cropland
1914,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1915,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Water
1916,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Forest
1917,Permanent_ice_and_snow,Built-up,Bareland,Non_Water,Non_Wetland,Water
1918,Permanent_ice_and_snow,Built-up,Bareland,Water,Non_Wetland,Water
1919,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Cropland
1920,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Bareland
1921,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Built-up
1922,Permanent_ice_and_snow,Built-up,Water,NULL,Water,Water
1923,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1924,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Cropland
1925,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1926,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1927,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1928,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1929,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Grassland
1930,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Bareland
1931,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Grassland
1932,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Cropland
1933,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1934,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Grassland
1935,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Bareland
1936,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
1937,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Bareland
1938,Permanent_ice_and_snow,Water,Bareland,Water,Non_Wetland,Water
1939,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Grassland
1940,Permanent_ice_and_snow,Water,Built-up,NULL,Non_Wetland,Bareland
1941,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1942,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1943,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1944,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Cropland
1945,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1946,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1947,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1948,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Grassland
1949,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1950,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Grassland
1951,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Bareland
1952,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1953,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Grassland
1954,Permanent_ice_and_snow,Forest,Bareland,NULL,Non_Wetland,Bareland
1955,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1956,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1957,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Cropland
1958,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1959,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1960,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1961,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1962,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1963,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1964,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1965,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1966,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland
1967,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1968,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1969,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1970,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1971,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1972,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1973,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Cropland
1974,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1975,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1976,Forest,NULL,Shrubland,Water,Non_Wetland,NULL
1977,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1978,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1979,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1980,Forest,NULL,Shrubland,Water,Non_Wetland,Built-up
1981,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1982,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1983,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1984,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1985,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1986,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland
1987,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1988,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1989,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1990,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1991,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL
1992,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1993,Forest,NULL,Grassland,Non_Water,Non_Wetland,Cropland
1994,Forest,NULL,Grassland,Water,Non_Wetland,Water
1995,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1996,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1997,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1998,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1999,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
2000,Forest,NULL,Cropland,NULL,Non_Wetland,Water
2001,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
2002,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL
2003,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
2004,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
2005,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
2006,Forest,NULL,Cropland,Water,Non_Wetland,Water
2007,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
2008,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
2009,Forest,NULL,Bareland,NULL,Non_Wetland,Cropland
2010,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
2011,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
2012,Forest,NULL,Bareland,NULL,Non_Wetland,Water
2013,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
2014,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL
2015,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
2016,Forest,NULL,Bareland,Non_Water,Non_Wetland,Cropland
2017,Forest,NULL,Bareland,Non_Water,Non_Wetland,Bareland
2018,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
2019,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
2020,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
2021,Forest,NULL,Bareland,Water,Non_Wetland,Forest
2022,Forest,NULL,Built-up,NULL,Non_Wetland,NULL
2023,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
2024,Forest,NULL,Built-up,NULL,Non_Wetland,Cropland
2025,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
2026,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
2027,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
2028,Forest,NULL,Water,NULL,Water,Grassland
2029,Forest,NULL,Water,NULL,Water,Cropland
2030,Forest,NULL,Water,NULL,Water,Wetland
2031,Forest,NULL,Water,NULL,Water,Bareland
2032,Forest,NULL,Water,NULL,Water,Water
2033,Forest,NULL,Water,NULL,Water,Forest
2034,Forest,NULL,Water,Water,Water,NULL
2035,Forest,NULL,Water,Water,Water,Grassland
2036,Forest,NULL,Water,Water,Water,Wetland
2037,Forest,NULL,Water,Water,Water,Water
2038,Forest,NULL,Water,Water,Water,Forest
2039,Forest,NULL,Forest,NULL,Non_Wetland,NULL
2040,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
2041,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
2042,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
2043,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
2044,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
2045,Forest,NULL,Forest,NULL,Non_Wetland,Water
2046,Forest,NULL,Forest,NULL,Non_Wetland,Forest
2047,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
2048,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
2049,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
2050,Forest,NULL,Forest,Water,Non_Wetland,Grassland
2051,Forest,NULL,Forest,Water,Non_Wetland,Wetland
2052,Forest,NULL,Forest,Water,Non_Wetland,Water
2053,Forest,NULL,Forest,Water,Non_Wetland,Forest
2054,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
2055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
2056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
2057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
2058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
2059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
2060,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
2061,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
2062,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
2063,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
2064,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
2065,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
2066,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
2067,Forest,Cropland,Grassland,NULL,Non_Wetland,Built-up
2068,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
2069,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
2070,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
2071,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
2072,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
2073,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
2074,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
2075,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
2076,Forest,Cropland,Cropland,Water,Non_Wetland,Forest
2077,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL
2078,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
2079,Forest,Cropland,Bareland,NULL,Non_Wetland,Cropland
2080,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
2081,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
2082,Forest,Cropland,Bareland,Non_Water,Non_Wetland,NULL
2083,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL
2084,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
2085,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
2086,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
2087,Forest,Cropland,Water,NULL,Water,Forest
2088,Forest,Cropland,Water,Non_Water,Water,Forest
2089,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
2090,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
2091,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
2092,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
2093,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
2094,Forest,Cropland,Forest,Water,Non_Wetland,Cropland
2095,Forest,Cropland,Forest,Water,Non_Wetland,Forest
2096,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
2097,Forest,Wetland,Shrubland,NULL,Non_Wetland,Cropland
2098,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
2099,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
2100,Forest,Wetland,Built-up,NULL,Non_Wetland,Built-up
2101,Forest,Wetland,Water,NULL,Water,Cropland
2102,Forest,Wetland,Water,NULL,Water,Water
2103,Forest,Wetland,Water,Water,Water,Cropland
2104,Forest,Wetland,Water,Water,Water,Wetland
