Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFD_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Cropland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
459,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
461,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
462,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
464,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
466,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
467,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Forest
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
518,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
522,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
523,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
524,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
595,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
598,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Water
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
649,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
651,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
653,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
