Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUD_M_R
2401,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2402,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
2403,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
2404,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2405,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2406,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2407,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2408,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2409,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2410,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2411,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2412,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2413,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2414,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2415,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2416,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2417,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2418,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
2419,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2420,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2421,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2422,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2423,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2424,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
2425,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2426,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2427,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2428,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2429,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
2430,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2431,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2432,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
2433,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2434,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2435,NULL,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2436,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
2437,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2438,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2439,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2440,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2441,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2442,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2443,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2444,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2445,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2446,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2447,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2448,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2449,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2450,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2451,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2452,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2453,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
2454,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2455,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2456,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
2457,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2458,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2459,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
2460,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
2461,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
2462,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2463,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2464,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2465,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2466,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2467,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
2468,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2469,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
2470,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2471,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2472,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
2473,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2474,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2475,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2476,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2477,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2478,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
2479,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
2480,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
2481,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
2482,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2483,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2484,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2485,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2486,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2487,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2488,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2489,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2490,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
2491,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2492,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2493,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2494,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2495,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2496,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2497,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2498,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2499,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2500,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2501,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
2502,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2503,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2504,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2505,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2506,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2507,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
2508,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2509,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
2510,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2511,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2512,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
2513,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2514,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2515,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2516,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2517,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2518,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2519,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2520,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2521,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2522,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2523,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2524,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2525,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
2526,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
2527,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
2528,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2529,NULL,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2530,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2531,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2532,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
2533,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2534,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2535,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
2536,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2537,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2538,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
2539,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2540,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
2541,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2542,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
2543,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2544,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2545,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2546,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
2547,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2548,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2549,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
2550,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2551,NULL,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
2552,NULL,Forest,Water,NULL,Water,Bareland,Grassland,Bareland
2553,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2554,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2555,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2556,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2557,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2558,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2559,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2560,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2561,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2562,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2563,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2564,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2565,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2566,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2567,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2568,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2569,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2570,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2571,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2572,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2573,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2574,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2575,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2576,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2577,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2579,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2583,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2584,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2585,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2586,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2587,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2588,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2589,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2590,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2591,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2592,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2593,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2594,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2595,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2596,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2597,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2598,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2599,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2600,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2601,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
2602,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2603,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2604,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2605,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2606,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2607,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2608,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2609,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2610,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2611,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2612,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2613,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2614,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2615,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2616,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2617,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2618,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
2619,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2620,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
2621,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2622,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Bareland
2623,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2624,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2625,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2626,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2627,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
2628,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2629,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2630,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2631,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2632,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2633,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
2634,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2635,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2636,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2637,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2638,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
2639,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2640,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2641,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2642,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2643,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2644,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2645,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2646,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2647,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
2648,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
2649,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2650,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2651,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
2652,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2653,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2654,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2655,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2656,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2657,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2658,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2659,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2660,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2661,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2662,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2663,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
2664,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2665,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2666,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2667,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2668,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2669,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2670,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2671,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
2672,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2673,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
2674,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2675,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2676,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2677,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
2678,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
2679,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
2680,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
2681,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
2682,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
2683,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2684,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
2685,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
2686,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
2687,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2688,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2689,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
2690,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
2691,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2692,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2693,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2694,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
2695,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2696,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2697,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
2698,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2699,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2700,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2701,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2702,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2703,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2704,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2705,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2706,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
2707,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2708,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
2709,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2710,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2711,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2712,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2713,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2714,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2715,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2716,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2717,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2718,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2719,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2720,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2721,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
2722,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
2723,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2724,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
