Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPE_M_R
5918,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Forest,Wetland
5919,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
5920,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
5921,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
5922,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5923,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
5924,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
5925,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
5926,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5927,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
5928,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
5929,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
5930,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
5931,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,NULL
5932,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
5933,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Forest,Cropland
5934,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,NULL,Cropland
5935,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
5936,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Grassland
5937,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Cropland
5938,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
5939,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Forest,Forest,Grassland
5940,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
5941,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
5942,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
5943,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
5944,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
5945,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
5946,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5947,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
5948,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Wetland
5949,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
5950,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
5951,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
5952,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
5953,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
5954,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
5955,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
5956,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
5957,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
5958,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
5959,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
5960,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
5961,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
5962,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5963,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
5964,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5965,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5966,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
5967,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5968,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5969,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5970,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
5971,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5972,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
5973,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5974,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5975,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
5976,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
5977,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
5978,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
5979,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
5980,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
5981,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
5982,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5983,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5984,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5985,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5986,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Water
5987,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
5988,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
5989,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5990,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
5991,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
5992,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
5993,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
5994,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
5995,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5996,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
5997,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
5998,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
5999,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
6000,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6001,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6002,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6003,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6004,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
6005,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6006,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
6007,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6008,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6009,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6010,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6011,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6012,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
6013,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6014,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
6015,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6016,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6017,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
6018,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6019,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6020,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6021,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
6022,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6023,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
6024,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6025,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
6026,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
6027,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
6028,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Cropland
6029,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
6030,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
6031,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
6032,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
6033,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
6034,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,NULL
6035,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
6036,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
6037,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Wetland
6038,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
6039,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6040,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6041,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6042,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
6043,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6044,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
6045,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
6046,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6047,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6048,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6049,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6050,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6051,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6052,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6053,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
6054,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6055,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
6056,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6057,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6058,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6059,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Built-up
6060,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
6061,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
6062,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
6063,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6064,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6065,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6066,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6067,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
6068,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
6069,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
6070,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
6071,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Built-up
6072,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
6073,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6074,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6075,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6076,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
6077,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
6078,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6079,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6080,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
6081,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
6082,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6083,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6084,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6085,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
6086,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
6087,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
6088,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
6089,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
6090,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
6091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,NULL
6092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Cropland
6093,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
6094,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
6095,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6096,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
6097,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Forest
6098,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
6099,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Forest
6100,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
6101,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
6102,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6103,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
6104,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
6105,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6106,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
6107,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
6108,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
6109,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
6110,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
6111,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
6112,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
6113,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
6114,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
6115,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
6116,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6117,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6118,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
6119,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Cropland
6120,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
6121,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
6122,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
6123,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
6124,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
6125,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
6126,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
6127,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6128,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Cropland
6129,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Wetland
6130,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
6131,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
6132,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
6133,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
6134,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Forest
6135,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
6136,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Cropland
6137,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
6138,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
6139,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
6140,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Cropland
6141,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
6142,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
6143,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
6144,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
6145,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
6146,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
6147,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,NULL
6148,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
6149,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
6150,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Forest,Wetland
6151,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Cropland
6152,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
6153,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6154,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
6155,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6156,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
6157,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6158,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
6159,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
6160,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
6161,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
6162,Grassland,NULL,Wetland,NULL,Wetland,Cropland,NULL,Cropland
6163,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
6164,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
6165,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6166,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6167,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
6168,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6169,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6170,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
6171,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
6172,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
6173,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
6174,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
6175,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
6176,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
6177,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
6178,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6179,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6180,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
6181,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
6182,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
6183,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,NULL
6184,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6185,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
6186,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6187,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
6188,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6189,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6190,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
6191,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
6192,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
6193,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
6194,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
6195,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
6196,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Forest
6197,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
6198,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
6199,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
6200,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
6201,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6202,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
6203,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
6204,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Cropland
6205,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
6206,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
6207,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
6208,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
6209,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Cropland
6210,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Cropland
6211,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
6212,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,NULL
6213,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
6214,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Cropland
6215,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
6216,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,NULL
6217,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
6218,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Cropland
6219,Grassland,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Forest
6220,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,NULL
6221,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
6222,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
6223,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
6224,Grassland,NULL,Wetland,Non_Water,Wetland,Water,NULL,Forest
6225,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
6226,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Cropland
6227,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
6228,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
6229,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
6230,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
6231,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
6232,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
6233,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,NULL
6234,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
