Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MFQ_M_R
1458,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1459,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1460,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1461,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1462,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1463,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1464,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1465,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1466,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Wetland,Water
1467,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
1468,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
1469,Forest,Bareland,Wetland,Water,Wetland,Water,NULL,Water
1470,Forest,Bareland,Wetland,Water,Wetland,Water,Grassland,Grassland
1471,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
1472,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
1473,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
1474,Forest,Bareland,Bareland,Water,Non_Wetland,Water,Water,Water
1475,Forest,Bareland,Water,Water,Water,Water,Water,Water
1476,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1477,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1478,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1479,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1480,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1481,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1482,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1483,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1484,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1485,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1486,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1487,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1488,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1489,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1490,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1491,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1492,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1493,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1494,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1495,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1496,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1497,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
1498,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1499,Forest,Built-up,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
1500,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
1501,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1502,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1503,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1504,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1505,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1506,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Water
1507,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1508,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
1509,Forest,Built-up,Wetland,NULL,Wetland,Water,Wetland,Grassland
1510,Forest,Built-up,Wetland,NULL,Wetland,Forest,Grassland,Forest
1511,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
1512,Forest,Built-up,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1513,Forest,Built-up,Wetland,Water,Wetland,Water,Wetland,Grassland
1514,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1515,Forest,Built-up,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1516,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1517,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
1518,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1519,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1520,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1521,Forest,Built-up,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1522,Forest,Built-up,Water,NULL,Water,Wetland,Wetland,Forest
1523,Forest,Built-up,Water,NULL,Water,Wetland,Bareland,Grassland
1524,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1525,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1526,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1527,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1528,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1529,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1530,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1531,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1532,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1533,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1534,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1535,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1536,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1537,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1538,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1539,Forest,Built-up,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1540,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1541,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1542,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1543,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1544,Forest,Built-up,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1545,Forest,Built-up,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1546,Forest,Built-up,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1547,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1548,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1549,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1550,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1551,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1552,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1553,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1554,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1555,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1556,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1557,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1558,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1559,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
1560,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1561,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1562,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1563,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1564,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1565,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1566,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Water
1567,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1568,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Water
1569,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1570,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1571,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1572,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1573,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
1574,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1575,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1576,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1577,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1578,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1579,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1580,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1581,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Water
1582,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1583,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
1584,Forest,Water,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
1585,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
1586,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Grassland
1587,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
1588,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1589,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
1590,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1591,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
1592,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
1593,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1594,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
1595,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
1596,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Water
1597,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Water,Forest
1598,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
1599,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1600,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1601,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
1602,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
1603,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
1604,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
1605,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
1606,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
1607,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1608,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1609,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Water
1610,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1611,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Water
1612,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Water,Forest
1613,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1614,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1615,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1616,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1617,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
1618,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1619,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1620,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1621,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1622,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1623,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1624,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1625,Forest,Water,Grassland,NULL,Non_Wetland,Forest,Water,Water
1626,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1627,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1628,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1629,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1630,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
1631,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
1632,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1633,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
1634,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1635,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Water
1636,Forest,Water,Grassland,Water,Non_Wetland,NULL,Wetland,Forest
1637,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
1638,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
1639,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1640,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1641,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1642,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
1643,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
1644,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1645,Forest,Water,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1646,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
1647,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1648,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1649,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1650,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1651,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
1652,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1653,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1654,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
1655,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1656,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1657,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1658,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1659,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1660,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1661,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
1662,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1663,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1664,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1665,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1666,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
1667,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1668,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1669,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1670,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1671,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
1672,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
1673,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1674,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1675,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1676,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1677,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1678,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1679,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
1680,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1681,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1682,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
1683,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1684,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1685,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1686,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1687,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1688,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1689,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1690,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1691,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1692,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1693,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
1694,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1695,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1696,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1697,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1698,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1699,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1700,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1701,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1702,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1703,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1704,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1705,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1706,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1707,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1708,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1709,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1710,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Water
1711,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
1712,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1713,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1714,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1715,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
1716,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1717,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1718,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
1719,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
1720,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1721,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1722,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
1723,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
1724,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
1725,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
1726,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
1727,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
1728,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
1729,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1730,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1731,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1732,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1733,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
1734,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1735,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1736,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1737,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1738,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1739,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1740,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
1741,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
1742,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
1743,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
1744,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1745,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1746,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1747,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1748,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1749,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1750,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
1751,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1752,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1753,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1754,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1755,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
1756,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
1757,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1758,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1759,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
1760,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1761,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
1762,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
1763,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
1764,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
1765,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1766,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
1767,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
1768,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Water
1769,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1770,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,Water,Water,Forest
1771,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1772,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1773,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
1774,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1775,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1776,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1777,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1778,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1779,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1780,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1781,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1782,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1783,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1784,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1785,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
1786,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
1787,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1788,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1789,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1790,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
1791,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1792,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
1793,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1794,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1795,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1796,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1797,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1798,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1799,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1800,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1801,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1802,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1803,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1804,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1805,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1806,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1807,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1808,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1809,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
1810,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1811,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
