Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTL_M_R
1483,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
1484,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
1485,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Forest,NULL
1486,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
1487,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1488,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1489,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1490,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,NULL
1491,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
1492,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Water
1493,NULL,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Forest
1494,NULL,NULL,Forest,Water,Non_Wetland,NULL,Grassland,Grassland
1495,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,NULL,Grassland
1496,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
1497,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1498,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
1499,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Water
1500,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Forest
1501,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Grassland
1502,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
1503,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Grassland
1504,NULL,NULL,Forest,Water,Non_Wetland,Shrubland,Forest,Wetland
1505,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,NULL
1506,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1507,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Cropland
1508,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,NULL
1509,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
1510,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
1511,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1512,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
1513,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
1514,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1515,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1516,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1517,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Shrubland,Grassland
1518,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
1519,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1520,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1521,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1522,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1523,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
1524,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
1525,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1526,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
1527,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1528,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
1529,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Water
1530,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1531,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
1532,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
1533,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1534,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,NULL
1535,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
1536,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
1537,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Bareland
1538,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
1539,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1540,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1541,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1542,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1543,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
1544,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1545,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1546,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1547,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,NULL
1548,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
1549,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
1550,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
1551,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1552,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1553,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
1554,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
1555,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
1556,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1557,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
1558,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1559,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1560,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1561,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1562,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
1563,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1564,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1565,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1566,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
1567,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1568,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Bareland
1569,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,NULL
1570,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1571,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Cropland
1572,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1573,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1574,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1575,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
1576,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1577,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1578,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
1579,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,NULL
1580,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1581,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
1582,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1583,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1584,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1585,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1586,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1587,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
1588,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1589,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1590,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1591,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
1592,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1593,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
1594,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1595,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
1596,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1597,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1598,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1599,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1600,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1601,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,NULL
1602,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1603,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1604,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1605,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1606,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
1607,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
1608,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1609,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
1610,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1611,NULL,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Bareland
1612,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Water,NULL
1613,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
1614,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
1615,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1616,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1617,NULL,Cropland,NULL,Water,Non_Wetland,Grassland,Water,Grassland
1618,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1619,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1620,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1621,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1622,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1623,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1624,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
1625,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1626,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
1627,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
1628,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
1629,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
1630,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
1631,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
1632,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
1633,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1634,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
1635,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
1636,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
1637,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
1638,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
1639,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
1640,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
1641,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1642,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
1643,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
1644,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
1647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
1654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
1656,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
1657,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
1658,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1659,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
1660,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
1661,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1662,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1663,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1664,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
1665,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1666,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1667,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1668,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1669,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1670,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1671,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
1672,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1673,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1674,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1675,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1676,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1677,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1678,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1679,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1680,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1681,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1682,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
1683,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1684,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1685,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1686,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
1687,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1688,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
1689,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1690,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
1691,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1692,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1693,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1694,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
1695,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
1696,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1697,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
1698,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1699,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1700,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1701,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1702,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1703,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1704,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1705,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1706,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1707,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1708,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1709,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1710,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
1711,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1712,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1713,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1714,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1715,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1716,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1717,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1718,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
1719,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1720,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
1721,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1722,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1723,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1724,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
1725,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1726,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
1727,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1728,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
1729,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1730,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1731,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Water,NULL
1732,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
1733,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
1734,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1735,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1736,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1737,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
1738,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
1739,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1740,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1741,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,NULL,Bareland
1742,NULL,Cropland,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
1743,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1744,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1745,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
1746,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
1747,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
1748,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1749,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
1750,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1751,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1752,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1753,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1754,NULL,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1755,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1756,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1757,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
1758,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1759,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1760,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1761,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1762,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1763,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1764,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1765,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1766,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1767,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
1768,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
1769,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1770,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1771,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1772,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1773,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1774,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1775,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1776,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
1777,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1778,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
1779,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
1780,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1781,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
1782,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
1783,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
1784,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1785,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
1786,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
1787,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1788,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
1789,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1790,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1791,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1792,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1793,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1794,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1795,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
1796,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1797,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1798,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1799,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1800,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
