Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEP_M_R
4248,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4249,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4250,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4251,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4252,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4253,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4254,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4255,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4256,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
4257,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4258,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4259,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4260,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
4261,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4262,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
4263,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4264,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4265,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4266,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
4267,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4268,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4269,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4270,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,NULL
4271,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4272,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4273,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
4274,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4275,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4276,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
4277,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4278,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4279,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4280,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4281,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4282,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4283,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4284,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4285,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4286,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4287,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4288,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
4289,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4290,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
4291,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,NULL
4292,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4293,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
4294,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4295,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4296,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,NULL
4297,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
4298,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
4299,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4300,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4301,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4302,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4303,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4304,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4305,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4306,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4307,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4308,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4309,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4310,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4311,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4312,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4313,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4314,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4315,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4316,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4317,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
4318,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4319,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
4320,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
4321,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4322,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4323,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4324,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4325,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4326,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4327,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4328,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4329,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4330,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4331,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4332,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4333,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4334,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4335,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4336,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4337,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4338,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4339,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4340,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
4341,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4342,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4343,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4344,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4345,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4346,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4347,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4348,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4349,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4350,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4351,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4352,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4353,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4354,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4355,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4356,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4357,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4358,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4359,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4360,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Bareland
4361,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4362,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4363,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4364,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4365,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4366,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4367,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4368,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4369,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4370,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4371,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4372,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4373,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4374,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4375,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4376,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4377,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4378,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4379,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4380,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4381,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
4382,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4383,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4384,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4385,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
4386,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4387,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4388,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4389,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4390,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4391,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4392,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
4393,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4394,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4395,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4396,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4397,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4398,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4399,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4400,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4401,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4402,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4403,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4404,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4405,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4406,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4407,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4408,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4409,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4410,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4411,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Forest,Cropland
4412,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4413,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4414,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4415,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4416,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4417,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4418,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
4419,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4420,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4421,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4422,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4423,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4424,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4425,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4426,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4427,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4428,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4429,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4430,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4431,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4432,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Wetland,Grassland
4433,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
4434,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4435,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4436,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
4437,Grassland,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
4438,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
4439,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
4440,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4441,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4442,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
4443,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
4444,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
4445,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
4446,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4447,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
4448,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Wetland
4449,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
4450,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
4451,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Wetland
4452,Grassland,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
4453,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4454,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4455,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4456,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4457,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4458,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4459,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
4460,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4461,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
4462,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
4463,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4464,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4465,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
4466,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4467,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
4468,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,NULL
4469,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
4470,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
4471,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4472,Grassland,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4473,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
4474,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4475,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
4476,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
4477,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
4478,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4479,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
4480,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4481,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
4482,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4483,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
4484,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4485,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
4486,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,NULL
4487,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4488,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
4489,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
4490,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
4491,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
4492,Grassland,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Forest
4493,Grassland,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
4494,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
4495,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4496,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
4497,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
4498,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4499,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
4500,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4501,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
4502,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4503,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
4504,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
4505,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4506,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
4507,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
4508,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
4509,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4510,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
4511,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4512,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
4513,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
4514,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Water
4515,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
4516,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
4517,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
4518,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
4519,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
4520,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
4521,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
4522,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
4523,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Forest
4524,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
4525,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
4526,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
4527,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4528,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
4529,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
4530,Grassland,NULL,Wetland,NULL,Wetland,Forest,Water,Forest
4531,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
4532,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
4533,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
4534,Grassland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
4535,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4536,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
4537,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
4538,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4539,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4540,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
4541,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4542,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
4543,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
4544,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4545,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
4546,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
4547,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4548,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
4549,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4550,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
4551,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4552,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
4553,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
4554,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,NULL
4555,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4556,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
4557,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
4558,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,NULL
4559,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4560,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4561,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Water
4562,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
4563,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,NULL
4564,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Grassland
4565,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
4566,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Water
4567,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
4568,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4569,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
4570,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Water
