Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKP_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Cropland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
586,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
587,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
590,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
592,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
594,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
596,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
597,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
600,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
602,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
604,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
605,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
606,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Bareland
608,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Wetland
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Built-up
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
625,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
626,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
627,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
628,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Bareland
632,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
635,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
639,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Wetland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Built-up
644,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
649,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
650,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
651,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
