Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LEN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LEN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LEN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LEN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LEN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LEN_M_R
4339,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4340,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
4341,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4342,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4343,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4344,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
4345,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4346,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
4347,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4348,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4349,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4350,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4351,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4352,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
4353,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4354,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4355,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4356,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4357,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
4358,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4359,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
4360,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Water
4361,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4362,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
4363,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
4364,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4365,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4366,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4367,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
4368,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4369,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4370,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4371,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4372,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4373,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4374,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4375,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4376,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4377,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4378,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4379,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,NULL
4380,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4381,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4382,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4383,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4384,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4385,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4386,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4387,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,NULL
4388,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4389,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
4390,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4391,Grassland,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4392,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4393,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
4394,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
4395,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
4396,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
4397,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Grassland
4398,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,NULL
4399,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
4400,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
4401,Grassland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
4402,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
4403,Grassland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
4404,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Water
4405,Grassland,NULL,NULL,Water,Non_Wetland,Forest,Shrubland,Grassland
4406,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4407,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4408,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4409,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4410,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4411,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4412,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4413,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4414,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
4415,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4416,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4417,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
4418,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4419,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4420,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
4421,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4422,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4423,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4424,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4425,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4426,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4427,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4428,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4429,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4430,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4431,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4432,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4433,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4434,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
4435,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4436,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4437,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4438,Grassland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
4439,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4440,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4441,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4442,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4443,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4444,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4445,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4446,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4447,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4448,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4449,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4450,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4451,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4452,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4453,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4454,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4455,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
4456,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4457,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4458,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4459,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4460,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4461,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4462,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4463,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4464,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4465,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4466,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4467,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4468,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4469,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4470,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4471,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4472,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
4473,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4474,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4475,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4476,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
4477,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4478,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4479,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
4480,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
4481,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4482,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
4483,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
4484,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4485,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4486,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
4488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
4490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
4492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
4496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
4501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
4506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
4508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
4509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
4511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
4516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
4517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4520,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4527,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4528,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
4529,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4530,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4531,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
4532,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
4533,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4534,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4535,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4536,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
4537,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4538,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4539,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4540,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4541,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4542,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
4543,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4544,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4545,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4546,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
4547,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4548,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4549,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4550,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4551,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4552,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
4553,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
4554,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4555,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4556,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
4557,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
4558,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4559,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
4560,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
4561,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
4562,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
4563,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
4564,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
4565,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
4566,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4567,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4568,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4569,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4570,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4571,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4572,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4573,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4574,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
4575,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4576,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4577,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4578,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4579,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4580,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4581,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4582,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4583,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4584,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
4585,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4586,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4587,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4588,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4589,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4590,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4591,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4592,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4593,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4594,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4595,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4596,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4597,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4598,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4599,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4600,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4601,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4602,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4603,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
4604,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4605,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4606,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4607,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4608,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4609,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4610,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
4611,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4612,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4613,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4614,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
4615,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
4616,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4617,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4618,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4619,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4620,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4621,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4622,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4623,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4624,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4625,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
4626,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4627,Grassland,NULL,Grassland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
4628,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4629,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4630,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4631,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4632,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4633,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4634,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4635,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4636,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4637,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4638,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4639,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4640,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4641,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4642,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4643,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4644,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4645,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4646,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4647,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4648,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4649,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
