Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NTE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NTE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NTE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NTE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NTE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NTE_M_R
319,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Bareland
320,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
321,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Grassland,Grassland
322,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Grassland
323,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
324,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
325,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
327,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Bareland
328,NULL,NULL,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
329,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
331,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
349,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
350,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
351,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
352,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
353,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
354,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
355,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
356,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
357,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
358,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
359,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
360,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
361,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
362,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
363,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
364,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
365,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
366,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
367,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
368,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
369,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
370,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
371,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
372,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
373,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
374,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
375,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
376,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
377,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
378,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
379,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
380,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
381,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
385,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
387,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
388,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
390,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
391,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
392,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
393,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
394,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
395,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
396,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
397,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
398,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
400,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
401,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
402,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
403,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
404,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
405,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
406,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
407,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
408,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
409,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
410,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
411,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
412,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
413,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
414,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
415,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
416,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
417,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
418,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
419,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
420,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
421,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
422,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
423,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Forest
424,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
425,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
426,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
427,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
428,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
429,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
431,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
432,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
433,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
434,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
435,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
436,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
437,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Grassland
438,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
439,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
440,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
441,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
442,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
443,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
444,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
445,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
446,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
447,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
448,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
449,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
450,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
451,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
452,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
453,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
454,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
455,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
456,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
457,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
458,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
462,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
463,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
464,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
465,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
467,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
468,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
469,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
470,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Wetland,Grassland
471,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
472,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
473,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,NULL,Grassland
474,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
475,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
476,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
477,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
478,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
479,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
480,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
481,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
482,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
483,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
484,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
485,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
486,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
487,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
488,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
489,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
490,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
492,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
493,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
494,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
495,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
496,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
499,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
500,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
501,NULL,NULL,Built-up,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
502,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
503,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,NULL,Built-up,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
505,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
508,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
510,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
511,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Bareland
512,NULL,NULL,Built-up,Water,Non_Wetland,Built-up,Grassland,Grassland
513,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
514,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
515,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
516,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
517,NULL,NULL,Water,NULL,Water,Water,NULL,Forest
518,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
519,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
520,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
521,NULL,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
522,NULL,NULL,Water,Non_Water,Water,Cropland,Wetland,Grassland
523,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
524,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
525,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
526,NULL,NULL,Water,Water,Water,NULL,NULL,NULL
527,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
528,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
529,NULL,NULL,Water,Water,Water,NULL,NULL,Water
530,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
531,NULL,NULL,Water,Water,Water,Grassland,Grassland,Forest
532,NULL,NULL,Water,Water,Water,Cropland,Wetland,Wetland
533,NULL,NULL,Water,Water,Water,Wetland,NULL,Grassland
534,NULL,NULL,Water,Water,Water,Wetland,NULL,Wetland
535,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
536,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
537,NULL,NULL,Water,Water,Water,Water,NULL,Wetland
538,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
539,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
540,NULL,NULL,Water,Water,Water,Water,Water,Wetland
541,NULL,NULL,Water,Water,Water,Water,Water,Forest
542,NULL,NULL,Water,Water,Water,Forest,Grassland,Forest
543,NULL,NULL,Water,Water,Water,Forest,Wetland,Forest
544,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
547,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
548,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
549,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
550,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
552,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
553,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
554,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
555,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
556,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
557,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
558,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
559,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
560,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
561,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
562,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
563,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
564,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
565,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
566,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
567,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
568,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
569,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
570,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
572,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
575,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
577,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
578,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
579,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
580,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
581,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
585,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
587,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
588,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
589,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
590,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
592,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
593,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
594,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
595,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
597,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
598,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
600,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
601,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
602,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
603,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
604,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
606,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
608,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
609,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
611,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
612,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
613,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
614,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
615,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
617,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
618,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
619,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
620,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
621,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
623,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
624,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
625,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
627,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
628,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
629,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
631,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
633,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
636,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
637,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
639,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
642,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
643,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
644,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
646,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
647,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
648,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
649,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
650,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
651,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
652,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
653,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
654,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
655,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
656,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
657,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
658,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
659,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
660,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
663,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
664,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Forest
665,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
666,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
667,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
