Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPP_M_R
2428,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2429,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
2430,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2431,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2432,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
2433,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2434,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2435,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2436,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2437,Grassland,Cropland,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2438,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
2439,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Forest
2440,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2441,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2442,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2443,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
2444,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2445,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2446,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
2447,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2448,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2449,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2450,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2451,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2452,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2453,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2454,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2455,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
2456,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2457,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
2458,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
2459,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2460,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2461,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2462,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2463,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
2464,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
2465,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
2466,Grassland,Cropland,Water,NULL,Water,Grassland,Water,Grassland
2467,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
2468,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
2469,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
2470,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
2471,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2472,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2473,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2474,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2475,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2476,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2477,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2478,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2479,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2480,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2481,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2482,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2483,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2484,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2485,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2486,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2487,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2488,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2489,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2490,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2491,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2492,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2493,Grassland,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2494,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2495,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2496,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2497,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
2498,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2499,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2500,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2501,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2502,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2503,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2504,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2505,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2506,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2507,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2508,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2509,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2510,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2511,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2512,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2513,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2514,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2515,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2516,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2517,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2518,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2519,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2520,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2521,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2522,Grassland,Built-up,Cropland,NULL,Non_Wetland,Water,Built-up,Grassland
2523,Grassland,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2524,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2525,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
2526,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2527,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2528,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2529,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
2530,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2531,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2532,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2533,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2534,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2535,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
2536,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2537,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2538,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2539,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2540,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
2541,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2542,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2543,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2544,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2545,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2546,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2547,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
2548,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2549,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2550,Grassland,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2551,Grassland,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2552,Grassland,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
2553,Grassland,Water,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2554,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2555,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2556,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2557,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2558,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2559,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2560,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2561,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
2562,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2563,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
2564,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
2565,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2566,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2567,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2568,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2569,Grassland,Water,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2570,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2571,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2572,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2573,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2574,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2575,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2576,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2577,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
2578,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
2579,Grassland,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
2580,Grassland,Water,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2581,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
2582,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2583,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2584,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2585,Grassland,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2586,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2587,Grassland,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
2588,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
2589,Grassland,Water,Grassland,Water,Non_Wetland,Water,Grassland,Grassland
2590,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2591,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2592,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
2593,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2594,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2595,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
2596,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2597,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
2598,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2599,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2600,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2601,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2602,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
2603,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
2604,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2605,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
2606,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Grassland
2607,Grassland,Water,Cropland,NULL,Non_Wetland,Water,Water,Grassland
2608,Grassland,Water,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2609,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2610,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2611,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2612,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2613,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
2614,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2615,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2616,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2617,Grassland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2618,Grassland,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
2619,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
2620,Grassland,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
2621,Grassland,Water,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
2622,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
2623,Grassland,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
2624,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2625,Grassland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
2626,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
2627,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
2628,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
2629,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Water
2630,Grassland,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
2631,Grassland,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
2632,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
2633,Grassland,Water,Wetland,Water,Wetland,Bareland,Grassland,Water
2634,Grassland,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2635,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2636,Grassland,Water,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2637,Grassland,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2638,Grassland,Water,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
2639,Grassland,Water,Built-up,NULL,Non_Wetland,Water,Water,Grassland
2640,Grassland,Water,Water,NULL,Water,Shrubland,Water,Grassland
2641,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
2642,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Forest
2643,Grassland,Water,Water,NULL,Water,Grassland,Water,Grassland
2644,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Grassland
2645,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Water
2646,Grassland,Water,Water,NULL,Water,Bareland,Grassland,Forest
2647,Grassland,Water,Water,NULL,Water,Water,Grassland,Grassland
2648,Grassland,Water,Water,NULL,Water,Forest,Grassland,Forest
2649,Grassland,Water,Water,Non_Water,Water,Grassland,Grassland,Grassland
2650,Grassland,Water,Water,Non_Water,Water,Grassland,Water,Grassland
2651,Grassland,Water,Water,Non_Water,Water,Water,Water,Forest
2652,Grassland,Water,Water,Water,Water,Grassland,Water,Grassland
2653,Grassland,Water,Water,Water,Water,Water,Grassland,Water
2654,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2655,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2656,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2657,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2658,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2659,Grassland,Water,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
2660,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2661,Grassland,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2662,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2663,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2664,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2665,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2666,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2667,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2668,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2669,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2670,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2671,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2672,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2673,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2674,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2675,Grassland,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2676,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2677,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
2678,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2679,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2680,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2681,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2682,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2683,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2684,Grassland,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
2685,Grassland,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
2686,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2687,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2688,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2689,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2690,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2691,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2692,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2693,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2694,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2695,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2696,Grassland,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
2697,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2698,Grassland,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2699,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2700,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2701,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2702,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2703,Grassland,Forest,Water,NULL,Water,Grassland,Grassland,Forest
2704,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2705,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2706,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2707,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2708,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2709,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2710,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2711,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2712,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2713,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
