Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MWN_M_R
2163,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
2164,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2165,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest,Bareland,Forest
2166,Bareland,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
2167,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2168,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2169,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2170,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2171,Bareland,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2172,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2173,Bareland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2174,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2175,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2176,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2177,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2178,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2179,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2180,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2181,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2182,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2183,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2184,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
2185,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2186,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2187,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
2188,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2189,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2190,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2191,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
2192,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
2193,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2194,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2195,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2196,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,Forest
2197,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
2198,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
2199,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
2200,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
2201,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2202,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2203,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2204,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2205,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2206,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2207,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2208,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
2209,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2210,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2211,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
2212,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
2213,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2214,Bareland,NULL,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
2215,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
2216,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2217,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2218,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2219,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
2220,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
2221,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
2222,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
2223,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2224,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2225,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2226,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2227,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2228,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
2229,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2230,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2231,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2232,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2233,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
2234,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2235,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2236,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
2237,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2238,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2239,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
2240,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
2241,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2242,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2243,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
2244,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
2245,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2246,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
2247,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2248,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
2249,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2250,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2251,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2252,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2253,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2254,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
2255,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2256,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
2257,Bareland,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
2258,Bareland,NULL,Wetland,NULL,Wetland,NULL,Bareland,Forest
2259,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2260,Bareland,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2261,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2262,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
2263,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2264,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,NULL
2265,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2266,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2267,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Water
2268,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2269,Bareland,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
2270,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Bareland
2271,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Water
2272,Bareland,NULL,Wetland,NULL,Wetland,Water,Bareland,Forest
2273,Bareland,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
2274,Bareland,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
2275,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
2276,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2277,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2278,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
2279,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
2280,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
2281,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Water
2282,Bareland,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Forest
2283,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2284,Bareland,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2285,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
2286,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
2287,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Bareland
2288,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
2289,Bareland,NULL,Wetland,Water,Wetland,Bareland,Bareland,Forest
2290,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Water
2291,Bareland,NULL,Wetland,Water,Wetland,Water,Bareland,Forest
2292,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2293,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
2294,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Built-up
2295,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
2296,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
2297,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
2298,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2299,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
2300,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Water
2301,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2302,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
2303,Bareland,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Forest
2304,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2305,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2306,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
2307,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2308,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2309,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Water
2310,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
2311,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
2312,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
2313,Bareland,NULL,Bareland,NULL,Non_Wetland,Water,Bareland,Forest
2314,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest,Bareland,Forest
2315,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2316,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2317,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2318,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2319,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2320,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Water
2321,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2322,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Grassland
2323,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2324,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2325,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2326,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2327,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2328,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2329,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2330,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2331,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
2332,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2333,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
2334,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2335,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Water
2336,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2337,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
2338,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
2339,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
2340,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2341,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2342,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Water
2343,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2344,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
2345,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2346,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Water
2347,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
2348,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
2349,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Water
2350,Bareland,NULL,Water,NULL,Water,Bareland,Bareland,Forest
2351,Bareland,NULL,Water,NULL,Water,Water,Bareland,Bareland
2352,Bareland,NULL,Water,NULL,Water,Water,Bareland,Water
2353,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
2354,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
2355,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Water
2356,Bareland,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
2357,Bareland,NULL,Water,Water,Water,Bareland,Wetland,Water
2358,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2359,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Wetland
2360,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2361,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Water
2362,Bareland,NULL,Water,Water,Water,Bareland,Bareland,Forest
2363,Bareland,NULL,Water,Water,Water,Water,Bareland,Water
2364,Bareland,NULL,Water,Water,Water,Water,Bareland,Forest
2365,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2366,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2367,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2368,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2369,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
2370,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2371,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2372,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2373,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2374,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2375,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2376,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2377,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2378,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2379,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
2380,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2381,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2382,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
2383,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
2384,Bareland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2385,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2386,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
2387,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2388,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2389,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2390,Bareland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2391,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest,Bareland,Forest
2392,Bareland,NULL,Forest,Water,Non_Wetland,Grassland,Bareland,Grassland
2393,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2394,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
2395,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
2396,Bareland,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
2397,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2398,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2399,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2400,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2401,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2402,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2403,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2404,Bareland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2405,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Wetland,Water
2406,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2407,Bareland,Cropland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2408,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2409,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2410,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2411,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2412,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2413,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2414,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2415,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2416,Bareland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2417,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2418,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2419,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2420,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2421,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2422,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2423,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2424,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2425,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
2426,Bareland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2427,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2428,Bareland,Cropland,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
2429,Bareland,Cropland,Wetland,NULL,Wetland,Grassland,Bareland,Forest
2430,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2431,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
2432,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Water
2433,Bareland,Cropland,Wetland,NULL,Wetland,Bareland,Bareland,Forest
2434,Bareland,Cropland,Wetland,NULL,Wetland,Forest,Bareland,Forest
2435,Bareland,Cropland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2436,Bareland,Cropland,Wetland,Water,Wetland,Bareland,Bareland,Water
2437,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
2438,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
2439,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2440,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
2441,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
2442,Bareland,Cropland,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
2443,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2444,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2445,Bareland,Cropland,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
2446,Bareland,Cropland,Water,Water,Water,Bareland,Bareland,Water
2447,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2448,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2449,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2450,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2451,Bareland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2452,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2453,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2454,Bareland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2455,Bareland,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2456,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2457,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2458,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2459,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Water
2460,Bareland,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2461,Bareland,Wetland,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2462,Bareland,Wetland,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2463,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2464,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2465,Bareland,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2466,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
2467,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
2468,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
2469,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Water
2470,Bareland,Wetland,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
2471,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2472,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
