Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18NTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18NTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18NTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18NTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18NTH_M_R
1742,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1743,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1744,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1745,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1746,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1747,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1748,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1749,Forest,NULL,Bareland,Water,Non_Wetland,Water
1750,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1751,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1752,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1753,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1754,Forest,NULL,Built-up,Non_Water,Non_Wetland,Forest
1755,Forest,NULL,Built-up,Water,Non_Wetland,Grassland
1756,Forest,NULL,Built-up,Water,Non_Wetland,Forest
1757,Forest,NULL,Water,NULL,Water,Grassland
1758,Forest,NULL,Water,NULL,Water,Bareland
1759,Forest,NULL,Water,NULL,Water,Water
1760,Forest,NULL,Water,NULL,Water,Forest
1761,Forest,NULL,Water,Non_Water,Water,Grassland
1762,Forest,NULL,Water,Non_Water,Water,Bareland
1763,Forest,NULL,Water,Non_Water,Water,Water
1764,Forest,NULL,Water,Non_Water,Water,Forest
1765,Forest,NULL,Water,Water,Water,Grassland
1766,Forest,NULL,Water,Water,Water,Bareland
1767,Forest,NULL,Water,Water,Water,Water
1768,Forest,NULL,Water,Water,Water,Forest
1769,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1770,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1771,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1772,Forest,NULL,Forest,NULL,Non_Wetland,Wetland
1773,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1774,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1775,Forest,NULL,Forest,NULL,Non_Wetland,Water
1776,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1777,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1778,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1779,Forest,NULL,Forest,Non_Water,Non_Wetland,Built-up
1780,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1781,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1782,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1783,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1784,Forest,NULL,Forest,Water,Non_Wetland,Water
1785,Forest,NULL,Forest,Water,Non_Wetland,Forest
1786,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland
1787,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest
1788,Forest,Cropland,NULL,Water,Non_Wetland,Bareland
1789,Forest,Cropland,NULL,Water,Non_Wetland,Water
1790,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1791,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1792,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1793,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1794,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1795,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1796,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1797,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1798,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1799,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1800,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1801,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1802,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1803,Forest,Cropland,Grassland,NULL,Non_Wetland,Water
1804,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1805,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1806,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1807,Forest,Cropland,Grassland,Water,Non_Wetland,Water
1808,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1809,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1810,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1811,Forest,Cropland,Wetland,NULL,Wetland,Water
1812,Forest,Cropland,Wetland,NULL,Wetland,Forest
1813,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1814,Forest,Cropland,Wetland,Water,Wetland,Water
1815,Forest,Cropland,Wetland,Water,Wetland,Forest
1816,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1817,Forest,Cropland,Built-up,NULL,Non_Wetland,Grassland
1818,Forest,Cropland,Built-up,NULL,Non_Wetland,Water
1819,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1820,Forest,Cropland,Water,NULL,Water,Grassland
1821,Forest,Cropland,Water,NULL,Water,Bareland
1822,Forest,Cropland,Water,NULL,Water,Water
1823,Forest,Cropland,Water,NULL,Water,Forest
1824,Forest,Cropland,Water,Water,Water,Grassland
1825,Forest,Cropland,Water,Water,Water,Water
1826,Forest,Cropland,Water,Water,Water,Forest
1827,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1828,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1829,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1830,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland
1831,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1832,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1833,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1834,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1835,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1836,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1837,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
1838,Forest,Cropland,Forest,Water,Non_Wetland,Water
1839,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1840,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland
1841,Forest,Wetland,NULL,NULL,Non_Wetland,Built-up
1842,Forest,Wetland,NULL,NULL,Non_Wetland,Water
1843,Forest,Wetland,NULL,NULL,Non_Wetland,Forest
1844,Forest,Wetland,NULL,Non_Water,Non_Wetland,Grassland
1845,Forest,Wetland,NULL,Non_Water,Non_Wetland,Forest
1846,Forest,Wetland,NULL,Water,Non_Wetland,Grassland
1847,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1848,Forest,Wetland,Shrubland,NULL,Non_Wetland,Built-up
1849,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1850,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1851,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1852,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1853,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1854,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1855,Forest,Wetland,Shrubland,Water,Non_Wetland,Forest
1856,Forest,Wetland,Grassland,NULL,Non_Wetland,Grassland
1857,Forest,Wetland,Grassland,NULL,Non_Wetland,Bareland
1858,Forest,Wetland,Grassland,NULL,Non_Wetland,Water
1859,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest
1860,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1861,Forest,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1862,Forest,Wetland,Grassland,Water,Non_Wetland,Grassland
1863,Forest,Wetland,Grassland,Water,Non_Wetland,Water
1864,Forest,Wetland,Grassland,Water,Non_Wetland,Forest
1865,Forest,Wetland,Cropland,NULL,Non_Wetland,Grassland
1866,Forest,Wetland,Cropland,NULL,Non_Wetland,Forest
1867,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1868,Forest,Wetland,Cropland,Non_Water,Non_Wetland,Forest
1869,Forest,Wetland,Wetland,NULL,Wetland,Grassland
1870,Forest,Wetland,Wetland,NULL,Wetland,Water
1871,Forest,Wetland,Wetland,NULL,Wetland,Forest
1872,Forest,Wetland,Wetland,Non_Water,Wetland,Grassland
1873,Forest,Wetland,Wetland,Non_Water,Wetland,Forest
1874,Forest,Wetland,Wetland,Water,Wetland,Grassland
1875,Forest,Wetland,Wetland,Water,Wetland,Forest
1876,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland
1877,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest
1878,Forest,Wetland,Water,NULL,Water,Grassland
1879,Forest,Wetland,Water,NULL,Water,Forest
1880,Forest,Wetland,Water,Non_Water,Water,Grassland
1881,Forest,Wetland,Water,Non_Water,Water,Forest
1882,Forest,Wetland,Water,Water,Water,Grassland
1883,Forest,Wetland,Water,Water,Water,Bareland
1884,Forest,Wetland,Water,Water,Water,Water
1885,Forest,Wetland,Water,Water,Water,Forest
1886,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1887,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland
1888,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1889,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1890,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1891,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland
1892,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water
1893,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1894,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1895,Forest,Wetland,Forest,Water,Non_Wetland,Bareland
1896,Forest,Wetland,Forest,Water,Non_Wetland,Water
1897,Forest,Wetland,Forest,Water,Non_Wetland,Forest
1898,Forest,Bareland,NULL,NULL,Non_Wetland,Forest
1899,Forest,Bareland,NULL,Water,Non_Wetland,Water
1900,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1901,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1902,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1903,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1904,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1905,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1906,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1907,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1908,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1909,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1910,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1911,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Grassland
1912,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1913,Forest,Bareland,Grassland,Non_Water,Non_Wetland,Water
1914,Forest,Bareland,Grassland,Water,Non_Wetland,Water
1915,Forest,Bareland,Cropland,Water,Non_Wetland,Water
1916,Forest,Bareland,Wetland,NULL,Wetland,Water
1917,Forest,Bareland,Wetland,Water,Wetland,Grassland
1918,Forest,Bareland,Wetland,Water,Wetland,Water
1919,Forest,Bareland,Wetland,Water,Wetland,Forest
1920,Forest,Bareland,Bareland,NULL,Non_Wetland,Forest
1921,Forest,Bareland,Bareland,Water,Non_Wetland,Water
1922,Forest,Bareland,Water,NULL,Water,Bareland
1923,Forest,Bareland,Water,NULL,Water,Water
1924,Forest,Bareland,Water,Non_Water,Water,Water
1925,Forest,Bareland,Water,Water,Water,Bareland
1926,Forest,Bareland,Water,Water,Water,Water
1927,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1928,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1929,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1930,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1931,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1932,Forest,Bareland,Forest,Water,Non_Wetland,Bareland
1933,Forest,Bareland,Forest,Water,Non_Wetland,Water
1934,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland
1935,Forest,Built-up,NULL,NULL,Non_Wetland,Forest
1936,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1937,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1938,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1939,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1940,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1941,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1942,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1943,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1944,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1945,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1946,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Forest
1947,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1948,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1949,Forest,Built-up,Wetland,NULL,Wetland,Forest
1950,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1951,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1952,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL
1953,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1954,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1955,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1956,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1957,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1958,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland
1959,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1960,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1961,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest
1962,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1963,Forest,Water,NULL,NULL,Non_Wetland,Bareland
1964,Forest,Water,NULL,NULL,Non_Wetland,Water
1965,Forest,Water,NULL,NULL,Non_Wetland,Forest
1966,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland
1967,Forest,Water,NULL,Non_Water,Non_Wetland,Water
1968,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1969,Forest,Water,NULL,Water,Non_Wetland,Grassland
1970,Forest,Water,NULL,Water,Non_Wetland,Water
1971,Forest,Water,NULL,Water,Non_Wetland,Forest
1972,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1973,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1974,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1975,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1976,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1977,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1978,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1979,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1980,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1981,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1982,Forest,Water,Shrubland,Water,Non_Wetland,Water
1983,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1984,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1985,Forest,Water,Grassland,NULL,Non_Wetland,Bareland
1986,Forest,Water,Grassland,NULL,Non_Wetland,Water
1987,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1988,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1989,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland
1990,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1991,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1992,Forest,Water,Grassland,Water,Non_Wetland,Grassland
1993,Forest,Water,Grassland,Water,Non_Wetland,Water
1994,Forest,Water,Grassland,Water,Non_Wetland,Forest
1995,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1996,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1997,Forest,Water,Cropland,NULL,Non_Wetland,Water
1998,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1999,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
2000,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
2001,Forest,Water,Cropland,Water,Non_Wetland,Water
2002,Forest,Water,Cropland,Water,Non_Wetland,Forest
2003,Forest,Water,Wetland,NULL,Wetland,Grassland
2004,Forest,Water,Wetland,NULL,Wetland,Bareland
2005,Forest,Water,Wetland,NULL,Wetland,Water
2006,Forest,Water,Wetland,NULL,Wetland,Forest
2007,Forest,Water,Wetland,Non_Water,Wetland,Grassland
2008,Forest,Water,Wetland,Non_Water,Wetland,Water
2009,Forest,Water,Wetland,Non_Water,Wetland,Forest
2010,Forest,Water,Wetland,Water,Wetland,Grassland
2011,Forest,Water,Wetland,Water,Wetland,Water
2012,Forest,Water,Wetland,Water,Wetland,Forest
2013,Forest,Water,Bareland,NULL,Non_Wetland,Forest
2014,Forest,Water,Built-up,NULL,Non_Wetland,Built-up
2015,Forest,Water,Built-up,NULL,Non_Wetland,Forest
2016,Forest,Water,Built-up,Water,Non_Wetland,Forest
2017,Forest,Water,Water,NULL,Water,Grassland
2018,Forest,Water,Water,NULL,Water,Bareland
2019,Forest,Water,Water,NULL,Water,Water
2020,Forest,Water,Water,NULL,Water,Forest
2021,Forest,Water,Water,Non_Water,Water,Grassland
2022,Forest,Water,Water,Non_Water,Water,Water
2023,Forest,Water,Water,Non_Water,Water,Forest
2024,Forest,Water,Water,Water,Water,Grassland
2025,Forest,Water,Water,Water,Water,Wetland
2026,Forest,Water,Water,Water,Water,Bareland
2027,Forest,Water,Water,Water,Water,Water
2028,Forest,Water,Water,Water,Water,Forest
2029,Forest,Water,Forest,NULL,Non_Wetland,Grassland
2030,Forest,Water,Forest,NULL,Non_Wetland,Bareland
2031,Forest,Water,Forest,NULL,Non_Wetland,Water
2032,Forest,Water,Forest,NULL,Non_Wetland,Forest
2033,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland
2034,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland
2035,Forest,Water,Forest,Non_Water,Non_Wetland,Water
2036,Forest,Water,Forest,Non_Water,Non_Wetland,Forest
2037,Forest,Water,Forest,Water,Non_Wetland,Grassland
2038,Forest,Water,Forest,Water,Non_Wetland,Bareland
2039,Forest,Water,Forest,Water,Non_Wetland,Water
2040,Forest,Water,Forest,Water,Non_Wetland,Forest
2041,Forest,Forest,NULL,NULL,Non_Wetland,NULL
2042,Forest,Forest,NULL,NULL,Non_Wetland,Grassland
2043,Forest,Forest,NULL,NULL,Non_Wetland,Bareland
2044,Forest,Forest,NULL,NULL,Non_Wetland,Water
2045,Forest,Forest,NULL,NULL,Non_Wetland,Forest
2046,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland
2047,Forest,Forest,NULL,Non_Water,Non_Wetland,Bareland
2048,Forest,Forest,NULL,Non_Water,Non_Wetland,Water
2049,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest
2050,Forest,Forest,NULL,Water,Non_Wetland,Grassland
2051,Forest,Forest,NULL,Water,Non_Wetland,Water
2052,Forest,Forest,NULL,Water,Non_Wetland,Forest
2053,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL
2054,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland
2055,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland
2056,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland
2057,Forest,Forest,Shrubland,NULL,Non_Wetland,Built-up
2058,Forest,Forest,Shrubland,NULL,Non_Wetland,Water
2059,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest
2060,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
2061,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Water
2062,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Forest
2063,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland
2064,Forest,Forest,Shrubland,Water,Non_Wetland,Water
2065,Forest,Forest,Shrubland,Water,Non_Wetland,Forest
2066,Forest,Forest,Grassland,NULL,Non_Wetland,NULL
2067,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland
2068,Forest,Forest,Grassland,NULL,Non_Wetland,Cropland
2069,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland
2070,Forest,Forest,Grassland,NULL,Non_Wetland,Built-up
2071,Forest,Forest,Grassland,NULL,Non_Wetland,Water
2072,Forest,Forest,Grassland,NULL,Non_Wetland,Forest
2073,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland
2074,Forest,Forest,Grassland,Non_Water,Non_Wetland,Bareland
2075,Forest,Forest,Grassland,Non_Water,Non_Wetland,Water
2076,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest
2077,Forest,Forest,Grassland,Water,Non_Wetland,Grassland
2078,Forest,Forest,Grassland,Water,Non_Wetland,Bareland
2079,Forest,Forest,Grassland,Water,Non_Wetland,Water
2080,Forest,Forest,Grassland,Water,Non_Wetland,Forest
2081,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland
2082,Forest,Forest,Cropland,NULL,Non_Wetland,Water
2083,Forest,Forest,Cropland,NULL,Non_Wetland,Forest
2084,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland
2085,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest
2086,Forest,Forest,Cropland,Water,Non_Wetland,Grassland
2087,Forest,Forest,Cropland,Water,Non_Wetland,Forest
2088,Forest,Forest,Wetland,NULL,Wetland,Grassland
2089,Forest,Forest,Wetland,NULL,Wetland,Bareland
2090,Forest,Forest,Wetland,NULL,Wetland,Water
2091,Forest,Forest,Wetland,NULL,Wetland,Forest
2092,Forest,Forest,Wetland,Non_Water,Wetland,Grassland
2093,Forest,Forest,Wetland,Non_Water,Wetland,Water
2094,Forest,Forest,Wetland,Non_Water,Wetland,Forest
2095,Forest,Forest,Wetland,Water,Wetland,Grassland
2096,Forest,Forest,Wetland,Water,Wetland,Bareland
2097,Forest,Forest,Wetland,Water,Wetland,Water
2098,Forest,Forest,Wetland,Water,Wetland,Forest
2099,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland
2100,Forest,Forest,Bareland,NULL,Non_Wetland,Forest
2101,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland
2102,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water
2103,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest
2104,Forest,Forest,Bareland,Water,Non_Wetland,Bareland
2105,Forest,Forest,Bareland,Water,Non_Wetland,Water
2106,Forest,Forest,Bareland,Water,Non_Wetland,Forest
2107,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland
2108,Forest,Forest,Built-up,NULL,Non_Wetland,Cropland
2109,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up
2110,Forest,Forest,Built-up,NULL,Non_Wetland,Forest
2111,Forest,Forest,Built-up,Non_Water,Non_Wetland,Forest
2112,Forest,Forest,Water,NULL,Water,Grassland
2113,Forest,Forest,Water,NULL,Water,Bareland
2114,Forest,Forest,Water,NULL,Water,Water
2115,Forest,Forest,Water,NULL,Water,Forest
2116,Forest,Forest,Water,Non_Water,Water,Grassland
2117,Forest,Forest,Water,Non_Water,Water,Bareland
2118,Forest,Forest,Water,Non_Water,Water,Water
2119,Forest,Forest,Water,Non_Water,Water,Forest
2120,Forest,Forest,Water,Water,Water,Grassland
2121,Forest,Forest,Water,Water,Water,Bareland
2122,Forest,Forest,Water,Water,Water,Water
2123,Forest,Forest,Water,Water,Water,Forest
2124,Forest,Forest,Forest,NULL,Non_Wetland,NULL
2125,Forest,Forest,Forest,NULL,Non_Wetland,Grassland
2126,Forest,Forest,Forest,NULL,Non_Wetland,Cropland
2127,Forest,Forest,Forest,NULL,Non_Wetland,Bareland
2128,Forest,Forest,Forest,NULL,Non_Wetland,Built-up
2129,Forest,Forest,Forest,NULL,Non_Wetland,Water
2130,Forest,Forest,Forest,NULL,Non_Wetland,Forest
2131,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland
2132,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland
2133,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland
2134,Forest,Forest,Forest,Non_Water,Non_Wetland,Water
2135,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest
2136,Forest,Forest,Forest,Water,Non_Wetland,Grassland
2137,Forest,Forest,Forest,Water,Non_Wetland,Bareland
2138,Forest,Forest,Forest,Water,Non_Wetland,Water
2139,Forest,Forest,Forest,Water,Non_Wetland,Forest
