Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LXH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LXH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LXH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LXH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LXH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LXH_M_R
323,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Built-up
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
331,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
332,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
334,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
335,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
336,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
338,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
341,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
342,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Water
343,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
345,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
347,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
349,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
350,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
351,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Cropland
352,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
353,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Built-up
354,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Cropland
356,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
359,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
360,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Built-up
361,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
362,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Water
363,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
365,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
366,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
367,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
368,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
369,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
370,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
371,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Grassland
372,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
373,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
374,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
387,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
389,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
390,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
395,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
396,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
399,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
400,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
401,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
402,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Bareland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
431,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
432,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
434,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
438,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
439,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
443,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
447,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
450,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
454,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
459,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Built-up
463,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
464,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
496,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
497,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
498,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
499,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
500,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
504,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
505,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
506,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
507,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
509,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
510,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
511,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
512,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
513,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
515,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
517,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
518,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Built-up
519,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
520,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
521,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
522,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
523,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
524,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
526,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
527,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
528,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
529,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
530,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Grassland,Grassland
531,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
532,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Grassland
533,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
534,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
536,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
538,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
539,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
540,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
541,NULL,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Forest
542,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
544,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
545,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
546,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
547,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
550,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
551,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
552,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
554,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
555,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
556,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
557,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
558,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
559,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
560,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
561,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
562,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
563,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
565,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
567,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
571,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
572,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
574,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
575,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
577,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
578,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
579,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
580,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
581,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
582,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
584,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Water
585,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
586,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
587,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
588,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
589,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
590,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
591,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
592,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
593,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
594,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
595,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
596,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
597,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
598,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
599,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
600,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
601,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
602,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
603,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
605,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
606,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
607,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
608,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
609,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
610,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
611,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
612,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
613,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
614,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
615,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
616,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
617,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
618,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
619,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
620,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
621,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Cropland
622,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Forest
623,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
624,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
625,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
626,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
627,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
628,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
629,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
630,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
631,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
632,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
633,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
634,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
635,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
636,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
637,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
638,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
639,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
640,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
641,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
642,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Cropland
643,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
644,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
645,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
646,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
647,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Bareland
648,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
649,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
650,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
651,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Grassland
652,NULL,NULL,Wetland,Water,Wetland,Forest,Wetland,Grassland
653,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
654,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
655,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
656,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
657,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
658,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
659,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
660,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
661,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Cropland
