Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LTH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LTH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LTH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LTH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LTH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LTH_M_R
4690,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4691,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4692,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4693,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4694,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4695,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4696,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4697,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4698,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
4699,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
4700,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4701,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4702,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4703,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4704,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
4705,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
4706,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4707,Cropland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Cropland
4708,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4709,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4710,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4711,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4712,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4713,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4714,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4715,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4716,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4717,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4718,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4719,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4720,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4721,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4722,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
4723,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4724,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4725,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4726,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4727,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
4728,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4729,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
4730,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
4731,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
4732,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4733,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4734,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4735,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4736,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4737,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4738,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4739,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4740,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4741,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4742,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4743,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4744,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4745,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4746,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4747,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4748,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4749,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4750,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4751,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
4752,Cropland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4753,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4754,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4755,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4756,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4757,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4758,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4759,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4760,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4761,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4762,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4763,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4764,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4765,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4766,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4767,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4768,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4769,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4770,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4771,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4772,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4773,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
4774,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4775,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4776,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4777,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4778,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
4779,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4780,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4781,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4782,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4783,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4784,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4785,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4786,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4787,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4788,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4789,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4790,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4791,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4792,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4793,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4794,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4795,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4796,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4797,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4798,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4799,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4800,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4801,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4802,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4803,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4804,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4805,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4806,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4807,Cropland,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4808,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4809,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
4810,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4811,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
4812,Cropland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Cropland
4813,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4814,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4815,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
4816,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4817,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4818,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4819,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Bareland
4820,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4821,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4822,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
4823,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4824,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
4825,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
4826,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4827,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4828,Cropland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4829,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
4830,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4831,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
4832,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4833,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4834,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4835,Cropland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
4836,Cropland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4837,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4838,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
4839,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
4840,Cropland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
4841,Cropland,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
4842,Cropland,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
4843,Cropland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4844,Cropland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
4845,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4846,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4847,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4848,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4849,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
4850,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4851,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
4852,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4853,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
4854,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4855,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
4856,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
4857,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
4858,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Built-up
4859,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Water,Built-up
4860,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
4861,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
4862,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
4863,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
4864,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4865,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4866,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4867,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4868,Cropland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4869,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4870,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4871,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4872,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
4873,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4874,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4875,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4876,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4877,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
4878,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4879,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4880,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
4881,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
4882,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
4883,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
4884,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4885,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Bareland
4886,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4887,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
4888,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4889,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4890,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4891,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
4892,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
4893,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
4894,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
4895,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
4896,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
4897,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4898,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4899,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
4900,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
4901,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4902,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
4903,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
4904,Cropland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4905,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
4906,Cropland,NULL,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
4907,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4908,Cropland,NULL,Built-up,Non_Water,Non_Wetland,Water,Water,Water
4909,Cropland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
4910,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4911,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4912,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4913,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
4914,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
4915,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4916,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4917,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4918,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
4919,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4920,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4921,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4922,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4923,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
4924,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
4925,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4926,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4927,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
4928,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Cropland
4929,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
4930,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
4931,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4932,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Cropland
4933,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4934,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
4935,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
4936,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4937,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4938,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4939,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4940,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
4941,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4942,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4943,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4944,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4945,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4946,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4947,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4948,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4949,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4950,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4951,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4952,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4953,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4954,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4955,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4956,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
4957,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
4958,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
4959,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4960,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4961,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4962,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4963,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
4964,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4965,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4966,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4967,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4968,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4969,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4970,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4971,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4972,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
4973,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4974,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4975,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4976,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
4977,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
4978,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
4979,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
4980,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4981,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Bareland
4982,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
4983,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
4984,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4985,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4986,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4987,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4988,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
4989,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4990,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4991,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4992,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4993,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
4994,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
4995,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
4996,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4997,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4998,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
4999,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5000,Cropland,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
5001,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5002,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5003,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
5004,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Bareland
5005,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5006,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5007,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Cropland
5008,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
