Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVG_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
323,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
325,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
326,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
329,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
330,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
331,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
332,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
334,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
335,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
336,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
337,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
339,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
340,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
341,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
342,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
343,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
346,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
347,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
348,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
354,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
355,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
356,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
357,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
358,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
359,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
361,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
362,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
366,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
369,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
370,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
371,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
372,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
373,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
374,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
375,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
376,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
377,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
378,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
379,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
382,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
383,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
384,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
385,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
387,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
388,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
389,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
390,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
391,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
393,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
394,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
395,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
396,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
397,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
399,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
400,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
401,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Forest,Grassland
402,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
407,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
409,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
410,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
413,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
416,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
417,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
418,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
420,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
421,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
422,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
424,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
425,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
426,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
430,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
431,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
432,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
434,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
435,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
436,NULL,NULL,Water,NULL,Water,Shrubland,Wetland,Wetland
437,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
438,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Forest
439,NULL,NULL,Water,NULL,Water,Cropland,Forest,Forest
440,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
441,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
442,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
443,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
444,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
445,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
446,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
447,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
448,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
450,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
451,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
456,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
458,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
459,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
461,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
462,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
463,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
464,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
465,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
466,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
467,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
468,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
469,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
471,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
493,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
494,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
495,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
497,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
498,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
499,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
500,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
501,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
502,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
503,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
504,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
505,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
506,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
507,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
508,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
509,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
510,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
511,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
512,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
513,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
514,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
515,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
516,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
517,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
518,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
519,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
520,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
521,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
522,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
523,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
524,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
525,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
526,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
527,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
528,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
530,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
531,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
532,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
533,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
534,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
535,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
536,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
537,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
538,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
539,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
540,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
541,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
542,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
543,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
544,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
545,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
546,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
547,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
548,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
549,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
550,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
551,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
552,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
553,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
554,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
555,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
556,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
557,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
558,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
559,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
560,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
561,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
562,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
563,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
564,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
565,NULL,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
566,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
567,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
568,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
569,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
570,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
571,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
572,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
573,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
574,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
576,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
577,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
578,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
579,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
580,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Cropland
582,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
583,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Cropland
585,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
586,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
587,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
588,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
589,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
590,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
591,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
592,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
593,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
594,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
595,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
596,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Bareland
597,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
598,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
599,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
600,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
601,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
602,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
603,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
604,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
605,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
606,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
607,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
608,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
609,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
610,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
611,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
612,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
613,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
614,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
615,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
616,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
617,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
618,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
619,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
620,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
621,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
622,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
623,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
624,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
625,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
626,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
627,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
628,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
629,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
630,NULL,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
631,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
633,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
634,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
635,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
636,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
637,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
638,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
639,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
640,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
641,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
642,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
643,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
644,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
645,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
646,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
647,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
648,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
649,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
650,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
651,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
652,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
653,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
654,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
655,NULL,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
