Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LUG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LUG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LUG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LUG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LUG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LUG_M_R
1122,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1123,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1124,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1125,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1126,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1127,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1128,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
1129,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
1130,NULL,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
1131,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1132,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1133,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1134,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
1135,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1136,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1137,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1138,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1139,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1140,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
1141,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1142,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1143,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1144,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1145,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1146,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1147,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1148,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
1149,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1150,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
1151,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1152,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1153,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1154,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1155,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1156,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1157,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1158,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1159,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1160,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1161,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1162,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1163,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1164,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
1165,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
1166,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
1167,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
1168,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
1169,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1170,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
1171,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1172,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1173,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1174,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
1175,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1176,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
1177,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1178,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
1179,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
1180,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
1181,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1182,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1183,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
1184,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
1185,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
1186,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1187,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
1188,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1189,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1190,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1191,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
1192,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1193,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1194,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1195,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
1196,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1197,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
1198,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1199,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1200,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
1201,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1202,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1203,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1204,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1205,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
1206,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1207,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1208,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1209,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1210,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1211,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1212,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1213,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1214,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1215,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1216,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1217,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1218,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
1219,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1220,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1221,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1222,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
1223,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1224,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
1225,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1226,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1227,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
1228,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1229,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1230,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1231,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1232,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1233,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1234,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1235,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1236,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1237,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1238,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1239,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1240,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1241,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1242,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1243,NULL,Cropland,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
1244,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1245,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1246,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1247,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1248,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1249,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
1250,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1251,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1252,NULL,Cropland,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1253,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Water,Bareland
1254,NULL,Cropland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1255,NULL,Cropland,Wetland,Non_Water,Wetland,Cropland,Water,Grassland
1256,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
1257,NULL,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
1258,NULL,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Water
1259,NULL,Cropland,Wetland,Water,Wetland,Shrubland,Grassland,Water
1260,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1261,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1262,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Forest
1263,NULL,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1264,NULL,Cropland,Wetland,Water,Wetland,Cropland,Grassland,Grassland
1265,NULL,Cropland,Wetland,Water,Wetland,Cropland,Wetland,Wetland
1266,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Grassland,Grassland
1267,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Grassland
1268,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1269,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1270,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1271,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Cropland
1272,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Cropland
1273,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Grassland,Grassland
1274,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,Bareland,Bareland
1275,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1276,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
1277,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1278,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1279,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1280,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1281,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1282,NULL,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1283,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1284,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1285,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1286,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
1287,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1288,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1289,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1290,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
1291,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1292,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1293,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1294,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
1295,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1296,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1297,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1298,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Cropland
1299,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1300,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1301,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1302,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
1303,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
1304,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1305,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1306,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
1307,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
1308,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1309,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
1310,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Bareland,Bareland
1311,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1312,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
1313,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1314,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1315,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1316,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1317,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1318,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1319,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1320,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1321,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1322,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1323,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1324,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
1325,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1326,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
1327,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1328,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1329,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1330,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1331,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
1332,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1333,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1334,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1335,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1336,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1337,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1338,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1339,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1340,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
1341,NULL,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
1342,NULL,Cropland,Water,NULL,Water,NULL,Forest,Forest
1343,NULL,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
1344,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
1345,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
1346,NULL,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
1347,NULL,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
1348,NULL,Cropland,Water,NULL,Water,Wetland,Shrubland,Grassland
1349,NULL,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
1350,NULL,Cropland,Water,NULL,Water,Bareland,NULL,Forest
1351,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
1352,NULL,Cropland,Water,NULL,Water,Bareland,Grassland,Forest
1353,NULL,Cropland,Water,NULL,Water,Bareland,Water,Grassland
1354,NULL,Cropland,Water,NULL,Water,Bareland,Water,Forest
1355,NULL,Cropland,Water,Non_Water,Water,Grassland,NULL,Water
1356,NULL,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
1357,NULL,Cropland,Water,Water,Water,Shrubland,NULL,Water
1358,NULL,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
1359,NULL,Cropland,Water,Water,Water,Grassland,Wetland,Grassland
1360,NULL,Cropland,Water,Water,Water,Cropland,Grassland,Bareland
1361,NULL,Cropland,Water,Water,Water,Water,Grassland,Water
1362,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1363,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1364,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1365,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1366,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1367,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1368,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1369,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1370,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1371,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1372,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1373,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1374,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1375,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1376,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1377,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1378,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1379,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1380,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1381,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1382,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1383,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1384,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1385,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1386,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1387,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1388,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1389,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1390,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1391,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1392,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1393,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1394,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1395,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1396,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1397,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1398,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1399,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1400,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1401,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1402,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1403,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1404,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1405,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1406,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1407,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1408,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1409,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1410,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1411,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1412,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1413,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1414,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1415,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1416,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1417,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1418,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1419,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1420,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1421,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1422,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1423,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1424,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1425,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1426,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1427,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1428,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1429,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1430,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1431,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1432,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1433,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1434,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1435,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1436,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1437,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1438,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1439,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1440,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
1441,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
