Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MDQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MDQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MDQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MDQ_M_R
1467,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1468,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1469,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1470,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1471,Forest,Forest,Water,NULL,Water,Water,Water,Water
1472,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1473,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1474,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1475,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1476,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1477,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1478,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1479,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1480,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1481,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1482,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1483,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1484,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1485,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1486,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1487,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1488,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Grassland
1489,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1490,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1491,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1492,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Bareland
1493,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1494,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1495,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Grassland
1496,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1497,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1498,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Water
1499,Forest,Forest,Water,Non_Water,Water,Bareland,Forest,Forest
1500,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1501,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1502,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1503,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1504,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1505,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1506,Forest,Forest,Water,Non_Water,Water,Water,Forest,Water
1507,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1508,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1509,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1510,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1511,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1512,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
1513,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1514,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1515,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1516,Forest,Forest,Water,Water,Water,NULL,Water,Water
1517,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1518,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1519,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1520,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1521,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1522,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1523,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1524,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1525,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1526,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1527,Forest,Forest,Water,Water,Water,Wetland,Water,Grassland
1528,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1529,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1530,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1531,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1532,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1533,Forest,Forest,Water,Water,Water,Bareland,Wetland,Forest
1534,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1535,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1536,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1537,Forest,Forest,Water,Water,Water,Bareland,Forest,Forest
1538,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1539,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1540,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1541,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1542,Forest,Forest,Water,Water,Water,Water,Water,Water
1543,Forest,Forest,Water,Water,Water,Water,Water,Forest
1544,Forest,Forest,Water,Water,Water,Water,Forest,Water
1545,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1546,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1547,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1548,Forest,Forest,Water,Water,Water,Forest,Water,Water
1549,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1550,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1551,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1552,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1553,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1554,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1555,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1556,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1557,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1558,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1559,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1560,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1561,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1562,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1563,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1564,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1565,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1566,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1567,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1568,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1569,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1570,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1571,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1572,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1573,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1574,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1575,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1576,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
1577,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Water
1578,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1579,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1580,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1581,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1582,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1583,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
1584,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1585,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1586,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Bareland
1587,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1588,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1589,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1590,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1591,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1592,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1593,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1594,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1595,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1596,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1597,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1598,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1599,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1600,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1601,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1602,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1603,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1604,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1605,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1606,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1607,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1608,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1609,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1610,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1611,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1612,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1613,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1614,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1615,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1616,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1617,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1618,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1619,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
1620,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1621,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1622,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1623,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1624,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
1625,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1626,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1627,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1628,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1629,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1630,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1631,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1632,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1633,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1634,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1635,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1636,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1637,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1638,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1639,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1640,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1641,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1642,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1643,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1644,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1645,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1646,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1647,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1648,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1649,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1650,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1651,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1652,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1653,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1654,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1655,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1656,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Grassland
1657,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
1658,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
1659,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1660,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1661,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1662,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1663,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1664,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1665,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1666,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1667,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Water
1668,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1669,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1670,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1671,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1672,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
